Symbol,Company Name,Sector,Exchange,Volume of listed
AQN,CTCP 28 Quảng Ngãi,Hàng tiêu dùng và trang trí,OTC,1511097
Artexport,CTCP Xuất nhập khẩu Thủ công mỹ nghệ,,OTC,0
ArtexSaigon,CTCP Xuất nhập khẩu Hàng tiểu thủ công nghiệp Sài Gòn,,OTC,2564430
ASCAudit,Công ty TNHH Kiểm toán ASC,,Khác,0
ASCH,CTCP Hóa chất Á Châu,,OTC,0
ASCO,Công ty TNHH Kiểm toán ASCO,,Khác,0
ASCSaiGon,CTCP Đầu tư Nông nghiệp ASC Sài Gòn,,OTC,0
ASD,CTCP Sông Đà Hà Nội,Tư liệu sản xuất,OTC,4500000
AseanAudit,Công ty TNHH Kiểm toán và Tư vấn ASEAN,,Khác,0
ASIACorp,CTCP Châu Á,,OTC,3600000
ASIAGF,Quỹ đầu tư Tăng trưởng ACB,Dịch vụ tài chính,OTC,24008000
ASNAF,Công ty TNHH Kiểm toán ASNAF VN,,Khác,0
ATAAudit,Công ty TNHH Kiểm toán Quốc tế ATA,,Khác,0
ATAX,Công ty TNHH Kiểm toán và Tư vấn Thuế ATAX,,Khác,0
ATC,CTCP Sản xuất - Thương mại - Xuất nhập khẩu Viễn Thông A,,OTC,3000000
ATD,CTCP 28 Đà Nẵng,Hàng tiêu dùng và trang trí,OTC,1544300
ATICVietnam,Công ty TNHH Kiểm toán Tư vấn Việt Nam,,Khác,0
ATSC,CTCP Chứng khoán An Thành,,OTC,4100000
AUDI,Công ty TNHH Kiểm toán - Tư vấn Thuế,,Khác,0
AuditConsult,Công ty TNHH Kiểm toán và Tư vấn A&C,,Khác,0
AuLac,Công ty TNHH Kiểm toán Âu Lạc,,Khác,0
AUM,CTCP Vinacafe Sơn Thành,"Thực phẩm, đồ uống và thuốc lá",OTC,1000000
Auto15,CTCP Ô tô 1-5,,OTC,0
AVA,Công ty TNHH Kiểm toán và Thẩm định giá Việt Nam,,Khác,0
AVICO,Công ty TNHH Kiểm toán AVICO,,Khác,0
Avicon,CTCP Công trình Hàng không,,OTC,0
AVINA,"Công ty TNHH Tư vấn Thuế, Kế toán và Kiểm toán Việt Nam",,Khác,0
AVS,CTCP Chứng khoán Âu Việt,Dịch vụ tài chính,OTC,0
AzureCity,CTCP Thành Phố Xanh,,OTC,60000000
B82,CTCP 482,Tư liệu sản xuất,OTC,5000000
BacGiang,CTCP Xuất nhập Khẩu Bắc Giang,,OTC,0
BachViet,CTCP Công nghệ và Đầu tư Bách Việt,,OTC,0
BAFECO,CTCP Thức ăn Chăn nuôi Bạc Liêu,,OTC,0
BAM,CTCP Khoáng sản và Luyện kim Bắc Á,Nguyên vật liệu,OTC,30000000
BaoBi277,Công ty TNHH MTV Bao Bì 277 Hà Nội,,Khác,0
BaoBiDuoc,CTCP Bao bì Dược,,OTC,0
BaoHoLaoDong,CTCP Tạp phẩm và Bảo hộ Lao động,,OTC,0
BaoVietBank,Ngân hàng TMCP Bảo Việt,,OTC,300000000
BaoVietResort,CTCP Khách Sạn và Du Lịch Bảo Việt,,OTC,0
Barotex,CTCP Thương mại và Đầu tư Barotex Việt Nam,,OTC,65200000
BAS,CTCP Basa,"Thực phẩm, đồ uống và thuốc lá",OTC,9600000
Baseafood,CTCP Chế biến Xuất nhập khẩu Thủy sản Bà Rịa - Vũng Tàu,,OTC,4800000
BAV,CTCP Hàng không Tre Việt,,OTC,0
BBL,CTCP Bourbon Bến Lức,,OTC,0
BCEL,Ngân hàng Ngoại Thương Lào,,Lào,136577600
BCEL-KT,BCEL-KT Securities Co. LTD,,Khác,0
BCI,Công ty TNHH MTV Đầu tư Kinh doanh Nhà Khang Phúc,Phát triển và quản lý bất động sản,Khác,86720144
BDC,Tổng Công ty Xây dựng Bạch Đằng - CTCP,Tư liệu sản xuất,OTC,21735900
BDF,CTCP Giày Bình Định,Hàng tiêu dùng và trang trí,OTC,1550000
BDMienTrung,CTCP Xây lắp Bưu điện Miền Trung,,OTC,0
BDOAudit,Công ty TNHH Kiểm toán BDO,,Khác,0
BDP,CTCP Biệt thự và Khách sạn biển Đông Phương,Phát triển và quản lý bất động sản,OTC,25000000
BDS,CTCP Đường Bình Định,"Thực phẩm, đồ uống và thuốc lá",OTC,3400000
BDSDKVN,CTCP Bất động sản Dầu khí Việt Nam,,OTC,0
BDSThanhNien,CTCP Bất động sản Thanh Niên,,OTC,0
BecamexCMC,CTCP Vật liệu Xây dựng Becamex,,OTC,0
BenhVienGiaoThong,CTCP Bệnh viện Giao thông Vận tải,,OTC,0
BenThanhG,Tổng Công ty Bến Thành,,OTC,0
Benthanhhouse,CTCP Phát triển và Dịch vụ Nhà Bến Thành,,OTC,0
Beta,CTCP Chứng khoán Beta,,OTC,40000000
BeTongHaiAu,CTCP Bê tông Hải Âu,,OTC,0
BGM,CTCP Khai Thác và Chế Biến khoáng Sản Bắc Giang,Nguyên vật liệu,OTC,45753840
BHAAC,Công ty TNHH Kiểm toán và Kế toán Biên Hoà,,Khác,0
BHDienMay,CTCP Bách hóa Điện máy Sài Gòn,,OTC,0
BHS,Công ty TNHH MTV Đường TTC Biên Hòa - Đồng Nai,"Thực phẩm, đồ uống và thuốc lá",Khác,297874449
BHT,CTCP Đầu tư Xây dựng Bạch Đằng TMC,Tư liệu sản xuất,OTC,4565000
BHV,CTCP Bá Hiến,Nguyên vật liệu,OTC,972013
BiaCanTho,CTCP Bia Nước giải khát Cần Thơ,,OTC,2390000
BiaSaiGonDongNai,CTCP Bia Sài Gòn - Đồng Nai,,OTC,0
BiaSaiGonHaNam,CTCP Bia Sài Gòn - Hà Nam,,OTC,0
BiaSaiGonPhuYen,CTCP Bia Sài Gòn - Phú Yên,,OTC,6000000
BiaSaiGonQuyNhon,CTCP Bia Sài Gòn - Quy Nhơn,,OTC,0
BiaVietHa,CTCP Bia và Nước giải khát Việt Hà,,OTC,0
BIDVMetlife,Công ty TNHH Bảo hiểm nhân thọ BIDV Metlife,,Khác,0
BikeThongNhat,CTCP Thống Nhất Hà Nội,,Khác,0
BinhAnSeaFood,CTCP Thủy sản Bình An,,OTC,50000000
BinhDien,CTCP Thủy điện Bình Điền,,OTC,0
BinhDinh,CTCP Vật tư Kỹ thuật Nông nghiệp Bình Định,,OTC,0
BinhTriThien,CTCP Lương thực Bình Trị Thiên,,OTC,0
Biprica,CTCP In và Bao bì Bình Định,,OTC,0
BJC,CTCP VRG - Bảo Lộc,,OTC,0
BKH,CTCP Bánh mứt kẹo Hà Nội,"Thực phẩm, đồ uống và thuốc lá",OTC,1750000
BLU,Trung tâm Dịch vụ Đô thị tỉnh Bạc Liêu,Dịch vụ chuyên biệt và thương mại,OTC,1337600
Bluechipfund,Quỹ đầu tư Cổ phiếu Hàng đầu VCBF,,OTC,0
BLW,CTCP Cấp nước Bạc Liêu,Dịch vụ tiện ích,OTC,11168800
BM9,CTCP Đầu tư Xây dựng 319 Miền Nam,Phân phối và bán lẻ hàng lâu bền,OTC,3795680
BMJC,CTCP Xây dựng và Sản xuất Vật liệu Xây dựng,,OTC,0
BNC,CTCP Dịch vụ Cáp treo Bà Nà,,OTC,216400000
BongSen,CTCP Bông Sen,,OTC,32663788
BOT741,CTCP Kinh doanh BOT đường ĐT.741,,Khác,0
BOTRM,Công ty TNHH B.O.T Cầu Rạch Miễu,,Khác,0
BPMC,CTCP Vật tư Xăng dầu Bình Thuận,,OTC,0
BPW,CTCP Cấp thoát nước Bình Phước,Dịch vụ tiện ích,OTC,13203858
Britec,CTCP Tư vấn Thiết kế Cầu Lớn - Hầm,,OTC,0
BSMCorp,CTCP Phần mềm Giải pháp Quản lý Mã vạch,,OTC,0
BTC,CTCP Cơ khí và Xây dựng Bình Triệu,Tư liệu sản xuất,OTC,30000000
BTCom,CTCP Đầu tư Thương mại Bến Thành,,OTC,0
BTJ,CTCP Vàng bạc Đá quý Bến Thành,,OTC,0
BTL,CTCP Tập đoàn Capella,,OTC,13625400
BTR,CTCP Đường sắt Bình Trị Thiên,Vận tải,OTC,1850000
BTWASECO,CTCP Cấp thoát nước Bình Thuận,,OTC,0
BUD,CTCP Khoa học Công nghệ Việt Nam,Dịch vụ chuyên biệt và thương mại,OTC,10000000
BuuDienCM,CTCP Xây lắp và Dịch vụ Bưu điện Cà Mau,,OTC,0
BVA,CTCP Sản xuất và Thương mại Bắc Việt,,OTC,0
BVC,CTCP Nhựa Bảo Vân,,OTC,24000000
BVF1,Quỹ đầu tư Chứng khoán Bảo Việt,,OTC,0
BVFED,Quỹ đầu tư Cổ phiếu Năng động Bảo Việt,,OTC,0
BVFMC,Công ty TNHH Quản lý Quỹ Bảo Việt,,Khác,0
BVIM,CTCP Quản lý Quỹ BVIM,,Khác,0
BXBTQuangNinh,Công ty TNHH MTV Bến Xe - Bến Tàu Quảng Ninh,,Khác,0
BXD,CTCP Vận tải và Quản lý Bến xe Đà Nẵng,Vận tải,OTC,1736500
BXT,CTCP Bến xe Tàu Hậu Giang,Vận tải,OTC,63400
C36,CTCP Quản lý và Xây dựng Công trình Giao thông 236,Tư liệu sản xuất,OTC,1123500
C42,CTCP Xây dựng Thủy lợi 42,,OTC,0
C71,CTCP 471,Tư liệu sản xuất,OTC,5000000
CAA,Công ty TNHH Tư vấn và Kiểm toán CA&A,,Khác,0
CADICO,CTCP Cadico,,OTC,0
Cafatex,CTCP Thủy sản Cafatex,,OTC,0
CafeControl,CTCP Giám định Cà phê và Hàng Hoá Xuất nhập khẩu,,OTC,1700000
CAGLOBAL,Công ty TNHH Kiểm toán và Tư vấn Toàn cầu,,Khác,0
CAM,CTCP Môi trường đô thị Cà Mau,Dịch vụ tiện ích,OTC,1310700
CamRanh,CTCP Thương mại Hàng không Cam Ranh,,OTC,0
CangVatCach,CTCP Cảng Vật Cách,,OTC,0
CanHoNamLong,CTCP Phát triển Căn hộ Nam Long,,OTC,0
CanhXuanAudit,Công ty TNHH Kiểm toán Cảnh Xuân,,Khác,0
CaoSuBinhDuong,CTCP Cao su Bình Dương,,OTC,0
CAPHEDALAT,Công ty TNHH MTV Xuất nhập khẩu Cà phê Đà Lạt,,Khác,0
CapitaLand,Công ty TNHH Quản lý Bất động sản CapitalLand,,Khác,0
CapNuocCanTho2,CTCP Cấp nước Cần Thơ II,,OTC,0
CapNuocNghiaLo,Công ty TNHH Xây dựng Cấp thoát nước Nghĩa Lộ,,Khác,0
CapNuocYenBai,Công ty TNHH MTV Cấp nước Yên Bái,,Khác,0
CapQuang,CTCP Công nghệ Cáp quang và Thiết bị Bưu điện,,OTC,0
CapVietNhat,CTCP Đầu tư Thương mại Việt Nhật,,OTC,10000000
Caric,CTCP Caric,,OTC,0
CASHIN,CTCP Công nghiệp Tàu thủy và Vận tải Cần Thơ,,OTC,4732985
CASOCO,CTCP Cảng Phú Định,,OTC,0
CathayLife,Công ty TNHH Bảo hiểm Nhân thọ Cathay - Việt Nam,,Khác,0
CatTuongAudit,Công ty Kiểm toán Cát Tường VAI,,Khác,0
Cau14,CTCP Cầu 14 - Cienco 1,,OTC,0
CauGiay,CTCP Đầu tư Thương mại Dịch vụ Cầu Giấy,,OTC,7670000
CauTre,CTCP Thực phẩm CJ Cầu Tre,,OTC,11700000
CAV,CTCP Dây Cáp điện Việt Nam,Hàng tiêu dùng và trang trí,OTC,57600000
Cavicob,CTCP Cavico Xây dựng Cầu Hầm,,OTC,7000000
CavicoEc,CTCP Xây dựng Năng lượng,,OTC,3250000
CavicoGiaoThong,CTCP CAVICO Giao thông,,OTC,0
CavicoHaTang,CTCP Cavico Xây dựng Hạ tầng,,OTC,0
CavicoHC,CTCP Cavico Xây dựng Thủy điện,,OTC,6455103
CavicoVN,CTCP Xây dựng và Đầu Tư Cavico Việt Nam,,OTC,0
CayTrong,CTCP Giống cây trồng Quảng Ninh,,OTC,0
CBC,CTCP Chè Bàu Cạn,"Thực phẩm, đồ uống và thuốc lá",OTC,11882400
CBV,CTCP CTCBIO Việt Nam,,Khác,0
CC7,CTCP Xây dựng Công trình Giao thông 710,,OTC,3167323
CCH,CTCP Tư vấn và Đầu tư Xây dựng CCIC Hà Nội,Dịch vụ chuyên biệt và thương mại,OTC,1000000
CCN2,CTCP Xây dựng Số 2 Quảng Ninh,,OTC,0
CEC,CTCP Thiết kế Công Nghiệp Hóa chất,Dịch vụ chuyên biệt và thương mại,OTC,5977036
CEE,CTCP Xây dựng Hạ tầng CII,Tư liệu sản xuất,OTC,41500000
CemacoHanoi,CTCP Hóa chất và Vật tư Khoa học Kỹ thuật,,OTC,0
CER,CTCP Địa chính và Tài nguyên Môi trường,Dịch vụ chuyên biệt và thương mại,OTC,1335000
CFC,CTCP Cafico Việt Nam,"Thực phẩm, đồ uống và thuốc lá",OTC,2234280
CGL,CTCP Thương mại Gia Lai,Phân phối và bán lẻ hàng lâu bền,OTC,1880000
CGP,CTCP Dược phẩm Cần Giờ,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",OTC,10735708
CheBienLamSan,Công ty Vận tải và Chế biến Lâm sản,,Khác,0
CheBienThucPham,Xí Nghiệp Kinh doanh Gia súc Gia cầm và Chế biến Thực phẩm,,Khác,0
CheLamDong,CTCP Chè Lâm Đồng,,OTC,0
CHIN2,CTCP Chín Chín Núi,,OTC,0
ChipSang,CTCP Chíp Sáng,,OTC,0
ChoLonTourist,CTCP Dịch vụ Du lịch Chợ lớn,,OTC,0
ChuanVang,Công ty TNHH Kiểm toán Chuẩn Vàng,,Khác,0
CHUBBLIFE,Công ty TNHH MTV Quản lý Quỹ CHUBB LIFE,,Khác,0
ChubbLifeVN,Công ty TNHH Bảo hiểm nhân thọ Chubb Việt Nam,,Khác,0
CHULAIQN,CTCP Đầu tư và Phát triển Kỳ Hà - Chu Lai Quảng Nam,,OTC,0
CIC,CTCP Đầu tư và Xây dựng Cotec,Tư liệu sản xuất,OTC,4635062
CIC1,CTCP Xây dựng Dân dụng Công nghiệp Số 1 - Đồng Nai,,OTC,1537200
CIC8,CTCP Đầu tư và Xây dựng Số 8,,OTC,400000
CICP1,CTCP Tư vấn Đầu tư và Xây dựng Công trình 1,,OTC,0
CIE,CTCP Đầu tư và Xây dựng Công trình 128,,OTC,0
CIENCO1,Tổng Công ty Xây dựng Công trình Giao thông 1 - CTCP,,OTC,0
CIENCO473,CTCP 473,,OTC,2000000
CIENCO5,Tổng Công ty Xây dựng Công trình Giao thông 5 - CTCP,,OTC,0
CIENCO503,CTCP Xây dựng Giao thông 503,,OTC,0
CIENCO610,CTCP Xây dựng Công trình Giao thông 610,,OTC,2686300
CIENCO624,CTCP Vật tư Thiết bị và Xây dựng Công trình 624,,OTC,0
CIENCO8,Tổng Công ty Xây dựng Công trình Giao thông 8 - CTCP,,Khác,0
Ciencoland,CTCP Đầu tư Xây dựng và Kinh doanh Bất động sản Tổng Sáu,,OTC,0
CIMB,Công ty TNHH Chứng khoán CIMB-VINASHIN,,Khác,33334000
Cistra,CTCP Dịch vụ Thương mại Thành Phố,,OTC,0
CIV,CTCP Đầu tư Vinamotor,,OTC,3155930
CJC203,CTCP Xây dựng 203,,OTC,0
CKH,CTCP Cơ khí Chế Tạo Hải Phòng,Tư liệu sản xuất,OTC,1037626
CKI,CTCP Cơ khí ngành In,,OTC,0
CKTAYNINH,CTCP Cơ khí Tây Ninh,,OTC,0
CLP,CTCP Thủy sản Cửu Long,"Thực phẩm, đồ uống và thuốc lá",OTC,8000000
CLS,CTCP Chứng khoán Chợ Lớn,Dịch vụ tài chính,OTC,0
CMCHanoi,CTCP Vật liệu Xây dựng Hà Nội,,OTC,0
CMIBBank,Ngân hàng TNHH MTV CIMB Việt Nam,,Khác,0
CNH,CTCP Cảng Nha Trang,Vận tải,OTC,24539049
CO122,CTCP Xây dựng và Đầu tư 122 - Cienco 1,,OTC,0
CoKhiDuyenHai,Công ty TNHH Nhà nước MTV Cơ khí Duyên Hải,,Khác,0
CoKhiHonGai,CTCP Cơ khí Hòn Gai - Vinacomin,,OTC,0
CokhiNgoGiaTu,CTCP Cơ khí Ngô Gia Tự,,OTC,0
CoKhiOTo32,CTCP Cơ khí Ô Tô 3-2,,OTC,0
COMPT,"Công ty TNHH Tư vấn Đầu tư, Tài chính, Kế toán Thuế - Kiểm toán COM.PT",,Khác,0
ConDao,CTCP Thủy sản và Xuất nhập khẩu Côn Đảo,,OTC,0
CongNgheCao,CTCP Công nghệ Cao,,OTC,0
CongNghiepMasan,CTCP Công nghiệp Masan,,OTC,0
CongNghiepPhuYen,CTCP Công nghiệp Phú Yên,,OTC,0
CongThanh,CTCP Xi măng Công Thanh,,OTC,0
CongTrinh134,CTCP Đầu tư và Xây dựng Công trình 134,,OTC,0
CongTrinh525,CTCP Xây dựng Công trình 525,,OTC,3130000
CongTrinhBuuDien,CTCP Phát triển Công trình Bưu điện,,OTC,0
CongTrinhGTDB,CTCP Công trình Giao thông Tỉnh Điện Biên,,OTC,0
CongTrinhHaNoi,CTCP Đầu Tư Công trình Hà Nội,,OTC,0
CongTy118,CTCP 118,,OTC,0
CONSTRAD423,CTCP Xây dựng và Thương mại 423,,OTC,1250000
CoopBank,Ngân hàng Hợp tác xã Việt Nam,,Khác,0
COPAC,CTCP Đầu Tư Xây dựng và Thương mại Thái Bình Dương,,OTC,9700000
Coresco,CTCP Đầu Tư Xây dựng Kinh doanh Nhà Bến Thành,,OTC,2600000
Cosaco,CTCP Sài Gòn Xây dựng,,OTC,0
Cosevco1,CTCP Sản xuất Vật liệu và Xây dựng Cosevco 1,,OTC,0
Cosevco75,CTCP Cosevco 75,,OTC,0
COT60,CTCP Công trình Giao thông 60,,OTC,0
Cotec,CTCP Kỹ thuật Xây dựng và Vật liệu Xây dựng COTEC,,OTC,0
CotecAnpha,CTCP Kỹ thuật Xây dựng Anpha,,OTC,0
COXANO,CTCP Cơ khí Xây dựng Công trình Thừa Thiên Huế,,OTC,1556240
CPAHaNoi,Công ty Kiểm toán và Kế toán Hà Nội,,Khác,0
CPAHCM,Công ty TNHH Kiểm toán và Tư vấn CPA HCM,,Khác,0
CPAVietNam,Công ty Hợp danh Kiểm toán Việt Nam,,Khác,0
CPHACO,CTCP Đầu tư Xây dựng Chánh Phú Hòa,,Khác,0
CPT,CTCP Xây lắp Bưu điện,,OTC,0
CPW,CTCP Công trình Giao thông Công chánh,Tư liệu sản xuất,OTC,26875000
CRV,CTCP Tập đoàn Bất động sản CRV,,Khác,0
CSCJ,CTCP Chứng khoán Thủ Đô,,OTC,7573667
CSG,CTCP Cáp Sài Gòn,Dịch vụ viễn thông,OTC,29742020
CST124,CTCP Xây dựng Giao thông và Thương mại 124,,OTC,0
CT185,CTCP Trường Sơn 185,,Khác,0
CT5,CTCP 319.5,Tư liệu sản xuất,OTC,4400000
CTCCorp,CTCP Đô thị Du lịch Cần Giờ,,OTC,0
CTE,CTCP Hạ Tầng Viễn Thông CMC,,OTC,0
CTGT,CTCP Công trình Giao thông Tỉnh Bà Rịa - Vũng Tàu,,OTC,6000000
CTM,CTCP Đầu tư Xây dựng và Khai thác mỏ Vinavico,Tư liệu sản xuất,OTC,4399996
CTV,CTCP Đầu tư - Sản xuất và Thương mại Việt Nam,Phân phối và bán lẻ hàng lâu bền,OTC,2000000
Cty479,CTCP 479,,OTC,0
CTYCN2,Công ty TNHH MTV Cấp nước số 2,,Khác,0
CVC,CTCP Cơ điện Vật tư,Hàng tiêu dùng và trang trí,OTC,2200000
CVH,"CTCP Công viên, Cây xanh Hải Phòng",Dịch vụ chuyên biệt và thương mại,OTC,1280000
CVP,CTCP Cảng Cửa Việt,Vận tải,OTC,3425980
CVS,CTCP Chứng khoán CV,,OTC,0
CXC,CTCP Cầu Xây,,OTC,0
CXH,CTCP Xe khách Hà Nội,Vận tải,OTC,1885306
CZC,CTCP Than Miền Trung,Năng lượng,OTC,5602590
D26,CTCP Quản lý và Xây dựng Đường bộ 26,Tư liệu sản xuất,OTC,1000000
DAB,Ngân hàng TMCP Đại Á,,Khác,310000000
DaBinhDinh,CTCP VRG Đá Bình Định,,OTC,0
DaGiayHaiPhong,CTCP Da Giầy và Phát triển Hải Phòng,,OTC,0
DaGiayVietNam,CTCP Da Giầy Việt Nam,,OTC,0
DaichiLife,Công ty TNHH Bảo hiểm Nhân thọ Dai-ichi Việt Nam,,Khác,0
DaiMo,CTCP Cơ khí Xây dựng Đại Mỗ,,OTC,0
DaiNam,Văn Phòng Thám Tử Điều Tra - Theo Dõi Đại Nam,,Khác,0
DaiNamAudit,Công ty TNHH Kiểm toán và Giải pháp Công nghệ Thông tin Đại Nam,,Khác,0
DaiTinAudit,Công ty TNHH Kiểm toán Đại Tín,,Khác,0
DaNangXD,CTCP Xây dựng Công trình Giao thông Đà Nẵng,,OTC,0
DANATEX,CTCP Dệt Hòa Khánh - Đà Nẵng,,OTC,0
DAP,CTCP Đông Á,Nguyên vật liệu,OTC,1680000
DAR,CTCP Xe lửa Dĩ An,Dịch vụ chuyên biệt và thương mại,OTC,6500000
DaTayDo,CTCP Da Tây Đô,,OTC,0
DATC,Công ty TNHH Mua Bán Nợ Việt Nam,,Khác,0
DatVang,CTCP Sông Đà - Đất Vàng,,OTC,0
DauTuHaNoi,CTCP Thương mại và Đầu tư TIC Hà Nội,,OTC,0
DBF,CTCP Lương thực Đông Bắc,Phân phối và bán lẻ hàng lâu bền,OTC,3679200
DBH,CTCP Đường bộ Hải Phòng,Tư liệu sản xuất,OTC,2200000
DBW,CTCP Cấp nước Điện Biên,Dịch vụ tiện ích,OTC,39320100
DCC,CTCP Xây dựng Công nghiệp (DESCON),Tư liệu sản xuất,OTC,10300000
DCD,CTCP Du lịch và Thương mại DIC,Dịch vụ tiêu dùng,Khác,11294323
DCI,CTCP Công nghiệp Hóa chất Đà Nẵng,Nguyên vật liệu,OTC,2412518
DCPA,Công ty TNHH Tư vấn DCPA,,Khác,0
DDS,CTCP Chứng khoán AIS,,OTC,3000000
Deloitte,Công ty TNHH Deloitte Việt Nam,,Khác,0
DeltaAgf,CTCP Đầu tư và Xây dựng Delta AGF,,OTC,5691644
DeltaCorp,CTCP Đầu tư Châu Thổ,,OTC,0
DeltaTower,CTCP Cảnh Hưng Hải Thành,,OTC,24000000
DetHaDong,CTCP Dệt Hà Đông,,OTC,1300000
DetPhongPhu,CTCP Dệt vải Phong Phú,,OTC,0
DetVinhPhu,CTCP Dệt Vĩnh Phú,,OTC,0
DeutscheBank,Ngân hàng Deutsche Việt Nam,,Khác,0
DFK,Công ty TNHH Kiểm toán DFK Việt Nam,,Khác,0
DFS,CTCP Chế biến Xuất nhập khẩu Nông sản Thực phẩm Đồng Nai,"Thực phẩm, đồ uống và thuốc lá",OTC,22500000
DFVN,Công ty TNHH MTV Quản lý Quỹ Dai-Ichi Life Việt Nam,,Khác,0
DGL,CTCP Hóa chất Đức Giang - Lào Cai,Nguyên vật liệu,Khác,99785463
DHI,CTCP In Diên Hồng,Dịch vụ chuyên biệt và thương mại,OTC,2628042
DHL,CTCP Cơ khí Vận tải Thương mại Đại Hưng,Nguyên vật liệu,OTC,5500000
DIAOC3,CTCP Xây dựng và Kinh doanh Địa Ốc III,,OTC,0
DIAOC8,CTCP Địa ốc 8,,Khác,0
DiaOcGiaDinh,CTCP Đầu tư Địa ốc Gia Định,,OTC,0
DIC1,CTCP Xây dựng Đô thị và Khu công nghiệp,,OTC,2000000
DICThanhBinh,CTCP Đầu tư Phát triển Xây dựng Thanh Bình,,OTC,500000
DienLucDaNang,CTCP Thủy điện Điện Lực Đà Nẵng,,OTC,0
DienNuocHaNoi,CTCP Xây dựng Lắp máy Điện nước Hà Nội,,OTC,0
DienThuBon,CTCP Thủy điện Thu Bồn,,OTC,0
Diginet,CTCP Định Gia Nét,,OTC,1500000
DinhThien,Công Ty TNHH Thương mại Dịch vụ Kỹ thuật Đỉnh Thiên,,Khác,0
DKH,Trung tâm Đăng kiểm phương tiện Giao thông Thủy bộ,Dịch vụ chuyên biệt và thương mại,OTC,212036
DKP,CTCP Dược Khoa,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",OTC,3003910
DLBD,CTCP Du lịch Bưu điện,,OTC,0
DLC,CTCP Du lịch Cần Thơ,Dịch vụ tiêu dùng,OTC,4780080
DLM,CTCP Chiếu sáng công cộng Đà Nẵng,Tư liệu sản xuất,OTC,1160250
DLTHUDUC,Công ty TNHH MTV Dịch vụ Du lịch Thủ Đức,,Khác,0
DLV,CTCP Du lịch Việt Nam - VITOURS,"Thực phẩm, đồ uống và thuốc lá",OTC,0
DLX,CTCP Delex Việt Nam,,OTC,0
DMH,CTCP Dược Minh Hải,,OTC,2500000
DMTC,CTCP Khoan và Dịch vụ Kỹ thuật Khai thác Mỏ,,OTC,0
DNB,CTCP Sách và Thiết bị trường học tỉnh Đắk Nông,Phân phối và bán lẻ hàng lâu bền,OTC,1447554
DNF,CTCP Lương thực Đà Nẵng,"Thực phẩm, đồ uống và thuốc lá",OTC,5000000
DNG,CTCP Lắp máy Điện nước và Xây dựng,,OTC,0
DNPAudit,Công ty TNHH Kiểm toán - Tư vấn Tài chính D.N.P,,Khác,0
