ticker,yearReport,lengthReport,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Interest Coverage,Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
X77,2016,3,0.13545878501679567,0.04091847106394941,0.033870435122805784,140083926,-10301.046106331349,-19.836733545879383,-6.075445736098503,-0.8137660850175256
