ticker,yearReport,lengthReport,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Interest Coverage,Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
MTV,2017,1,0.22093516911855596,0.12514447884996646,0.13866717092532352,4462152381,-4064.1834713062235,1.3590562709930072,0.3492616492651846,1.8326671853333334
