ticker,yearReport,lengthReport,Market Capital,Outstanding Share,P/E,P/Cash Flow,EPS (VND),EV/EBITDA,EBIT (Bn. VND),Interest Coverage,Financial Leverage,Owners' Equity/Charter Capital
ING,2024,2,195611198800,20809702,-13.9435521127,-0.029191939,-76.76534406883866,-22.4188006016,-1039653528,1.8397061710868554,-111.96007038304062,-0.11921875666936509
