ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
VIN,2021,4,1.6880777176,836400000000.0,25500000.0,17.0245601107,3.700242133,-36.9014013437,376.88536105882355,19430.385022549,-108.863696015,-0.08820342439346004,0.2018914681774254,0.1025285339,-0.0195510983,0.0935961794,-0.22973164583799868,-7583906467.0,-10935844017,0.0365853659,4.9427533725,0.5318596822,4.9389151356,1.0879554819935973,0.4306295979,12.1935290532,50.932235709940834,1.7610254733,28.5008740074,81.19413519064084,207.2655992412,0.0,0.0881510716,0.03660342519618553,1.9390063463333334
VIN,2021,3,0.8928427233,430950000000.0,25500000.0,8.1645933954,1.5229417486,-22.9469302597,404.63547376470586,18928.305690549,144.6815241464,0.054152274154980494,0.18327161070859418,0.1111086369,0.0013112749,0.1014842722,-0.014336606838945302,2904047982.0,-807151974,0.0,4.4788804116,0.2872900192,4.4721620692,1.0946428074448054,0.5440640256,15.6099093734,42.3291895404439,0.8970167884,25.9161466962,69.1423530250439,406.9043129409,0.0,0.0946428074,0.03569403117486524,1.901628685090196
VIN,2021,2,0.971405763,458847000000.0,25500000.0,7.9426280234,1.7129286532,-22.4831341457,598.4187228235294,18523.6702167843,84.7396917787,0.030416189305304625,0.1833157083466882,0.1242689275,0.0061867872,0.1130375597,-0.014317114247998645,5283335328.0,-1191793912,0.0,4.0985547696,0.3006421626,4.0947539463,1.0947709383237092,0.5241405048,14.3287572185,43.81214931562332,0.874088822,27.0588650961,71.74510323372331,417.5777001155,0.0,0.0947709383,0.03756446633148307,1.8609933960392158
VIN,2021,1,0.7737926006,369750000000.0,25500000.0,6.7676471987,1.6278188308,-10.9284211875,421.4948122745098,18738.8713566275,61.6134699824,0.08504065941588271,0.14927502967542727,0.1193144412,0.0071843476,0.1078208243,0.04937994677541278,5817823893.0,3555460560,0.0,3.5948488014,0.327084068,3.590465583,1.086969724093491,0.4482644417,11.8073829914,48.517366301055965,1.0763470103,31.6645241043,81.25823741565597,339.1099677998,0.0,0.0869697241,0.03832791794596893,1.8825286810862745
VIN,2020,4,0.928674809,425850000000.0,25500000.0,7.558058764,2.1884926343,-10.2948981408,645.3642350196078,17982.6133307059,68.1391663855,0.09528563716467942,0.2303991572601969,0.1269705175,0.0076447827,0.1090076365,-0.012889434136746808,6007379496.0,-920657382,0.0419161677,3.7465262912,0.2504149761,3.7052281665,1.1033028691014626,0.3764628262,9.5501268975,57.18018013916118,2.4130082492,33.1662840513,92.75947243966118,151.263469619,0.0,0.1033028691,0.04119049646363056,1.8067028527411764
VIN,2020,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09966914343018818,0.3714877931330454,0.0,0.0,0.0,0.03623598294590364,0.0,1492951118,0.0,0.0,0.0,0.0,1.1135612718641759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04407061403261385,1.7420147348705883
VIN,2020,2,0.7914191872,351900000000.0,25500000.0,7.88053513,2.0744524537,-15.6224226776,475.4683922352941,17437.0298606275,56.911355266,0.05805422603525773,0.2851854437236234,0.1032632105,0.007276221,0.0867822282,-0.015969834630315854,5996636463.0,-678945472,0.0507246377,2.8088571715,0.2299061199,2.8045037983,1.124172005319051,0.3296727274,7.9498337502,54.22232417969521,0.5247653249,37.4218286174,92.1689181219952,695.5490057483,0.0,0.1241720053,0.044770506381662856,1.7516115767372549
VIN,2020,1,0.6415537368,280500000000.0,25500000.0,10.6527553538,1.6258942073,-17.8686231552,488.510212,17145.8747241961,50.8669079734,0.16510193522539715,0.3158178171070367,0.0623327333,0.0051543045,0.0513986176,0.09199637512050794,5172610324.0,3628673685,0.0636363636,3.2402160969,0.2940429926,3.238228972,1.1506950086474348,0.3367604708,7.8739028237,51.64762066969461,0.4444648435,33.5355530812,85.62763859439461,821.2123080401,0.0,0.1506950086,0.04800063136521537,1.7221622147960784
VIN,2019,4,0.7901739207,335758500000.0,25500000.0,8.6608661491,1.9729265478,35.9406178777,378.4741988627451,16663.4201085098,67.8786853694,0.15724468339631506,0.19714762787132314,0.0919683119,0.0042597041,0.0754674267,-0.007063951550431746,4789945568.0,-345806072,0.0531632111,2.3557740438,0.3479095801,2.3520633623,1.23115344931166,0.3312912396,7.4685140431,60.68866730626471,1.1140450847,35.1210685836,96.92378097456472,327.634855186,0.0,0.2311527847,0.051015830193674234,1.6737295258784313
VIN,2019,3,0.6570489086,272850000000.0,25500000.0,7.6958081587,1.5726444314,26.0746088554,408.697312,16284.9368743529,42.8200445766,0.08040424029121135,0.2691326315887554,0.0859515245,0.0059560306,0.0703730346,0.016684446689082335,5513104002.0,646081659,0.0654205607,2.5762590475,0.3577812677,2.5750775925,1.2593981100058544,0.3443736952,7.5737255554,50.326089055672675,0.5615411892,34.4765896261,85.36421987097268,649.9968427048,0.0,0.25939811,0.05394770576224205,1.6357454594627452
VIN,2019,2,0.7747426556,313650000000.0,25500000.0,8.4529082671,1.6965440578,45.9499827864,-243.0850251372549,15876.2395623529,66.5369716972,0.02692717350354672,-0.1365358305345714,0.0911011628,0.0028419476,0.0755600171,-0.036683813701431665,4199053741.0,-1665429407,0.0569105691,2.9506657429,0.4184490529,2.9491852676,1.2125247054150814,0.3764723293,7.8934570194,50.567113014607656,0.5324485339,32.0278869175,83.12744846600765,685.512264073,0.0,0.2125247054,0.0548037780114356,1.5947155582745098
VIN,2019,1,0.7885797416,333948000000.0,25500000.0,5.9710727074,1.7533614783,18.5095610867,976.1912624313726,16607.0713079216,66.0497359636,0.15038965221745243,0.6708552944388152,0.139227398,0.0029544286,0.1158138953,0.0857785120433103,4372179426.0,3182912893,0.0534514356,2.8141060728,0.6751874427,2.8122430462,1.2004833066514082,0.3944042333,7.8770960869,52.47387359011094,0.9349451633,35.1560926843,88.56491143771095,390.3972278993,0.0283349188,0.2004833067,0.05441330951972723,1.6607071307921568
VIN,2018,4,0.8902380884,357000000000.0,25500000.0,8.4852841245,1.8433462276,28.821270482,248.56374929411766,15726.1301026275,68.4947216459,0.08306352585010476,0.12126629571688648,0.1064658523,0.003237161,0.0898012132,0.006137285858856854,4456134942.0,320785118,0.05,3.3109170457,0.6238634969,3.3042805517,1.2128783623061605,0.4133725924,7.6338562932,57.86479939809234,1.3622454389,38.7915002837,98.01854512069234,267.9399685184,0.0,0.2127178239,0.05909737609635191,1.5793037013960785
VIN,2018,3,0.8271151245,326400000000.0,25500000.0,6.3485694797,1.6185301323,7.8341093373,473.45050109803924,15475.4756866667,247.4961744219,0.08631785650265868,0.2409689186682065,0.1336616009,-0.0053220534,0.1117663929,-0.01362392142165142,1109599868.0,-682583620,0.0,3.0897917234,0.6876401243,3.0880423105,1.196893537942132,0.4383957374,7.8369665454,53.693484486092956,0.9658722468,39.5612672909,94.22062402379295,377.8967676352,0.0,0.1968935379,0.06195748843121896,1.5543050717568627
VIN,2018,2,0.8132235381,311100000000.0,25500000.0,6.1874338653,1.510365543,12.8449825605,495.03524,15002.0251855686,43.6577887285,0.03668160967967719,0.24758890087854574,0.0,0.0,0.0,-0.030097312432144925,0.0,-1534521018,0.0,0.0,0.0,0.0,1.1982269242131804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0658872540467549,1.506859827192157
VIN,2018,1,0.896119736,331500000000.0,25500000.0,7.7315463622,1.6389346443,13.2778254121,433.76336623529414,14506.9899455686,42.8539390819,0.13901332110631243,0.27436945591107864,0.1152021145,0.0089946112,0.0992262307,0.07772782143982687,6636797007.0,3133529477,0.0,3.01573741,0.5477817638,3.0138001968,1.2319449483326392,0.4680920045,7.3950223197,55.7621102305311,1.9274368645,39.3920036001,97.0815506951311,189.3706646017,0.0,0.2319449483,0.07027820824601838,1.457301637435294
VIN,2017,4,0.8063402494,311100000000.0,25500000.0,7.2226473169,1.4573854715,30.9894331806,613.9531317647059,15130.0893244314,38.811650227,0.036908447615507975,0.259790624189501,0.1132507743,0.0100063206,0.0989536993,-0.05020992557503307,7178570712.0,-3025808954,0.0,4.0461890311,0.7791864072,4.0337114701,1.157907343054003,0.4904040041,7.4423751158,56.64324916504048,1.0937909789,39.5176365952,97.25467673914048,333.7017831037,0.0,0.1573937688,0.06972037807657212,1.5152850427529412
VIN,2017,3,0.6979289727,257550000000.0,25500000.0,6.4087853476,1.1720632741,-33.9337259057,428.9865085098039,14471.3866246275,24.2774148843,0.1263961421240442,0.20103562731248686,0.1076015533,0.016021038,0.0959182184,0.07468933273082579,9270434133.0,4064146593,0.0891089109,4.9345141983,0.704398863,4.9302790357,1.1257672101797647,0.5244761835,7.565159177,52.19830985924981,1.7425373927,33.1831124704,87.12395972234981,209.4646585617,0.0,0.1257672102,0.07486602200848481,1.4542771412431372
VIN,2017,2,0.7263715544,260100000000.0,25500000.0,6.5683079941,1.1962481414,20.0625346923,204.7200091372549,14042.4001161176,20.4337046446,0.05098152665442004,0.1104271877880958,0.1066543544,0.0205585451,0.0952880025,-0.017543647003316728,11028919168.0,-829362397,0.0882352941,4.7874864576,1.006058615,4.7256186276,1.1273881012510862,0.5232032777,7.2659019281,51.82382012762882,1.9209946052,34.4646874049,88.20950213772882,190.0057392228,0.0295804021,0.1273881013,0.0794341206713802,1.4113033782392157
VIN,2017,1,0.7021371484,267750000000.0,25500000.0,6.4595521269,1.1403282628,21.1400067714,396.72289898039213,14954.3433558431,17.4048544808,0.12404126555192574,0.19613632226443642,0.1122632651,0.0243494375,0.0996320665,0.07193792560787775,12836349389.0,3710456394,0.0857142857,6.2996254871,1.1129311439,6.2894181244,1.1059836916323067,0.5643800545,7.6175876729,55.035124257961876,0.6975025938,37.4828126285,93.21543948026188,523.2955450562,0.0,0.1059836916,0.07682973135599683,1.5011811079333333
VIN,2016,4,0.8401098268,311865000000.0,25500000.0,7.8499690125,1.2661250601,12.1691166267,545.5322441568627,14557.6204568627,18.4888022799,0.07063204299434483,0.209271300230102,0.1084267658,0.0,0.0938462853,-0.015103501356921154,13809647606.0,-1003988115,0.0735895339,5.251793215,1.1735912962,5.2431961023,1.128582313527554,0.5818464976,7.6408153602,71.95017943593156,0.9904889676,47.7793921089,120.72006051243156,368.5048616805,0.0,0.1310750033,0.07998203866374419,1.4917473370470589
VIN,2016,3,0.885218678,318750000000.0,25500000.0,11.348586962,0.9935719369,21.0108170621,405.9361925098039,14120.8046221176,19.7608153634,0.15871357956195772,0.19867086423015706,0.0,0.0,0.0,0.11017395098563361,0.0,5740407160,0.072,0.0,0.0,0.0,1.1155224821095262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08638385062432972,1.4198579810313725
VIN,2016,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06088229897103233,0.10938722898550053,0.0,0.0,0.0,0.013521770722313033,0.0,874118045,0.0,0.0,0.0,0.0,1.1590547931544366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09152212129477073,1.3789556583490197
VIN,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12082510944517078,0.10429749171976185,0.0,0.0,0.0,0.07251873495598786,0.0,4575374164,0.0,0.0,0.0,0.0,1.155666423370266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0911536471431325,1.4244333131294118
VIN,2015,4,0.7413956653,265200000000.0,25500000.0,5.0251084444,0.5542041808,-17.8520161531,160.16047031372548,14027.5975260784,14.1639801624,0.03893000029390742,0.028971039954229755,0.0,0.0,0.0,0.0013196057848429727,0.0,186026854,0.0865384615,0.0,0.0,0.0,1.1933358405400702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09951906070601944,1.3416899539960785
