ticker,yearReport,lengthReport,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Interest Coverage,Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
SB1,2016,3,0.2122137827369281,0.10310957595193758,0.09665210103978451,8675434424,-63.672912736345594,1.499128022692476,0.4832738546816232,1.5801144545047618
