ticker,yearReport,lengthReport,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Interest Coverage,Financial Leverage,Owners' Equity/Charter Capital
SDX,2015,1,0.47618995970558775,-6.624369879477178,-5.839612583534589,-865212925,7.916991972672548,2.7255680735313277,0.43699881848
