ticker,yearReport,lengthReport,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Interest Coverage,Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
VMA,2015,3,0.09776935505046463,0.006828609758760942,0.008757121355448677,996375857,-35.67722930168367,4.927055636995528,0.46972962478987346,1.167507012037037
