ticker,yearReport,lengthReport,Outstanding Share,EPS (VND),Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
SEP,2016,3,7500000,337.9209110666667,0.12644395664027902,0.014374268931238025,0.04798078871990458,8459758153,4.3928820059016,3.1695459642494814,1.0338820664761905
