ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
MIG,2024,3,1.4323070099,2900898000000.0,172672500.0,10.1505263902,0.8393539734,290.399146849,142.85560963094875,11729.3288969813,-5.3423103417,0.04371957715401395,0.0,0.0,0.0,-0.22647645597792782,0.0,-127781382684.0,0.0595238095,0.0,0.0,0.0,4.7909320426519795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06639948359259062,1.187218450661223
MIG,2024,2,1.5090377425,3056303250000.0,172672500.0,10.6943045896,0.8843193648,305.9562440016,327.6284386222473,11729.3288969813,-5.6468211126,0.10526653683286132,0.13879213,-0.2556636086,0.0321930532,-0.22501842319654786,-510344016972.0,-120929570599.0,0.0564971751,1.1921542798,0.0251845107,1.191982142,4.502573536070179,0.3893189845,0.0,16.41411512099794,0.0,0.0,16.41411512099794,0.0,0.0,3.5025735361,0.046446800747537924,1.172932889698128
MIG,2024,1,1.7761154795,3833329500000.0,172672500.0,13.2688451442,1.0936576058,36.9137687994,445.9710662265271,12499.1872748237,-7.3392202885,0.1440843370114258,0.1419620595,-0.2392731979,0.0328407054,-0.23848406088032928,-509389217430.0,-127459569122.0,0.045045045,1.1996570782,0.0139517246,1.1995490929,4.211171880084488,0.3984411871,0.0,16.34144099503212,0.0,0.0,16.34144099503212,0.0,0.0,3.2111718801,0.03779287334428592,1.2499187274823726
MIG,2023,4,1.4850808025,3090837750000.0,172672500.0,11.0168742701,0.8600300099,11.2210787498,635.2244320317363,12053.2162085972,-6.0106313367,0.16733751598145233,0.1412038031,-0.2445460766,0.0323136531,-0.2478389238380507,-502167570248.0,-162452562881.0,0.0558659218,1.2140659965,0.0276782035,1.2139406195,4.237418351484611,0.4139337569,0.0,28.170910159710505,0.0,0.0,28.170910159710505,0.0,0.0,3.2374183515,0.04038394205100829,1.20532162085972
MIG,2023,3,1.5852174668,3125372250000.0,172672500.0,16.0051052199,0.8089326261,18.4799968036,246.2626423026249,11417.9917765655,-5.9231224638,0.08734570490337233,0.1007325165,-0.2650146075,0.0226206228,-0.2197100186602337,-515417105195.0,-106962124108.0,0.0552486188,1.2495450377,0.0113299135,1.2494145171,4.302181351253879,0.4475594592,0.0,23.054261576492358,0.0,0.0,23.054261576492358,0.0,0.0,3.3021813513,0.03782547984822831,1.1417991776565464
MIG,2023,2,1.5172462026,2926798875000.0,172672500.0,14.3820507155,0.732996726,11.6010702608,345.63396042218653,11171.5553949587,-5.1729322168,0.10475093775704834,0.1063876833,-0.2860360332,0.0237474447,-0.20981424461225015,-542540358727.0,-119540931262.0,0.0589970501,1.2168708576,0.0178111511,1.2167057497,4.560663685235027,0.4659460832,0.0,23.74733432679209,0.0,0.0,23.74733432679209,0.0,0.0,3.5606636852,0.038931620516000374,1.1171555394958665
MIG,2023,1,1.5764414581,3091660000000.0,164450000.0,19.3138197773,0.7948007751,11.5519827214,417.54220166007906,11925.5934962663,-5.6414397028,0.11295150164674467,0.0849153118,-0.2798154584,0.0190786573,-0.19740961876652874,-539596663294.0,-120008098756.0,0.0531914894,1.0888938968,0.0071910731,1.0887233132,4.438902380379725,0.4636152367,0.0,25.292130252307373,0.0,0.0,25.292130252307373,0.0,0.0,3.4389023804,0.03940651311354408,1.135770809168223
MIG,2022,4,1.4902609974,2820317500000.0,164450000.0,17.6823678427,0.7474061188,21.7409275413,148.399983618121,11508.0512946063,-5.2041631253,0.026695881264527245,0.0876419409,-0.2864928171,0.0211078247,-0.19250900426732975,-533026865309.0,-175984539652.0,0.0,1.0908530683,0.0140790129,1.0906292306,4.515514156431708,0.4993755219,0.0,27.476398429682046,0.0,0.0,27.476398429682046,0.0,0.0,3.5153596743,0.04197920728983895,1.0959362745822294
MIG,2022,3,1.377139867,2573642500000.0,164450000.0,12.2098439212,0.766495353,17.0198357987,308.62214797202796,11364.1325581149,-5.0256386537,0.08376444002526874,0.1162946424,-0.2734850647,0.0279339656,-0.22484844219821046,-502878127812.0,-136235773192.0,0.0,0.9991084389,0.0074177047,0.9988179183,4.403755067009929,0.444972509,0.0,21.367683963687867,0.0,0.0,21.367683963687867,0.0,0.0,3.403755067,0.0401360406608232,1.0822983388680885
MIG,2022,2,1.3929705123,2532530000000.0,164450000.0,13.1498485739,0.8365418999,9.0434048577,98.83192998479781,11055.5104101429,-5.3575682909,0.02885681200626138,0.1092212548,-0.25964579,0.0272137265,-0.20690721116911967,-464153411702.0,-116535550222.0,0.0,0.9820335305,0.0074314779,0.9817262275,4.444638439061753,0.4277805838,0.0,22.21120211042739,0.0,0.0,22.21120211042739,0.0,0.0,3.4446384391,0.042473740303083284,1.0529057533469428
