ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Interest Coverage,Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
THM,2024,3,0.7839389989,96007120000,12152800,14.1148704708,1.2053445592,3.5979366602,598.9921248601146,10077.314703196,2.8081275841,0.3090414246015786,0.13348489611761713,0.18475208836377793,10075223564,-12.046809474264998,1.4890513943840729,0.6485507980433928,1.0483383925597394
