ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
DXL,2013,3,0.2696673342,9761070000,2957900,-1.3009079914,0.272734369,-1.1379363312,6196.7834781432775,12237.2997440752,108.2275619854,0.3524845878072122,3.0043802307917282,-0.2913459831,-0.0513545432,0.01233705248079064,659444343,75267298,1.7255626737,0.7458997145,1.5938519506,0.0,3.8601952895727893,0.2449545907,0.543969845,18.509469955652648,97.4231335429,92.3022026621,208.23480616065265,3.7465434207,3.5706462734,2.8601952895,0.2511428083931449,0.9145432909623791
DXL,2013,2,0.4436408003,9761070000,2957900,-1.3009079914,0.272734369,-1.1379363312,-973.0957010040908,7438.4501994658,178.8222699697,0.2408669245895933,-0.3747604869977705,-0.2913459831,-0.0513545432,0.008498173589652686,659444343,65269584,0.5249900516,0.0792549588,0.2478306679,-0.27661474036243966,11.471101086794455,0.2449545907,0.543969845,18.509469955652648,97.4231335429,92.3022026621,208.23480616065265,3.7465434207,9.5786058049,5.5959960517,3.779257547563817,0.4514324026124965
