ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),Net Profit Margin (%),ROE (%),ROA (%),Dividend yield (%),Financial Leverage,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
LPB,2022,1,0.9977007864,20824666003050.0,1503585993.0,5.1975674298,1.8997253681,1.814142219,944.9296592376543,13881.9174940266,0.49406406635448824,0.2048757489,0.0126088428,0.0866425993,15.635375680608648,14.6353756806,0.0882990189138139,0.7124860430986536
LPB,2021,4,1.499650368,29695829879250.0,1503586323.0,8.375903013,2.9546063836,2.3010169718,428.7815006947227,13169.7363743578,0.23394573646223796,0.1851701203,0.0108110966,0.0506329114,17.21199833804283,16.211998338,0.09430238062092705,0.6569349842646616
LPB,2021,3,1.5755199241,25455938525100.0,1203590474.0,9.4432484183,2.6551653579,2.9443061581,508.26341119745354,13424.1399786951,0.30127366639809783,0.1766391281,0.0108078764,0.0472813239,15.759110554467872,14.7591105545,0.0997560401523361,0.631727529543664
LPB,2021,2,1.6877724371,26238272333200.0,1203590474.0,9.8157230703,2.8111327257,3.5475883287,615.2366739320006,12916.4332352468,0.33972929673306246,0.1823021197,0.0111958582,0.0458715596,16.434812701529697,15.4348127015,0.10605350693833358,0.6078353228711838
LPB,2021,1,1.9915604665,30089889620000.0,1074638915.0,13.354137174,3.4885861853,4.1354908179,816.063877604879,14059.327081041,0.42754672073643574,0.1601388925,0.0098689487,0.0357142857,16.22960373824353,15.2296037382,0.10514180571458828,0.5907336184379574
LPB,2020,4,1.4648957513,20847994951000.0,1074638915.0,11.1971132086,2.6827646678,2.9736541223,434.06952185423137,13243.2632034361,0.23283050473529374,0.1388886257,0.0083794053,0.0,17.028359806814716,16.0283598068,0.11389869366512537,0.5564448957618827
LPB,2020,3,1.1202890138,15421068430250.0,1074638915.0,9.1540121131,2.213043716,-1.777577984,548.2315890263475,12809.194612127,0.324602174993416,0.1281408772,0.0081118667,0.0557491289,15.399521796139107,14.3995217961,0.11200835378397167,0.5382065470759005
LPB,2020,2,0.915325451,12060426998055.0,976948319.0,7.9930775903,1.8255138463,-4.5595388374,328.1985277667487,13487.0061637314,0.21903689701884985,0.11808261,0.0074304781,0.0648035642,16.22096654034712,15.2209665403,0.11328534951292142,0.5151713883900877
LPB,2020,1,0.6552391374,8560998119397.0,976948319.0,5.1090153242,1.2902330377,-18.3439609405,497.115344337882,13373.7432634858,0.33775813158390716,0.1345561656,0.0085007419,0.0912929362,15.531829887912064,14.5318298879,0.11286984549180679,0.5108450164092159
LPB,2019,4,0.5506876524,6927540530029.0,976948319.0,3.9354623063,1.06469521,1.4332761676,296.00746976667864,12876.6279191479,0.18508178737969339,0.1404941518,0.0084860988,0.0,16.06210273613253,15.0621027361,0.11951525461454077,0.49185639884475935
LPB,2019,3,0.559668939,6878676015775.0,888144095.0,4.5561087244,1.1190405139,1.0236957701,465.44924672386634,13838.5382160313,0.2695003187956435,0.1256598423,0.0078038476,0.0,15.746678360140777,14.7466783601,0.12224757489779194,0.4805496212454714
LPB,2019,2,0.5703244791,6773875012565.0,888144095.0,4.7933320405,1.1606245647,-1193.1611613605,548.8287348237112,13373.0889693074,0.3117931404600788,0.1198559178,0.007343451,0.0,15.993170124683955,14.9931701247,0.12093611052408684,0.46438668150931983
LPB,2019,1,0.6034800798,7011009485930.0,888144095.0,6.8943645829,1.3896277119,-2.178060414,461.9385551395238,13080.7963092971,0.292803662079789,0.0878575931,0.0052244494,0.0,15.657282654503087,14.6572826545,0.1241666976540486,0.4542366840986057
LPB,2018,4,0.7664361576,7818332468285.0,888144095.0,6.8776749676,1.6022995378,-0.6334631253,150.38888481266093,11485.6272280907,0.09348887865421147,0.098033665,0.005671333,0.0,17.164629524555302,16.1646295246,0.1433422684996567,0.3988437021355121
LPB,2018,3,0.8320936695,8376957401717.0,987499399.0,6.3944121077,1.7371578654,-1.7261654893,283.58700803624487,10194.7656982827,0.22118229480125803,0.1060535204,0.0060926364,0.0,16.620915585818477,15.6209155858,0.14600710715110518,0.39362137875799436
LPB,2018,2,0.7291559385,7108494578584.0,749999428.0,5.7554895099,1.4904916642,0.7657805347,120.80809213630494,12998.5912469256,0.08046628277496154,0.0,0.0,0.0,18.036144764926142,0.0,0.15315507251252855,0.3811727176527475
LPB,2018,1,0.8273936721,7991243905340.0,749999428.0,5.1517399635,1.5697108106,0.6742814064,556.5217577739272,12877.7876355634,0.3491932157674092,0.155510569,0.0092051081,0.0,17.580385973438688,16.5803859734,0.14769877990332286,0.37763023960822123
LPB,2017,4,0.970315854,10570491938232.0,749999428.0,6.655081625,2.0714635254,3.8014898284,322.95224630491316,14525.1671826625,0.18297784902404865,0.1544538478,0.0089622729,0.0,17.41757916067106,16.4175791607,0.15498859777701945,0.3668751084525413
LPB,2017,3,1.1124913084,11298127852000.0,717706000.0,7.3020677405,2.1995381474,-7.8384920489,584.2657021120069,14150.2229102167,0.3078960353147459,0.172363762,0.0104486956,0.0762291958,16.196122237241173,15.1961222372,0.146872939239763,0.3574048063976768
LPB,2017,2,0.9591809498,8365700000000.0,646000000.0,5.9747019505,1.7195605693,-1.3676334009,550.8018575851394,13501.1021671827,0.27770077265277454,0.1677473293,0.0100887447,0.0926640927,16.30179946322465,15.3017994632,0.14616912367663595,0.3410093845753608
LPB,2017,1,0.0,0.0,646000000.0,0.0,0.0,0.0,542.9133126934985,12950.3018575851,0.27837620100247246,0.1486079025,0.008877751,0.0,16.49831356955831,15.4983135696,0.14615543226397176,0.3270973296724414
LPB,2016,4,0.0,0.0,646000000.0,0.0,0.0,0.0,562.5,12897.6547987616,0.3486026155629063,0.1334118735,0.0085209441,0.0,17.026789856076988,16.0267898561,0.15064598227171883,0.32576757593035405
LPB,2016,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2756302352694737,0.0,0.0,0.0,16.700758071553913,0.0,0.14714308536264437,0.31155997240830974
LPB,2016,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1620206830932091,0.0,0.0,0.0,16.730124146432725,0.0,0.15453930605461627,0.2986467381197791
LPB,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2596859875154596,0.0,0.0,0.0,15.10515420792443,0.0,0.1526758018451225,0.29255481600724914
LPB,2015,4,0.0,0.0,646000000.0,0.0,0.0,0.0,68.32352941176471,11765.5108359133,0.07911628949137352,0.0,0.0,0.0,14.155266218627146,0.0,0.1542620768052712,0.2971720056398012
LPB,2015,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17163324146523729,0.0,0.0,0.0,14.111089789916683,0.0,0.15179259706661244,0.2954462972918297
LPB,2015,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04922888394194957,0.0,0.0,0.0,13.777547911335994,0.0,0.15718295228272788,0.28921651244202834
LPB,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1826563252705782,0.0,0.0,0.0,14.019699112868215,0.0,0.14917585331674896,0.28777769946359305
LPB,2014,4,0.0,0.0,646000000.0,0.0,0.0,0.0,268.72755417956654,11441.326625387,0.25013580398118196,0.0,0.0,0.0,13.638266687610784,0.0,0.14625947947916257,0.28898379576243693
LPB,2014,3,0.0,0.0,646000000.0,0.0,0.0,0.0,-47.845201238390096,11172.5994893003,-0.07072315732630403,0.0771058956,0.0077431114,0.0,12.357616995784127,9.9463939955,0.13915743261734395,0.28219631469897477
LPB,2014,2,0.0,0.0,646000000.0,0.0,0.0,0.0,260.0699636640867,11528.7352941176,0.24348760115558513,0.0771058956,0.0077431114,0.0,11.11872031159723,9.9463939955,0.12698140317846254,0.29119155450400425
LPB,2013,4,0.0,0.0,646000000.0,0.0,0.0,0.0,213.8505699102167,11255.8419991765,0.16792644411502194,0.0772421281,0.007756792,0.0,10.946394518085318,9.946394518,0.11138320891900293,0.28429884504885816
LPB,2013,2,0.0,0.0,646000000.0,0.0,0.0,0.0,64.11658101547988,11441.1795665635,0.09008885128745611,0.1241558546,0.0141688321,0.0,10.927254674990145,7.9856148056,0.10678399534490918,0.27982879677696754
