ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),Net Profit Margin (%),ROE (%),ROA (%),Dividend yield (%),Financial Leverage,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
LPB,2024,3,2.0250385678,82355248595200.0,2557616416.0,8.4116785395,3.9459455057,3.4579039147,911.3098373231586,15900.931721264,0.616951970898095,0.2588994726,0.0228949745,0.0,11.20781040178434,10.2078104018,0.06157942843406703,1.5900931721264022
LPB,2024,2,2.1648311246,82994652699200.0,2557616416.0,9.3396209644,4.3874812495,3.1162309378,946.8354929420346,14989.6218839409,0.6644407446348493,0.24648224,0.0208439073,0.0,11.544326012437416,10.5443260124,0.06236581257880786,1.4989621883940865
LPB,2024,1,2.1947874318,79925513000000.0,2557616416.0,10.7235566139,4.7101419357,5.5963982228,898.7512691973589,14238.2809135051,0.6634905442261892,0.2163763184,0.0175760869,0.0,11.252282804557034,10.2522828046,0.054236783050204136,1.4238280913505053
LPB,2023,4,1.4655689159,50001400932800.0,2557616416.0,7.5358001234,3.2000271952,15.192964095,1027.4605619359616,13339.5296443077,0.7853581518284378,0.1915764606,0.015683015,0.0613810742,11.221933060549748,10.2219330605,0.0571552052618312,1.3339529644307695
LPB,2023,3,1.3482705375,42456432505600.0,2557616416.0,9.9470614517,3.3130340926,3.149568215,388.19347334060905,12312.0690823717,0.37711102982817774,0.1425813496,0.0104655981,0.0722891566,13.79601488134,12.7960148813,0.07187441840272862,1.0357123857309494
LPB,2023,2,1.1908879684,36318153107200.0,2557616416.0,8.3924069014,2.7603014648,2.6347669494,276.9101713491661,11923.8756090311,0.28906261479160783,0.1468411987,0.0108570024,0.0845070423,13.736789898300565,12.7367898983,0.07015904018951472,0.9968930383968884
LPB,2023,1,1.073067039,27146954293300.0,1729105369.0,5.9066076556,1.9330365375,3.9781851641,719.0516103243908,14630.9591385,0.448170196506747,0.1873814401,0.0135469215,0.076433121,13.328734346385374,12.3287343464,0.06829013770397972,0.9891424625576066
LPB,2022,4,1.0638368585,25590759461200.0,1729105369.0,5.2393499388,1.8059419769,3.006591604,386.26795797081354,13911.9075281756,0.24096322079931193,0.2207822198,0.0146213732,0.0810810811,13.624766110414425,12.6247661104,0.07038815881203671,0.9405301690087369
LPB,2022,3,1.0831280786,25331393655850.0,1729105369.0,4.9627412576,1.8729775307,1.3765908601,570.7500639887262,13525.6395702048,0.307670796328852,0.229628491,0.0151014615,0.0819112628,13.403890221238438,12.4038902212,0.06757475096693687,0.9144160888901646
LPB,2022,2,0.6846573525,15336577128600.0,1503585993.0,3.2126573822,1.245951349,3.1239061589,954.1755554249833,14897.9631389796,0.47118072615203527,0.2318792418,0.0145599259,0.1176470588,15.236129881502992,14.2361298815,0.0822199703377739,0.7722179086920593
