ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
SGN,2024,2,2.8067503075,2672627202700.0,33533591.0,12.0494840477,1.7709477186,7.2187317977,1884.2437400456158,28395.8283670842,6.786000979,0.3286358175598897,0.1661735606107189,0.2310104397,0.24375043,0.1663006145,0.1955755380377868,336844887251.0,74365200334,0.8155583438,3.4431165491,1.3669508963,3.4151291552,1.3526269043801198,1.1315052277,7.3506409085,92.26824895471559,3.647825328,12.8039862358,108.72006051851558,100.0596155744,0.3526269044,0.18555906586733217,3.0881695681673684
SGN,2024,1,2.9166821219,2917422417000.0,33533591.0,12.4637940292,1.9512811095,10.6169917907,1845.1714152236186,29828.4133701637,7.7333487603,0.31867304099730276,0.16780659201316991,0.2498153257,0.2385244258,0.1803397012,0.19180108180411692,342732451653.0,70722697326,0.7471264368,4.8115809794,1.5109638226,4.7657244233,1.2320154342400411,1.1519185423,7.0977615775,94.0073020276417,3.6265865852,12.5004486263,110.1343372391417,100.6456047373,0.2320154342,0.19202915411552401,3.215786023535861
SGN,2023,4,2.5729684972,2414418552000.0,33533591.0,10.6132027015,1.6586524396,6.8184715483,728.7460850524478,27983.2419549699,6.5964868021,0.3124952421616482,0.06684502012251159,0.258818334,0.2508158394,0.192322388,0.07564874124381624,341475090068.0,27655973179,0.0347222222,4.0992817988,1.2493848749,4.058641221,1.2744033722755508,1.2306113321,6.578122758,82.92122060514993,3.4216334404,15.8161001665,102.15895421204993,106.6741970939,0.2735032856,0.20794180068941506,3.014300781142915
SGN,2023,3,2.4506652071,2283637547100.0,33533591.0,9.8259795468,1.6454926809,11.8358824149,2156.229855967409,27788.3734593173,6.3597742925,0.3259290120745282,0.1832392220665368,0.2666759232,0.2662201717,0.1936587159,0.20283810791873402,333621103896.0,80039843290,0.0367107195,3.5449881754,0.7014256414,3.5115909771,1.330904706715012,1.1564236069,6.2230058686,93.30277982802215,3.4642739825,10.8986744114,107.66572822192215,105.3611815483,0.3309047067,0.214010353205354,2.935010205203782
SGN,2023,2,2.7582554582,2370824883700.0,33533591.0,12.4649017888,1.845926005,10.0386989585,2250.0706894170685,25632.1436033498,7.2254329224,0.3148418043928073,0.20603248457686613,0.2274727079,0.2386025045,0.1667662997,0.21617592863412904,314622584855.0,79167669193,0.0353606789,3.1021206786,0.4332269348,3.0744594998,1.3889979989887988,1.1261153166,5.5010945299,97.02635266520994,3.2743503016,11.8707627372,112.17146570400993,111.4724957256,0.388997999,0.23577006895316135,2.700255172692167
SGN,2023,1,2.8365978693,2481485734000.0,33533591.0,15.1931338955,2.1471498687,8.739078714,1647.9367611718053,26087.58922088,8.1969049883,0.2951628153097581,0.16784062155822108,0.2010083648,0.2099644483,0.1498783376,0.20362280685200593,296104944787.0,67042460600,0.0337837838,4.212226923,0.4493883315,4.1698336583,1.2554309332287805,1.0605322357,4.637829711,100.28728163086092,3.2879233017,13.2401584125,116.81536334506092,111.0123219141,0.2554309332,0.2562230817742736,2.73396882831481
SGN,2022,4,2.9869491852,2447952143000.0,33533591.0,17.7383079832,2.459849888,12.9345585493,876.3694259287649,24439.6524596784,8.4907237549,0.24269017861028744,0.09870054562894781,0.1640754813,0.1839310966,0.1369674199,0.12139009828835383,266693509970.0,36143565310,0.0273972603,4.2494768716,0.643714879,4.2075402013,1.2485643811920377,0.9876904643,3.5282578034,90.71697861901868,3.5284471305,11.4102082473,105.65563399681868,103.4449395151,0.2490233847,0.2691960689764112,2.567278888073266
SGN,2022,3,2.7364114423,2162916619500.0,33533591.0,18.2979690839,2.6699461991,7.95507862,897.5490798763544,23571.0167712131,8.2103693078,0.23195131230153737,0.10337957862090225,0.1428238383,0.1540286505,0.1168106257,0.11681274887305865,241083600832.0,34008991647,0.0310077519,3.6853156353,1.0256322204,3.654924908,1.2876654068525841,0.8005394338,2.780402326,123.40132129005843,3.7581109504,14.8987935447,142.05822578515844,97.1232634731,0.2876654069,0.30320432946842796,2.482502364431261
SGN,2022,2,2.9450744574,2253457315200.0,33533591.0,29.1726685846,3.9362317765,10.3200885999,1448.7659299894246,22817.759269474,11.0089389014,0.33460983017835927,0.20449269861316208,0.0938791575,0.095228181,0.0779976637,0.2339307471145663,193378180626.0,55576064389,0.0297619048,3.2996098551,0.711809101,3.2739136526,1.3076997581674459,0.578065552,1.7963277693,161.5572570971545,4.8693705763,17.9092525009,184.33588017435451,74.9583532983,0.3076997582,0.3424741919025773,2.405669388021586
SGN,2022,1,2.8499790165,2297050983500.0,33533591.0,46.7170247752,4.7787509848,13.57843738,900.4361846305097,24035.2646817038,13.4884456959,0.30584147769295433,0.1789854864863197,0.0593790025,0.0508301099,0.0498212691,0.19653645005621817,162791578379.0,33155706994,0.0291970803,5.7368461803,1.2291626152,5.686973883,1.1538150342154438,0.4870522588,1.3821891108,195.69206170709742,5.3524048327,17.4453080882,218.4897746279974,68.1936459229,0.1538150342,0.35815831915281554,2.527266110226552
