ticker,yearReport,lengthReport,Market Capital,Outstanding Share,EPS (VND),Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Interest Coverage,Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
ECO,2024,3,328080000000,20000000,164.94479825,0.042614325933471024,0.02929510580616587,0.01733753667643649,1952364677,-3.3748593405035274,1.345329045434078,0.13093761387734348,1.09213238183
