ticker,yearReport,lengthReport,Outstanding Share,EPS (VND),Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
MQB,2017,2,3675675,187.68942303114395,0.215314774093674,0.08349939627610994,0.037429502972727575,309248519,1.0075985365572657,0.9651814307595777,36.162698896175534
