ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
DRL,2024,3,5.3341402562,586150000000,9500000,12.6341914932,6.4125705333,18.3649583597,929.8626022105263,11566.9999356842,10.4252899755,0.6052246308411495,0.444576167728845,0.390299447,0.4890359028,0.3510789338,0.5152544564376763,56057548573.0,10238066955,0.0648298217,5.2652819325,0.1019720523,5.2225028088,1.1547297067750801,0.6917036554,2.4949855218,77.12363597947537,12.7030214723,0.9425900964,90.76924754817536,28.7333215011,0.0,0.1547297068,0.3338134684056734,1.156699993568421
DRL,2024,2,4.861956773,587100000000,9500000,11.2980270037,5.99947067,15.5406973871,1161.1478341052632,12710.9316032632,9.3194439181,0.6987732566233219,0.535281275265769,0.0,0.0,0.0,0.6277855951311788,0.0,12937203707,0.0647249191,0.0,0.0,0.0,1.0793739128455502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29914303045325646,1.2710931603263158
DRL,2024,1,4.8800966528,622250000000,9500000,11.6575426478,6.2581958785,12.0386657139,1147.666732,13421.8653152632,9.7723106185,0.7139536060504481,0.5630472552406092,0.4320226968,0.4802492446,0.3918266979,0.6403750979717403,63541941690.0,12400208502,0.0610687023,10.4586838199,0.1366887098,10.3315839061,1.0744975901233564,0.7298807083,2.65533817,59.021600895380885,10.4315384848,0.816514156,70.26965353618088,34.990044904,0.0,0.0744975901,0.2869036801613477,1.3421865315263157
DRL,2023,4,5.4738147059,642200000000,9500000,11.0667741333,6.0915729279,16.1966411403,1644.8961124210525,12349.7055767368,9.0393995395,0.6606720592465634,0.4950610129260692,0.4974573402,0.5734309408,0.4335969764,0.5754179100988871,69626849954.0,18162964275,0.0591715976,5.6400339962,0.1345197751,5.5895384818,1.14515894173116,0.7877308308,2.7502371854,63.640984004613536,9.3950073618,0.3330693268,73.36906069321354,38.8504219257,0.0,0.1451589417,0.3167131100892384,1.2349705576736842
DRL,2023,3,5.0756534496,619400000000,9500000,10.7415357138,5.8538133777,9.8572576784,1516.2709368421054,12845.6366548421,8.7485927149,0.6838299658010821,0.5472414280480081,0.4648864979,0.5485410961,0.4205195317,0.628036609491816,69335141683.0,16531277220,0.0644171779,7.2604895918,0.9641749442,7.2039979153,1.108914674233104,0.7716381231,2.7405648834,51.265354146482096,8.3858197771,0.5225834815,60.17375740508209,43.525857901,0.0,0.1089146742,0.30919845223763504,1.2845636654842105
DRL,2023,2,4.7967631909,610850000000,9500000,10.8960854683,5.7966213638,11.463268602,1309.8460708421053,13404.8727113684,8.7579107962,0.7006340291088711,0.561059060695953,0.4448004016,0.513926335,0.4044884221,0.6375965453173943,67871533720.0,14141036457,0.065318818,9.0672365823,1.5109829638,8.9982991662,1.0854242097924365,0.7603291885,2.7038952119,59.98758048557258,8.4612885757,1.351062837,69.79993189827258,43.1376375756,0.0,0.0854242098,0.30081927592848595,1.340487271136842
DRL,2023,1,4.7828336144,626050000000,9500000,10.3339415906,5.5604213711,16.9433288243,1637.361297368421,13778.44293,8.4115869613,0.7713165812988079,0.6133964351078645,0.4756291098,0.5462896285,0.4324741349,0.7272024138466391,73937629579.0,18440903283,0.0637329287,9.3822027057,0.3805745052,9.3126190192,1.0826491571458987,0.8037452831,2.8957965075,58.116811360445915,8.8487467979,1.5772890518,68.54284721014591,41.2487788762,0.0,0.0826491571,0.29709536226888256,1.377844293
DRL,2022,4,5.3650356627,622250000000,9500000,10.0406773462,5.4863443694,9.8518144876,1606.4172608421052,12208.67933,8.2020489534,0.6233985336434263,0.47762365704354337,0.5200891353,0.6323415318,0.462522308,0.5579393382001843,75738912362.0,17827199337,0.0687022901,5.3258922438,0.6499264813,5.2820286933,1.1497997757866523,0.8464720673,2.8852872266,43.12748558621986,8.254575617,3.4239114354,54.80597263861986,44.2179000998,0.0,0.149426492,0.3409386055885322,1.219795120368421
DRL,2022,3,4.7344031176,615600000000,9500000,9.1901420962,5.2805844102,10.0343839179,1347.5772463157896,13687.0474249474,7.7363950591,0.6490713901419306,0.4944542416735678,0.5118796026,0.5929994554,0.4710224996,0.5807961173895466,79438066719.0,15037473405,0.0694444444,9.0127223534,0.0925703827,8.9368613011,1.0860483269029386,0.819750877,3.0131544604,42.782339744678744,9.4479622385,3.4053217839,55.63562376707875,38.632669224,0.0,0.0860483269,0.30139451297712627,1.368704742494737
DRL,2022,2,4.9044347267,650750000000,9500000,10.2104031073,5.9855126461,11.2393183177,1785.6881745263158,13966.9510996842,8.6657759442,0.7350600644621786,0.5772300388041406,0.4993456054,0.5435098774,0.4618960319,0.6873771806011414,74364399078.0,20201118433,0.0656934307,9.2029031365,1.4374255835,9.1154348285,1.086475675464606,0.7879266085,2.8328942423,42.38223483471126,9.9088786933,3.6312613177,55.92237484571127,36.8356512678,0.0,0.0864756755,0.28591250416968983,1.396695109968421
