ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),Net Profit Margin (%),ROE (%),ROA (%),Financial Leverage,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
BVB,2024,2,1.0889896027,6551518264480.0,551846215.0,44.7025632479,3.0693442001,1.0650720837,120.07874331438515,10901.8488058308,0.12032539516809965,0.0247348929,0.0016912958,15.041115538457856,14.0411155385,0.21287638726732605,1.0901848805830805
BVB,2024,1,1.0530448219,6274511760000.0,501680000.0,68.6727418132,3.2539759991,2.0419798882,110.14989634826982,11876.9873225961,0.11706957440993841,0.0155604619,0.0010828743,14.090366164203525,13.0903661642,0.21753218581956002,1.0797296127146583
BVB,2023,4,0.9548729214,5580186640000.0,501680000.0,94.8231489845,3.179528306,2.0479797383,15.900574071121033,11648.6704672301,0.018635194516669354,0.0104306545,0.000677658,15.038570442195757,14.0385704422,0.2571744407207167,1.0589734678165728
BVB,2023,3,0.9576259412,5632863040000.0,501680000.0,69.4185364934,3.3875668163,0.7588250465,33.99776750119598,11724.8285759847,0.042855240445135695,0.0137384457,0.0009230165,14.329354830373852,13.3293548304,0.2470729901096749,1.0658969546434236
BVB,2023,2,0.9075860258,5294730720000.0,501680000.0,41.5513955807,3.0728079058,-0.9498243823,22.317014830170628,11628.6497368841,0.030537849094583867,0.0215592442,0.0014151286,14.025218804493285,13.0252188045,0.24500103790611397,1.0571533955342975
BVB,2023,1,0.9482139556,5527510240000.0,501680000.0,19.9302800336,3.0585589082,-0.9772286671,40.541779620475204,11619.7403922819,0.07113055581784926,0.0493470468,0.0030948403,15.612985189069787,14.6129851891,0.28374750701214907,0.91223240518194
BVB,2022,4,0.9315275973,5514933081084.0,513925364.0,12.5639798815,2.8764989433,-0.754198979,50.82644646431578,11519.7875308602,0.0668790053537001,0.0755155095,0.0046799152,15.805324885968977,14.805324886,0.28404729074122864,0.9065181320487992
BVB,2022,3,0.7633387681,3770748480000.0,367090000.0,13.5376933047,1.9892341439,-1.5407884574,148.48674711923508,13456.6727505516,0.11790969226842257,0.0577606885,0.0035489123,15.70025122423737,14.7002512242,0.24566795079162965,0.8951424990746742
BVB,2022,2,0.7425701342,3661355660000.0,367090000.0,13.9386760115,2.0011399323,1.0514145651,393.96878149772533,13431.7279141355,0.32665073564288005,0.0551633416,0.003476791,16.67066025534549,15.6706602553,0.24652434474703452,0.893483159977821
BVB,2022,1,1.0750633249,5138158730000.0,367090000.0,19.3214257561,2.8223189924,1.0859148489,378.1007382385791,13019.6981666621,0.3318382755512627,0.0566900859,0.0037170264,16.252188715698892,15.2521887157,0.25530291348225437,0.8660747994801414
