ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
NS2,2024,3,1.6544951508,988320000000.0,56800000.0,25.1395837583,1.3999127979,6.43677954,159.3955681338028,10516.8032623592,8.0177607634,0.5269906948271909,0.04535067441688325,0.0666217014,0.0252438437,0.0275264187,0.09125546815416587,163872276839.0,18217959206,0.0090229885,1.482590644,0.5512307332,1.3016516642,-2.584149486404267,2.4480665675561752,0.4943184386,0.6440639295,6.035946034746112,28.4918405854,18.4949578242,53.02274444434611,12.8106851822,1.3761929604,1.4480665676,1.8277290712585759,1.0521471147992958
NS2,2024,2,1.757196447,1033760000000.0,56800000.0,29.3465489821,1.5699583448,7.7302652456,223.10537936619718,10357.4076942254,9.0398574503,0.44747879014297837,0.06840616671275757,0.0603157642,0.0187975586,0.0252415047,-0.007472970181522801,150370591452.0,-1384383366,0.0086263736,1.4141801278,0.565468323,1.2563661576,0.20853365217887238,2.4430794776818274,0.4718284757,0.6095790482,7.3491857319611995,28.0760072352,24.2380236439,59.663216611061195,13.0004240611,1.4088807849,1.4430794777,1.9072728911670729,1.0362137882235916
NS2,2024,1,1.7309985412,1022400000000.0,56800000.0,45.2524192153,1.6951596877,11.1625929521,134.30231485915493,10398.6222817958,9.4106815206,0.5308483365444171,0.0486839802440171,0.0390228536,0.0237746224,0.0166019403,0.10412527746190521,144860517484.0,16315557877,0.0087222222,1.430071444,0.503877424,1.2431660488,-2.338973186548912,2.326123440400097,0.4431900827,0.571409218,8.789888353205315,30.3555877504,31.2821124249,70.42758852850531,12.0241453732,1.3103224209,1.3261234404,1.8632407788709993,1.0403402790950704
NS2,2023,4,0.7844650231,457353600000.0,56800000.0,30.4630788711,0.8281234787,6.0467383058,175.33230230633802,10264.3199669366,5.4026829475,0.3621822404124208,0.06057480586316574,0.0257577898,0.0121648013,0.0109907417,-0.04332007907045144,130124878326.0,-7122090387,0.000496771,1.1450491443,0.2873675837,1.0084793985,1.015078678257224,2.464201204147718,0.404301821,0.535703817,8.257537335034646,30.8291944907,41.3340758366,80.42080766233465,11.8394270765,1.3485688881,1.4642012041,1.8322229570381627,1.0269150797235915
NS2,2023,3,0.7147396983,409584800000.0,56800000.0,52.8531332773,0.7956856547,6.5689061944,87.43513926056337,10088.9876646303,4.6554608731,0.4861958333696979,0.03264877244868812,0.0134388127,0.0276844706,0.0059500978,0.07524854754599627,140749687097.0,11446312705,0.0005547081,1.333549313,0.4494318324,1.1707273269,-2.1256763192265233,2.3240100512941075,0.3952331043,0.5092854808,9.626175750899531,35.3320066916,43.414438234,88.37262067649954,10.3305765559,1.0661645733,1.3240100513,1.7938733709601118,1.0093868816073943
NS2,2023,2,0.7998758173,454400000000.0,56800000.0,61.7218884169,0.9273442934,10.7099521475,0.6990327816901408,10001.5525253697,5.072095735,0.42440105841641,0.0003056168400905886,0.012731711,0.0263508761,0.0057418583,0.02454647953053475,136768660991.0,3189024176,0.0005,1.2599648121,0.3999041889,1.0928300606,-0.5027887883172397,2.285877204479703,0.3821647898,0.4900285569,8.691270309568091,35.6316276272,39.0840144331,83.40691236986808,10.2437083094,1.0118699761,1.2858772045,1.8013577412267814,1.0006483997957747
NS2,2023,1,0.7315002016,425886400000.0,56800000.0,36.1069912047,0.8918939356,17.5817123291,0.853492588028169,10250.1680566373,5.8076060966,0.48966014133932056,0.0004580360623639569,0.0203385851,0.0053598115,0.009285451,0.04407652321336101,116109173002.0,4665044028,0.0005334756,1.4115364855,0.4619025714,1.2138307263,-0.9724536012151606,2.2031887169090187,0.3759075867,0.4829279693,6.851095512772004,35.0912911119,35.2934313249,77.23581794957201,10.4014411677,0.9998573738000001,1.2031887169,1.7124578614660655,1.0255149850369718
NS2,2022,4,0.6631334217,386240000000.0,56800000.0,27.2747804603,0.8151810655,1684.9104257488,47.447009207746476,10254.3466789261,4.6823009337,0.45909982326703513,0.021239425137687732,0.0242621662,0.0071235224,0.0108484186,0.043857350825522466,116875244577.0,5564892954,0.0182352941,1.1495312334,0.3027574657,1.0006170032,-1.0842348099593102,2.222956881904522,0.3629724104,0.4769711881,11.974001297714219,34.2290538783,62.1698879088,108.37294308481421,10.6634557092,0.9132231264999999,1.2228042186,1.705270713015974,1.0253642453573943
NS2,2022,3,0.6679243433,387205600000.0,56800000.0,22.1543409226,0.8331279374,16.5707452494,80.61412769366197,10206.2457655106,4.5685830796,0.4682054767876039,0.0359529151429066,0.0300431358,0.0118280923,0.0137184687,0.07533060177327508,119995774895.0,9593936104,0.0181898196,1.3629124841,0.4882744973,1.200384751,-2.43558417644008,2.158761289680458,0.3647982716,0.4701994138,6.9765879856600925,39.4949476368,49.9157481847,96.38728380716009,9.2416884143,0.7591911933,1.1587612897,1.6996089424911263,1.0206245765510564
NS2,2022,2,0.6221803159,357840000000.0,56800000.0,20.2645817113,0.7698461393,27.2199015425,78.74598552816902,10125.6819589613,4.4131628771,0.42848044274697406,0.038090689827795655,0.0303652357,0.0116878574,0.0136939767,-0.12813894757959643,120464778426.0,-15046624165,0.0196825397,1.2839309248,0.4455197674,1.1338554279,2.7524757137584372,2.1762540362484675,0.3604651565,0.4691226142,7.006753672365411,40.2959862224,70.7941746886,118.09691458336542,9.0579741115,0.7881714716,1.1762540362,1.7024812548228603,1.0125681958961268
NS2,2022,1,0.8221201488,482800000000.0,56800000.0,29.4165456347,1.0448033948,9.7633423435,41.803216267605634,10339.1213707042,5.5216051674,0.4915996538683598,0.023246609517978793,0.028235649,0.0085375005,0.0125727411,0.058724232619427934,117739894074.0,5998128455,0.0145882353,1.4824776229,0.5232488996,1.2890814795,-1.9333845198010382,2.1743730526597034,0.3539868022,0.4612890772,6.750944928129341,39.1152895297,92.4199101703,138.28614462812934,9.3313894487,0.7596560494,1.1743730527,1.695508340330839,1.0339121370704225
NS2,2021,4,0.8740097066,511200000000.0,56800000.0,30.8076665059,1.101557999,7.0726965528,106.54160399647887,10297.368475581,5.4236606459,0.6535643371347176,0.05135466087570012,0.028448044,0.0085502921,0.0126410314,0.0774148419697436,116270097735.0,9122459259,0.0,1.3151285256,0.5731779607,1.1911594588,-1.9809596433464025,2.250079306795746,0.3535362462,0.4551555881,8.554203555183099,36.9736081677,94.3698355986,139.8976473214831,9.8719064243,0.733060247,1.2500793068,1.698742650750666,1.0297368475580986
