ticker,yearReport,lengthReport,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
SVL,2015,4,0.36955022254826936,0.04255041728273061,0.04021254447976979,482656151,3.0144127094894824,1.5452728140609222,1.0284901015880237
