ticker,yearReport,lengthReport,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
BTU,2016,3,0.2076314785096302,0.04379234738975252,0.03890033291381535,358107668,1.1815514975517638,0.20827591051592534,1.1250799881944444
BTU,2016,1,0.3604733154401035,0.16242649412399654,0.2021018316126262,2014224773,1.159551271531418,0.1910635770685725,1.1492851926111112
