ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
HAD,2024,3,0.8246578874,62800000000,4000000,8.5660270799,0.3740657709,5.3737814872,1188.3708505,19038.1978275,5.3210290848,0.23685157589161687,0.07728353586541827,0.0978448803,0.0580544209,0.0661432083,0.08168710585412216,9677342893.0,5024334064,0.0636942675,2.0834599694,0.2127860179,1.6176106927,0.0,1.6977538331417992,1.5146654879,10.618581024,1.5564139645524575,69.0525435478,13.4729833702,84.08194088255246,5.2858299093,0.6977538331,0.181765858058342,1.90381978275
HAD,2024,2,0.7506629859,57200000000,4000000,8.9694701684,0.3385463322,5.7080239749,1208.56563275,19049.826977,5.875669987,0.2991037383487486,0.07421709410566503,0.0853194618,0.0408847923,0.0583061203,0.08540419953212301,8412420919.0,5562954556,0.0699300699,2.1525725756,0.1562887935,1.5235268805,0.0,1.652559157178113,1.5447664232,10.1614985265,1.0963880103639358,67.9331715668,11.1427845354,80.17234411256393,5.3729274165,0.6525591572,0.1986888868896208,1.9049826977
HAD,2024,1,0.8419320959,61600000000,4000000,11.8677283493,0.3703395037,7.2491942426,-257.099548,18291.26134425,7.357633829,0.17195431204215517,-0.07145123060914349,0.0693918475,0.0222247743,0.0475624424,-0.07160963341631914,6962847299.0,-1030678085,0.0649350649,3.3749876176,0.4845196699,2.3692388143,0.0,1.292523197610536,1.524164017,9.5832834161,1.454760953473645,67.9773977322,7.7642926368,77.19645132247364,5.3694317843,0.2925231976,0.2250165697727481,1.829126134425
HAD,2023,4,0.8356533545,62000000000,4000000,10.3233639335,0.3722523026,28.3258251188,-307.015272,18548.36089225,7.5993935097,0.07446469406319974,-0.04574114540068823,0.0797798945,0.0303108783,0.0638639422,-0.19128398978116617,7672968206.0,-5135604335,0.064516129,3.6183368617,0.1615283417,2.5693698721,0.0,1.261274767560452,1.7710856668,8.9636354072,0.07513288304494949,54.4605173601,4.5356090735,59.07125931664495,6.7021030591,0.2612747676,0.23986834881776425,1.854836089225
HAD,2023,3,0.8697784577,65600000000,4000000,8.8873812567,0.4030909828,5.2288207149,949.84625625,18855.37616425,5.7842260141,0.21211136333850353,0.060712621963583194,0.0970062945,0.0683685124,0.067338552,0.05942363961277032,10703230585.0,3718720740,0.0609756098,2.0828866149,0.0768676934,1.5636045478,0.0,1.6365001799595429,1.4846856181,8.828755149,1.7545193485465473,74.1308019525,7.011620447,82.89694174804654,4.9237292783,0.63650018,0.22684507296437348,1.885537616425
HAD,2023,2,0.9316674327,71200000000,4000000,7.8256305048,0.4496646917,78.3524361378,911.90527625,19105.529908,5.0139986096,0.2624357522008465,0.05834982824865103,0.1192600937,0.1025614759,0.08417041,0.06516468903790573,13464284704.0,4073638298,0.0561797753,2.0604174255,0.095537656,1.4076096871,0.0,1.6350200043873078,1.4648393348,8.3848841364,1.4537093683759754,76.4545779079,6.0382183046,83.94650558087598,4.7740764515,0.6350200044,0.23628847744545897,1.9105529908
HAD,2023,1,0.8929450946,68000000000,4000000,6.0790320668,0.4395930838,9.288627023,-53.287692,19038.12463175,3.8563661096,0.22834403364394965,-0.014586528499947798,0.1474565944,0.1397777652,0.1039085801,-0.027912846246808884,16430908368.0,-407886264,0.0588235294,3.6295068514,0.1773721516,2.2446384377,0.0,1.2550426807350759,1.4369279534,7.9598527169,1.4880267332301265,77.7306197477,9.5843875834,88.80303406433013,4.6957042306,0.2550426807,0.252136189467143,1.903812463175
HAD,2022,4,0.8433111038,64400000000,4000000,6.1152111956,0.4248334766,4.7353559356,36.8491405,19091.41232375,3.7730836524,0.15835837235238392,0.006398316634020441,0.1419756819,0.1333465013,0.1142571641,-0.09671566359931119,16155235166.0,-2228016699,0.0310559006,3.8406541319,0.0870306875,2.7975504136,0.0,1.2375013562306936,1.6446601499,7.1779205466,0.0,68.365359664,2.1518957028,0.0,5.3389611609,0.2375013562,0.2535882233409877,1.909141232375
HAD,2022,3,0.8659343088,66000000000,4000000,6.3409748153,0.4418659345,3.2632634905,1379.110383,19054.56318325,3.6029405495,0.28637549813922103,0.09482069319455452,0.1416012275,0.1422165035,0.0987856574,0.1100119064157491,17060692378.0,6400230046,0.0303030303,2.2657662559,0.1101753111,1.7402610311,0.0,1.5396141635006642,1.4176185955,7.17194584,0.740068967863604,81.9290048948,7.5410795604,90.21015342306362,4.4550766907,0.5396141635,0.2481312381333516,1.905456318325
HAD,2022,2,0.846030357,63200000000,4000000,8.1846372493,0.4438258681,2.6328352856,1433.82600125,18675.45280025,4.0591388317,0.33919307858264325,0.09743764230287187,0.1065937331,0.1024103723,0.0752525602,0.11688667638930472,14453474691.0,6880098978,0.0316455696,2.02924826,0.1545617441,1.4684011944,0.0,1.649023277086901,1.3877399935,6.4042808702,1.0376010566833225,85.5189409226,9.3111182746,95.86766025388333,4.2680603392,0.6490232771,0.27115807537112085,1.867545280025
