ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Dividend yield (%),Financial Leverage,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
ACB,2024,2,1.5497475945,115909772816400,4466657912,7.0599776394,3.4473043599,7.0105209978,1000.4325578627388,16744.662222523,0.6283605751018139,0.2285300774,0.0,0.0229277307,0.0385356455,10.290829538153455,9.2908295382,0.06237988964641699,1.674466222252303
ACB,2024,1,1.4333298662,107199789888000,4466657912,6.7783089662,3.2489888681,3.1434730546,874.3492510379649,16744.2265500273,0.5810322906224457,0.2296713776,0.0,0.0232106375,0.0416666667,9.72443976079817,8.7244397608,0.06244986344029899,1.6744226550027321
ACB,2023,4,1.5326888466,108753410024000,3884050358,6.7781377348,3.3210681107,2.9285012269,1031.469376226867,18268.5481545963,0.6369671852780837,0.2479969029,0.0,0.024187983,0.0357142857,10.13015085511984,9.1301508551,0.06711995627823292,1.5885694046408092
ACB,2023,3,1.4995595341,100208499236400,3884050358,6.7213553953,3.1030020186,2.2716320859,1039.5279741118125,17205.052159625,0.6502650613741575,0.2379142232,0.0,0.0238686591,0.0387596899,9.704558673887666,8.7045586739,0.06655439978718236,1.496091492040817
ACB,2023,2,1.4024478547,88167943126600,3884050358,5.0375189458,2.8477440163,1.739453918,995.3130478953486,16185.985042782,0.618963980176993,0.241404856,0.0,0.0239863156,0.0440528634,10.035334175394313,9.0353341754,0.06827804160647827,1.407476960147379
ACB,2023,1,1.3572089618,84866500322300,3884050358,5.838492592,2.842103388,3.6341689198,1064.6177620954522,16099.2158279324,0.6653140050914266,0.2541541819,0.0,0.0250189415,0.0457665904,9.774858630230705,8.7748586302,0.06600579096504863,1.3999318110305288
ACB,2022,4,1.4419735372,84267005595300,3377435094,6.1561819167,2.9269471862,3.9609321837,849.9106333973564,17302.6753656395,0.4447507730217314,0.2649167736,0.0,0.0241064619,0.0400801603,10.401935188010718,9.401935188,0.06812914251648776,1.3083308404478502
ACB,2022,3,1.4634511741,81565057520100,3377435094,6.1576333479,3.0394697222,5.8519823059,1062.0461682216417,16502.0879598878,0.5946358324008455,0.2637300164,0.0,0.0245156797,0.0414078675,10.067577503872764,9.0675775039,0.06699318240183127,1.2477949307526912
ACB,2022,2,1.2941226522,67379830125300,3377435094,5.728704027,2.6491496073,2.8374127634,1167.4977875977504,15415.8494688751,0.7033310204962552,0.2507127211,0.0,0.0226247951,0.0501253133,10.443214463572229,9.4432144636,0.06962543390334477,1.1656596951407636
ACB,2022,1,1.6815941391,81058442256000,3377435094,7.7889284027,3.2766265384,2.6877969459,973.3821401454295,14272.1715320697,0.6042516439145753,0.236563115,0.0,0.0207412634,0.0416666667,10.966802399327864,9.9668023993,0.07630968173922745,1.0791812122101012
ACB,2021,4,1.8594321892,83490195517500,2701948075,8.694408532,3.543125367,2.0911287872,898.7941043241551,16617.9762725455,0.5065356477933689,0.2390256853,0.0,0.0197526392,0.0323624595,11.754103775493721,10.7541037755,0.0837966999732678,1.0052462016258388
ACB,2021,3,2.0860811932,88623896860000,2701948075,9.1141274869,3.8890290041,3.461298556,778.1848287369475,15723.261447206,0.4651277256044726,0.2489431803,0.0,0.0210856359,0.0,11.282250169218893,10.2822501692,0.08582923942404282,0.9511235656947261
ACB,2021,2,2.1813514813,88083507245000,2701948075,9.0847535168,4.0810426874,13.6023134122,957.9144114381251,14944.8634389467,0.5186441452336261,0.2644114647,0.0,0.0217385162,0.0,11.670940530449975,10.6709405304,0.09171016669165825,0.9040371077336267
ACB,2021,1,2.3329910597,88488799456250,2701948075,10.2546119679,4.5475741842,10.8526997035,919.1149981666468,14037.7734683151,0.5352651063503271,0.2517097592353821,0.0,0.020190466195344925,0.0,11.851373929967398,10.851373672485352,0.09809457508284815,0.8491658807830368
ACB,2020,4,1.9817853453,70250649950000,2161558460,9.1438591322,3.8681490387,6.457299926,1179.4929663850035,16399.3542881093,0.5773772049571849,0.2430753028,0.0,0.0185565452,0.0,12.540286050930199,11.5402860509,0.10671224345250274,0.7936171450418431
ACB,2020,3,1.8451305255,60739792726000,2161558460,9.0666215318,3.4170338496,11.2843041175,959.7575260583052,15229.2749001107,0.5707211634879881,0.2210627295,0.0,0.0168493192,0.0,12.720578451912587,11.7205784519,0.11329146162783718,0.7369932654023226
ACB,2020,2,1.7947294344,55335896576000,2161558460,8.9207525599,3.2286789905,7.8334080289,703.9619923117879,14263.9884928211,0.488972173681677,0.2172573283,0.0,0.0161409759,0.0,12.868276258986272,11.868276259,0.12182530448039394,0.6902799723517309
ACB,2020,1,1.3793786919,40570789558800,1662737277,6.4726808696,2.3885662822,14.615523017,924.4112231447855,17689.123475398,0.4495037789769331,0.2319699749,0.0,0.0166706754,0.0,13.171196977869682,12.1711969779,0.1282655441002449,0.658487074216755
ACB,2019,4,1.1857292421,32922198084600,1662737277,5.4779606741,2.045193274,5.6616944774,931.7413047930362,16698.584547341,0.46529468634435883,0.2463934246,0.0,0.0168617705,0.0,13.819091695031371,12.8126951285,0.13585147460732105,0.6213260013810522
ACB,2019,3,1.6000682016,40584624286500,1656515277,6.8674571244,2.6264958439,16.4925233329,935.2234908486147,15311.8473171799,0.5124707867119855,0.2511064926,0.0,0.0169200031,0.0,14.121225064715937,13.1212250647,0.1376242104604545,0.5678587771823077
ACB,2019,2,1.5986140099,38100894721500,1621314669,6.8363441191,2.546240392,3.773929134,945.3704634309948,14700.2339864724,0.5279851491765082,0.256970075,0.0,0.0167762405,0.0,14.724448884468446,13.7244488845,0.13912234795219627,0.5335914562870155
ACB,2019,1,1.7166775559,38425157655300,1621314669,7.1709397112,2.7021939654,3.1381649973,842.4576833332777,13805.7376695455,0.4781620421909023,0.2638366329,0.0,0.0166426907,0.0,15.002276325203738,14.0022763252,0.14389759931949705,0.5011228851859296
ACB,2018,4,1.7801471926,37414953900000,1247165130,7.525255925,2.6661742558,3.2471277831,1094.6673917991918,16852.5390058011,0.4645848845233995,0.2773131377,0.0,0.0167426296,0.0,15.669179921361312,14.6691799214,0.15383973440922902,0.47055089989170407
ACB,2018,3,1.8657522074,36417221796000,1247165130,8.346752165,2.7337157571,2.3964264012,1049.9187064346484,15650.524161143,0.5108458308478752,0.2456468506,0.0,0.0144601155,0.0,16.024453823669788,15.0244538237,0.16089641426506604,0.4369886475425253
ACB,2018,2,2.0151965772,36916087848000,1247165130,10.2532840556,2.9541347463,3.4575784501,1056.7269468157758,14688.3933485215,0.5296520221745138,0.0,0.0,0.0,0.0,16.920716865882206,0.0,0.17065054076532743,0.4101243560825439
ACB,2018,1,2.0334449499,36872708178000,1084491417,13.2423620721,3.0558198674,2.5701779429,1055.3204774694866,16720.3936363205,0.4823334011853451,0.175354782,0.0,0.009942003,0.0,17.456519957199227,16.4565199572,0.17636654507179841,0.3845662761379609
ACB,2017,4,2.6915361241,45548639514000,1084491417,20.3706021016,3.9819041758,8.8317302904,545.1587635755351,15604.4719683831,0.24814224885995673,0.1407697055,0.0,0.0081781593,0.0,17.735564627371218,16.7355646274,0.1876144161315993,0.3589002631460083
ACB,2017,3,3.1190220076,41013493580800,985901288,22.1065060849,4.0002884703,23.8248308594,554.6163765636545,13337.5140985234,0.25465417047392575,0.1259378063,0.0,0.0072661298,0.0,17.52302291421571,16.5230229142,0.19685490775539366,0.3453005648488086
