ticker,yearReport,lengthReport,Outstanding Share,EPS (VND),BVPS (VND),Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
CAR,2024,3,5059098,205.7912961954878,8431.9166448248,0.30505433104196394,0.08962154687003362,0.11361699922279068,1319869442,1.1029926243521917,0.4694122570234358,1.134597472513875
