ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
KCE,2013,3,0.3664636976,7500000000,1500000,10.5139119999,0.2444336488,-3.3667010455,370.97653733333334,13643.9162506667,2.9823296861,0.24811004033717043,0.057644034284450356,0.0351519759,0.0169631889,0.11898727741330031,6880641106,1148639804,1.5618172813,0.2119704142,1.2493877646,-3.395535562300729,2.013948545161343,0.7296437175,1.0591428395,82.4423107634471,50.6610496378,22.1297787218,155.2331391230471,7.2047461039,1.1145519524999998,1.0139485451,1.2137549746777552,1.3643916250666666
KCE,2013,2,0.292548646,6000000000,1500000,8.4111295999,0.1955469191,-2.6933608364,444.20340733333336,13672.9397133333,2.7705991089,0.2423998000423468,0.06119634113819423,0.0351519759,0.0169631889,0.12055107926388102,6880641106,1312558868,1.5111002578,0.1990185002,1.1318809267,-3.2063838518498122,1.9936963494459095,0.7296437175,1.0591428395,82.4423107634471,50.6610496378,22.1297787218,155.2331391230471,7.2047461039,1.1041578671,0.9936963494,1.2525383626145996,1.3672939713333334
KCE,2013,1,0.3683020692,7350000000,1500000,10.3036337599,0.2395449758,-3.2993670246,-28.84575,13304.2966873333,3.0014185794,0.1689925702116177,-0.008421115802453983,0.0351519759,0.0169631889,0.08573797741326387,6880641106,440531217,1.4786332375,0.1001765409,0.9883532824,-0.9328103710423039,1.9333737603097854,0.7296437175,1.0591428395,82.4423107634471,50.6610496378,22.1297787218,155.2331391230471,7.2047461039,1.0885085327,0.9333737603,1.3178973207976261,1.3304296687333332
