ticker,yearReport,lengthReport,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
NTB,2019,4,39779577000.0,39779577.0,-0.0777042056,-15.5401076998,-3.2459605647,-11220.53445256595,-187.1893497571,0.0,0.0,0.0072522672,-0.3311668307,0.0,-5941559563.0,-3840071700,0.2226331021,7.05913e-05,0.2206114637,0.07503474610291477,-0.7997902683409779,-0.0016559123,-0.2914168557,-7228.10324245622,-875.141692988,-1334.591450335,-9437.83638577922,-0.4170753181,-0.5321156724,-1.7997902683,-0.005110653249247643,-4.665296442488566
NTB,2019,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-684367876,0.0,0.0,0.0,0.017598939064473185,-1.3578960649538028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0067881046384378006,-3.5432429972319714
NTB,2019,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-985460404,0.0,0.0,0.0,0.02673828696089729,-1.4031480771681337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007057077906696534,-3.4378387694595145
NTB,2019,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.114033185068482,0.0,0.0,-0.2796244364714205,0.0,-787361080,0.0,0.0,0.0,0.021575205154808465,-1.4432180764554363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007324736794069019,-3.342498782033303
NTB,2018,4,9626657634.0,39779577.0,-0.0339261289,-1.0289574613,0.6593596054,-1132.7560669888471,-443.6158529151,0.0,42.021147503932085,0.0128424406,-0.1163073346,0.6453500074815555,-2430178694.0,-692028482,0.2287487592,7.97245e-05,0.2266297525,0.009047150437874154,-1.4826286873159564,-0.0038348112,-0.9306504174,-2146.86869683762,-263.3898835627,-399.0665084914,-2809.32508889172,-1.3857783566,-0.8279960285,-2.4826286873,-0.007612120943935458,-3.2496716486427193
NTB,2018,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.361479418721668,0.0,0.0,-0.1665042588053907,0.0,-743069940,0.0,0.0,0.0,0.008238102634062622,-2.3735659882866225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00796801905371437,-3.1363960419438346
NTB,2018,2,15911830800.0,39779577.0,-0.0470529515,-1.9787930651,-0.0280442336,-1897.077556128865,-172.0344538644,0.0,-45.02405129429718,0.0,0.0,-0.4287525372957488,0.0,-718633369,0.0,0.0,0.0,0.009613312443501108,-2.5580156925596906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00868126882446429,-2.9079658443150365
NTB,2018,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.74127552114346,0.0,0.0,-0.32724602278963993,0.0,-701791346,0.0,0.0,0.0,0.009493071628133226,-2.7311670816739873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009385752691173572,-2.7182580887021497
NTB,2017,4,15911830800.0,39779577.0,-0.0470529515,-1.9787930651,-0.0280442336,-1927.9125235042093,-343.7085286106,0.0,0.0,-0.0058592846,-0.1047703869,0.0,-6303103494.0,-833936996,0.1885189763,9.73131e-05,0.1868091326,0.01096654963928428,-2.9364837669438857,-0.0024912943,-0.7659081745,-2503.080003941645,-305.1434467362,-461.9694024936,-3270.1928531714448,-1.1961587375,-2.1451313095,-3.9364837669,-0.010174492594406531,-2.536357138810199
NTB,2017,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1340224296,0.0,0.0,0.0,0.01769365867911528,-3.178504974371483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011136616994913924,-2.343565886459778
NTB,2017,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010074416945424802,21.30523950717048,0.0,0.0,0.7141722188894124,0.0,-2437862155,0.0,0.0,0.0,0.03238583336475741,-3.465928562553856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012279729408049115,-2.1492855059821276
NTB,2017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.087199354499873,0.0,0.0,0.46626293066215024,0.0,-2157692503,0.0,0.0,0.0,0.02904693428729524,-3.781621820919771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013570511705287336,-1.96646182309832
NTB,2016,4,15911830800.0,39779577.0,-0.0400276905,-1.6895131871,-3.879601091,-1780.1654133225197,-254.6182533705,-0.5160476511973546,5.628725584515333,-0.0059857997,-0.1140425957,-0.3738091854157576,-8555247471.0,4702842262,0.1990420333,3.81968e-05,0.1971734935,-0.06237661394276939,-5.206810873115897,-0.0027018799,-0.8500250813,-2101.0188997644404,-262.3649326474,-409.2942200285,-2772.6780524403407,-1.3911920176,-3.2248740654,-6.2068239148,-0.015999481068828536,-1.6862510619280844
NTB,2016,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.598714865695698,0.0,0.0,0.7731724193529927,0.0,-2137333969,0.0,0.0,0.0,0.031065826676203414,-5.80189356187659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018130180271023574,-1.5082345205958323
NTB,2016,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9983615196140306,-40.69481345284916,0.0,0.0,-1.803920275669315,0.0,-11211132650,0.0,0.0,0.0,0.04633900719252539,-6.605170770168884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021345774959735685,-1.3227314945933186
NTB,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.55327041932532,0.0,0.0,3.0642093106541717,0.0,-2691953530,0.0,0.0,0.0,0.039485272503148885,-10.134874765680165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03267550301894035,-0.8640946950190044
