ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
DWC,2024,2,1.1557628081,381392000000.0,31520000.0,19.9554883496,1.456497629,14.1119379165,380.845493464467,10469.2761484772,7.3132663289,0.5884658276463991,0.15377441353946372,0.0604193509,0.1027177714,0.0245316941,0.3576433187499773,98400492815.0,27919077653,2.069435173,0.789201868,1.829329605,-3.76878265533805,2.4051144829862605,0.3361089827,0.4616528381,13.258471556843284,71.5706724226,34.4691270939,119.29827107334329,5.0998542789,2.3625640580000002,1.405114483,1.7068003882082032,1.0469276148477158
DWC,2024,1,0.9813221044,312048000000.0,31520000.0,19.1274229394,1.2610683914,11.5461310226,198.76940717005075,10088.4306550127,8.0974146374,0.579786528791029,0.09225466858808153,0.0524427171,0.0888407437,0.0212201202,0.33170937471829476,87359345372.0,22527092579,1.9644388863,0.2518888396,1.7364706885,-3.5665377125003586,2.4831144212685965,0.3218590023,0.4313708643,13.935281014848256,73.3419632032,37.9155007745,125.19274499254826,4.9766870705,2.4899540325,1.4831144213,1.7557290218958552,1.008843065501269
DWC,2023,4,1.0010454101,312048000000.0,31520000.0,20.6148939821,1.3689787298,5.0432817181,137.66892427030456,9889.6612478426,5.2967197558,0.5286558697949516,0.07520880057006367,0.0497676709,0.0709093357,0.0196645478,0.20714236567339828,135599431150.0,11951499480,1.7345985387,0.1726521268,1.5054602356,-1.6110125241302582,2.4709444854553193,0.2961204281,0.3846532186,15.911631767312924,72.1216690784,39.8508133226,127.88411416831292,5.0608923041,2.4808985191,1.4714200907,1.82417857320099,0.9891564801142132
DWC,2023,3,1.021306912,312048000000.0,31520000.0,213.284205169,1.4295493697,-44.670646136,-110.93434409898477,9693.4622528236,11.4155314278,0.5305974666286883,-0.06009811777400637,0.0048259344,0.0599049943,0.0019269282,0.24443502920794646,62917104683.0,14221807689,2.0097544075,0.0065764604,1.7178275461,-2.3530412731540116,2.496104161386163,0.2874915331,0.3658682758,17.745217104949027,73.2352873354,42.187333856,133.16783829634903,4.9839362045,2.5704088141000003,1.4961041614,1.8936338250449969,0.9693462252823604
DWC,2023,2,0.8669579934,267920000000.0,31520000.0,-73.2601167701,1.2889643486,-38.3535850663,292.07749927030454,9804.3965969226,12.478907744,0.5362604221146227,0.14462600005693307,-0.012172475,0.0459294168,-0.0047409186,0.2651436627181034,52770921385.0,16877930210,1.7403510923,0.1115846195,1.4246180692,-2.22906289958244,2.4352505905458566,0.2694568334,0.3408459794,18.41135238915862,74.3778100326,43.434942605,136.22410502675862,4.9073776149,2.4788291465,1.4352505905,1.9056045441496567,0.9804396596922589
DWC,2023,1,1.2615220197,378240000000.0,31520000.0,-17.8469719947,1.9609711257,12.7869491278,102.89315970812183,9512.3190976523,13.623784244,0.46971448901158575,0.06699842408303466,-0.0708825631,0.024257299,-0.0269177048,0.17001711976639572,57413111042.0,8230017903,1.6447987256,0.0465405361,1.347397677,-1.6098516772427967,2.5114749790277697,0.2449804166,0.3087694131,19.716200682985107,74.2148345022,45.1227767111,139.0538118962851,4.9181541999,2.6257932659,1.511474979,2.009707240009773,0.9512319097652284
DWC,2022,4,1.2646892678,375088000000.0,31520000.0,-24.3936994352,1.9789913176,4.2511607707,-237.61937560279188,9409.4259379442,9.3652092526,0.40820319549994083,-0.1559099824734294,-0.0505349253,0.0132735425,-0.0192568142,0.06945115666480499,89538807122.0,3336365483,1.2677302326,0.0242224401,1.0304270867,-0.5499475845689317,2.5777182251718807,0.2373658411,0.297691613,19.04401629549811,75.5454674992,46.6563648311,141.24584862579812,4.8315274507,2.7181795299,1.5932765865,2.0667380938407987,0.9462735306059644
DWC,2022,3,1.1553854288,340416000000.0,31520000.0,-15.8487394025,1.8719991678,4.5234387792,-273.37621446700507,9347.5300367069,13.1439533749,0.44218232887558195,-0.18043807874924275,-0.070278574,0.0031392695,-0.0254804272,0.08534447529460869,61159503689.0,4075624391,2.9825946256,0.062329685,2.4977823816,-2.2531019007525663,2.7530249334982377,0.2157226654,0.2803696981,18.741306739256597,77.8830235211,48.55284736,145.1771776203566,4.6865155396,3.166415149,1.7530249335,2.1430080752715703,0.9347530036706853
DWC,2022,2,1.8917136832,573664000000.0,31520000.0,-42.6138116644,3.2265511103,5.4104167257,-264.28053765862944,9620.9062511739,13.845972595,0.40573684466328785,-0.17110940327153099,-0.0432452382,-0.0030887079,-0.0153451946,0.031035816117724595,74450987432.0,1510917265,1.1026255921,0.0536288894,0.9148602549,-1.0514845989438286,2.6921201165193045,0.2026675577,0.2705124249,20.848267562126384,76.3164584397,53.2102622084,150.37498821022638,4.7827166965,2.8124251231,1.6921201165,2.137959415528638,0.9620906251173857
DWC,2022,1,1.1835891673,368784000000.0,31520000.0,-620.2296804433,2.0669973942,25.2451960874,-12.070034771573605,9885.1867888325,11.1993699841,0.389860303867916,-0.008443522597915153,-0.0018878732,0.0012271163,-0.0006747895,0.028281572708582843,73751142504.0,1274308607,1.228879847,0.0793313877,0.9700272904,-0.7599781928107104,2.5952987152950833,0.2024794285,0.2798895951,21.92920660666453,76.8242042724,57.9784596861,156.7318705651645,4.7511068088,2.7286772585000003,1.5952987153,2.1108740390466947,0.9885186788832487
DWC,2021,4,1.6166095601,504320000000.0,31520000.0,745.1074121563,2.8186371772,5.4724472374,-131.71542284263958,9897.2568236041,13.8654178337,0.2824007115446064,-0.10289065048264473,0.002172136,0.0005424062,0.000839451,-0.11081818359546435,69456720139.0,-4471548584,1.1921582943,0.1017043114,0.9764971373,1.6518544753289979,2.988987792607963,0.221909065,0.2884667074,21.174370881954445,75.9663561433,63.6125822463,160.75330927155446,4.8047585606,2.7680724812,1.6537201023,2.0985197320081226,0.9931581042544416
DWC,2021,3,2.2351420533,709200000000.0,31520000.0,134.5571382212,3.9548307473,114.9950995881,-19.025581123096448,10066.4742835025,21.3924214502,0.3478223527250353,-0.013721684204850024,0.0167349199,0.0060858397,0.0061970387,-0.01562376447680965,54595336428.0,-682813978,2.8225140869,0.1302081905,2.5575053928,2.606359170141388,2.988936416806777,0.2108448731,0.2992879848,23.730032655892973,75.8418422552,67.6677789926,167.23965390369298,4.8126468074,2.858702214,1.9889364168,2.0990951798993778,1.0066474283502538
DWC,2021,2,0.0,0.0,18348200.0,0.0,0.0,0.0,247.28372843112675,0.0,0.0,0.4086501339185386,0.09202607121526936,0.0205699207,0.0094651537,0.007946663,0.09762035500211791,39110748364.0,4813029314,2.3088070705,0.0503180728,2.0649108103,-17.514077318776664,2.6169238483189985,0.2218351502,0.3102086459,24.01131866421805,76.4108373376,68.2478235287,168.66997953051805,4.7768093207,2.7505816697,1.6169238483,1.7902971839729642,1.0085499864625636
DWC,2021,1,0.0,0.0,18348200.0,0.0,0.0,0.0,115.31061085011063,0.0,0.0,0.3640297058659017,0.04643253571509113,0.013008804991841316,0.005981147289276123,0.005123896524310112,0.049966939459817,20455305216.0,2276790580,2.75732159614563,0.062177274376153946,2.4669322967529297,-13.842793911020538,2.6711350175804984,0.22382159531116486,0.3021985590457916,24.484245917301095,72.43153381347656,58.983802795410156,155.89958252618783,5.039241790771484,2.9153116941452026,1.6711350679397583,1.8443571864764876,0.9941552805425127
DWC,2020,4,0.0,0.0,18348200.0,0.0,0.0,0.0,-42.65506965260897,0.0,0.0,0.3337361214439428,-0.019205057419890075,0.005270287,0.0008913534,0.002090337,-0.03964108760515922,650993052.0,-1615452052,3.176751735,0.1769390788,2.7383291734,49.0163339530521,2.5212618561633136,0.2160320039,0.2904897342,24.324622556588828,77.0137046529,79.6253004557,180.96362766518882,4.7394162071,2.6930745536,1.5212618562,1.8750172105723821,0.9874446733153553
DWC,2020,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37351248624481853,0.012908395527728331,0.0,0.0,0.0,0.04262341175500219,0.0,1882520070,0.0,0.0,0.0,-1.4427204032149399,2.5433070511962312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8961719831657715,0.9831905175602792
DWC,2020,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35817015801269847,0.046345501501351555,0.0,0.0,0.0,0.046839902366544506,0.0,2164831905,0.0,0.0,0.0,-97.58282348547023,2.418074881040522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9064640957074215,0.9813817720717005
DWC,2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30864665184354384,-0.0628471320932744,0.0,0.0,0.0,-0.06824634259738685,0.0,-2619943732,0.0,0.0,0.0,103.01445371009018,3.835217947064871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0184723168742016,0.9333186691497461
