ticker,yearReport,lengthReport,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Interest Coverage,Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
STS,2015,1,0.3390666089730496,0.1974956171459757,0.2534273806696221,4602887452,-513.1424138238573,1.3591545600546546,0.763417459416726,1.5234310326379288
