ticker,yearReport,lengthReport,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
YTC,2013,2,0.11614302858014867,0.041614310985672455,0.04499365689062054,5610493664,12.799488959134687,0.18445352597394965,0.5065223942291579
