ticker,yearReport,lengthReport,Outstanding Share,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
HBD,2013,1,1428300,252.04975145277604,13664.0623648208,-2.9693449519,0.09302566169230855,0.05818697582549115,0.0881820333,0.0646555807,0.051289569182708834,2375450263,317328424,2.7813464716,0.7433530465,2.2013952128,1.4524006847295754,1.3635766955,9.2562191286,92.60067508348465,106.0279108907,63.1146369324,261.74322290658466,3.4424897834,0.4524006847,0.19411763649689612,1.0429285331410671
