ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
BAX,2024,3,1.4130264975,312420000000.0,8200000.0,10.5554860531,4.0821394669,13.7129948807,698.0047843902439,26963.4009467073,8.8200019756,0.603764320652453,0.3066348886716873,0.1373396812,0.0930186078,0.0409361118,0.3489462118628448,33846381411.0,6513421342,0.0656167979,8.0818021833,0.3724232651,6.537204474,0.0,3.2397843849646315,0.1058514931,3.0798705525,45.74547725710347,509.2800917287,32.7019747947,587.7275437805035,0.7166979545,2.239784385,0.11105644824804424,2.696340094670732
BAX,2024,2,1.4010627667,307500000000.0,8200000.0,11.7128821719,4.1709938496,30.0937582076,1076.883267195122,26765.3961623171,9.3464389463,0.5678892718008242,0.4728712776059744,0.0,0.0,0.0,0.34489679209135926,0.0,6440635191,0.0666666667,0.0,0.0,0.0,0.0,3.2960463083039375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11235372547620812,2.6765396162317074
BAX,2024,1,1.6415383327,346040000000.0,8200000.0,10.5154352549,4.5320909054,213.5234739259,706.7276317073171,25707.5933959756,9.5446707111,0.5811443883717172,0.3261782109193242,0.1540098459,0.0868905595,0.0451416539,0.3170980526673881,32366982368.0,5633840569,0.0592417062,6.2993164429,0.7295769863,5.1662948068,0.0,3.451358259057129,0.1047384417,2.944185439,71.07419427610513,248.8286270593,27.0467835006,346.9496048360051,1.4668730215,2.4513582591,0.11700146286331298,2.570759339597561
BAX,2023,4,1.6154306552,340300000000.0,8200000.0,11.8298015992,4.5663840105,-94.4324220951,1127.8817674390243,25689.7440114634,11.6679378145,0.5075503789753434,0.4316453827747551,0.0,0.0,0.0,0.09233942897615414,0.0,1978506646,0.0602409639,0.0,0.0,0.0,0.0,3.4408273829591307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12114772709282737,2.5689744011463413
BAX,2023,3,1.5925088238,346860000000.0,8200000.0,18.9503346844,4.5496802317,-30.3586158817,290.11044463414635,26561.8622440244,17.0155832291,0.4107203718251834,0.1500317501280935,0.0796446727,0.0268463744,0.0243588135,0.1576477506649043,19468953438.0,2499665063,0.0591016548,7.3674125144,0.417531056,6.9962416055,0.0,3.3421702448489885,0.1014593654,2.8254072339,72.43528670932852,115.6522069626,59.5520083204,247.63950199232855,3.1560141357,2.3421702448,0.120945416801289,2.6561862244024392
BAX,2023,2,1.9983440922,430500000000.0,8200000.0,17.4289461675,5.3483908673,10.3496776839,1888.42835,26271.7517993902,21.4523041137,0.5757637340262044,0.7268662526795985,0.0,0.0,0.0,0.38512669084273105,0.0,8204714555,0.0476190476,0.0,0.0,0.0,0.0,3.414714533717995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12629203010913417,2.6271751799390244
BAX,2023,1,1.8343738445,441980000000.0,8200000.0,24.9383805838,5.2825020999,19.469084268,201.6687031707317,29383.3234493902,26.7320439611,0.4002121830201743,0.1037673334949636,0.0730951053,0.010759583,0.0228638278,0.07231184068630855,15511444344.0,1152394343,0.0463821892,5.9018751081,0.5099383116,5.6268077473,0.0,3.2137727112609684,0.1079387812,2.9929927557,65.49682835494538,109.4941575709,66.3746822132,241.3656681390454,3.3335111945,2.2137727113,0.11108039931469874,2.9383323449390244
BAX,2022,4,2.0710295078,507580000000.0,8200000.0,7.8501232066,2.1851164641,7.034776144,-148.05694719512195,29888.5166859756,5.705651191,0.21777973727547129,-0.05246180939454645,0.2742674324,0.2498277832,0.0810195229,-0.2596776144270397,74092522766.0,-6009438435,0.0807754443,7.7813745001,2.1884882682,7.3772965295,0.0,3.1326049465567682,0.2910660587,7.9742607487,17.314238352579565,107.568356966,39.7375993457,164.62019466427955,3.393191179,2.1326049466,0.11269016171962959,2.988851668597561
BAX,2022,3,2.3338214557,574820000000.0,8200000.0,6.063512626,1.8904127831,11.2533408027,1070.1902087804879,30036.5736331707,4.6444793633,0.4321434036753363,0.43639550292043455,0.3868365349,0.376273081,0.1187667745,0.13905802289094576,105498604349.0,2796344085,0.0713266762,7.1179949436,1.7982641463,6.7606952041,0.0,3.169429488487504,0.3809452851,10.3192035664,15.705945245136041,52.0376897296,21.2790279057,89.02266288043604,7.0141468981,2.1694294885,0.11484777560809904,3.0036573633170733
BAX,2022,2,2.5236150102,599420000000.0,8200000.0,6.4587240969,1.9790653799,-2775.3880300786,1037.5252240243904,28966.3834243902,4.7326358582,0.3580323781418076,0.3475211254691135,0.3985532673,0.4039323497,0.1135398709,0.19007090714786595,108731393282.0,4653148939,0.0683994528,4.147375922,0.5862498483,3.9261760194,0.0,3.274921447609624,0.3705399061,10.0853696539,12.013814311575622,88.7669407825,23.8039361579,124.58469125197563,4.1118911701,2.2749214476,0.12272256298151146,2.8966383424390245
