ticker,yearReport,lengthReport,Outstanding Share,EPS (VND),Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Interest Coverage,Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
HLE,2017,2,2200000,192.00350272727272,0.09947254012959486,0.01757308654299134,0.027856722015518434,669597456,-4.544408990544682,5.336938311704378,0.3258523952779214,0.9535214691818181
