ticker,yearReport,lengthReport,Outstanding Share,EPS (VND),Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
DT4,2016,1,1160000,-814.7200741379311,0.07772313582117783,-0.06612878723346442,-0.057704917884767476,-824686102,3.056881607027873,1.027212360369567,1.0094563921551725
