ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
DP2,2024,3,0.736298703,58000000000.0,20000000.0,-3.2748798179,0.3006498004,5.1854272913,-291.06092315,3938.6189165,8.4274345083,0.0435548274240436,-0.1327756150634324,-0.2111901372,-0.0238371718,-0.0389539359,-0.055115208676885914,17654900612.0,-2416390014,0.48972958,0.0519394828,0.3441203169,0.7560077193713003,5.657848122542519,0.4243124675,1.3312245991,48.06691176106831,84.8457052637,48.5204310323,181.4330480570683,4.3019266428,1.4674424093,4.6578481225,1.742462106670301,0.39473834165
DP2,2024,2,0.6856310903,58000000000.0,20000000.0,-3.5280619159,0.3107583729,26.4345311086,-18.20021235,4229.67983965,8.1539685677,0.12350322422654557,-0.006093200607053117,-0.1861683396,-0.0128511997,-0.0358612882,0.05280311608527617,19583535731.0,3154427328,0.5051110737,0.016692533,0.3595759269,-1.0147212387136046,5.435910347404153,0.4071357567,1.244617691,49.53280181336429,90.6805846359,53.2416565625,193.4550430117643,4.0251174104,1.3877916896,4.4359103474,1.6879943884177084,0.423844433965
DP2,2024,1,0.8710227113,74000000000.0,20000000.0,-3.3262423667,0.4043817409,98.2057948588,-69.7038458,4247.880052,12.0944246891,0.08572233865098867,-0.031079695569739198,-0.2406892598,-0.0389305558,-0.0484855325,0.005872322003815223,14710153114.0,263402469,0.5016123856,0.0092299834,0.3185907558,-0.0953178172454561,5.400524617729463,0.3988177904,1.1827233477,41.95842034043514,90.4729744753,54.3623507285,186.79374554423512,4.0343539285,1.5037261752,4.4005246177,1.7243547761349465,0.4256644552
DP2,2023,4,1.1117328843,96000000000.0,20000000.0,-3.9917948044,0.4968427658,33.3938130769,-506.563698,4317.5838978,13.4584926866,-0.0061249482419743,-0.22777848235302225,-0.2440277381,-0.0390147076,-0.051262255,-0.12078119912535716,14709946318.0,-5372181801,0.4644447736,0.0143844406,0.2941221264,1.2055493330166098,5.212672453137257,0.4118574672,1.1887289949,28.496561714551863,97.3064268295,55.2052473138,181.00823585785184,3.7510369242,1.4766096588,4.2166955455,1.75776162227439,0.43296874335
DP2,2023,3,0.8907326583,86000000000.0,20000000.0,-4.9550603935,0.4026387619,40.4237451614,-227.51328305,4827.4866315,9.6842097722,0.09542444474455675,-0.1211232580789732,-0.1667438122,-0.0127203598,-0.0365473694,-0.013305208495588956,19410329739.0,-499839868,0.4848916581,0.015950812,0.3172150225,0.12497279470753996,4.77380854336224,0.4497689731,1.2943803453,34.57788446139606,87.5777756013,58.2701969629,180.42585702559606,4.1677240315,1.3198917213999999,3.7738085434,1.6307206469040243,0.48362511315
DP2,2023,2,0.9891197002,100000000000.0,20000000.0,-5.9555523031,0.4251693333,246.354375887,-308.5854989,5054.99991455,10.4956475439,0.05281499885193434,-0.11002317592284007,-0.1547438938,-0.0103116848,-0.0345790473,-0.032873156464620315,19425254899.0,-1844007738,0.4766054622,0.005255282,0.3146801353,0.47307400720421117,4.566609393656987,0.4843654249,1.396267923,31.511217753491096,85.376328466,65.1312980155,182.0188442349911,4.275189699,1.2528876369000002,3.5666093937,1.6011119550020576,0.506376441455
DP2,2023,1,0.8576352655,92000000000.0,20000000.0,-4.9328221201,0.4207208424,-156.1615061813,-156.4651028,5363.58541345,32.1749514953,0.07274623526169303,-0.05661017622474224,-0.1653591603,-0.0187785679,-0.0375215025,0.004874238600133515,6112370546.0,269438569,0.5534573025,0.011020505,0.3340270089,-0.08129419158859087,4.519832197975091,0.4399280448,1.2732764611,31.516493667419034,100.8178214205,80.8151019698,213.14941705771903,3.6203916615,1.3596150565,3.519832198,1.557009592889365,0.537234991345
DP2,2022,4,0.940527036,104000000000.0,20000000.0,-4.3789013667,0.5525939478,28.5088575893,-175.2358308,5528.81501625,19.2532575109,0.06960191477916729,-0.054209774967920635,-0.1939564973,-0.0446407793,-0.0487324683,-0.007791102406329466,10798434209.0,-503702627,0.5392688402,0.0154193692,0.3131612616,0.12498153492435253,4.415426295523265,0.3861690362,1.0507482887,29.562153857644557,94.0161126852,69.3613988599,192.93966540274457,3.8823132501,1.3227206571,3.4033062877,1.5587890128335626,0.55451918188
DP2,2022,3,0.988912079,113140000000.0,20000000.0,-4.5156323182,0.6650864965,-140.9662621273,-199.2662648,5720.4276496,-437.1907095326,0.06969212952051496,-0.06734621453898286,-0.2030573008,-0.0477633076,-0.0503154251,-0.000854002677300545,-496453904.0,-50537042,0.5860013414,0.018526747,0.3529499095,0.014254284368095293,4.4098427333424866,0.341618663,0.9551308675,34.94878948041466,111.3878717368,97.3706114459,243.70727266311468,3.2768379026,1.4083803388,3.4098427333,1.4987741871535618,0.57204276496
DP2,2022,2,1.0980297451,130000000000.0,20000000.0,-5.1189813135,0.9076675993,-131.5810534644,-401.5618667,5919.6939144,31.0049599434,0.0073479264834686794,-0.20298051661143487,-0.1958716026,-0.0562063591,-0.0508089045,-0.09475613935186077,7542744406.0,-3749172860,0.5855949296,0.0187097902,0.3324060661,0.9027597668906964,4.294153010667358,0.2865474463,0.7833207048,42.583410325558646,122.3790869211,111.4913459906,276.45384323725864,2.9825357353,1.3609720279,3.2941530107,1.4807787719778527,0.59196939144
