ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
ABI,2024,2,1.1335529949,1832269373100.0,71233550.0,7.7282934178,0.8753661472,18.9915613299,1080.1082730679575,22691.4843115077,-2.6896342515,0.13861640127622246,0.1505672368,-0.3954240759,0.0591831061,-0.3034832851609411,-625079935068.0,-168450396649,0.054428116,1.5721478017,0.05961012,1.5700406617,2.5674881722122533,0.5225063947,0.0,28.236126377804236,0.0,0.0,28.236126377804236,0.0,1.5674881722,0.08496078525959004,2.2328441877396252
ABI,2024,1,1.2215962332,1956215750100.0,71233550.0,7.9926238095,0.9718347998,18.4449698754,971.140642688733,22480.4229533977,-3.124475993,0.15317115052267016,0.1585778334,-0.3722474184,0.0623367037,-0.30739501411872144,-582973990787.0,-138831035482,0.0509795354,1.5914678958,0.0555960631,1.5897295936,2.5132935533785443,0.5126733705,0.0,25.003177659157597,0.0,0.0,25.003177659157597,0.0,1.5132935534,0.08758921645603614,2.212075730275895
ABI,2023,4,1.1412282216,1748569951850.0,71233550.0,7.0989996825,0.866308191,11.1281450654,477.9658070810735,21509.2823107089,-2.8708474066,0.06164162413213018,0.1684304542,-0.3793615777,0.0653908257,-0.33793668196018684,-568708643045.0,-186656311726,0.0814763515,1.5590374781,0.0481723361,1.5576096529,2.582945926990189,0.5358479303,0.0,21.698802903941385,0.0,0.0,21.698802903941385,0.0,1.582945927,0.09090146892275308,2.116515399812824
ABI,2023,3,1.1890700344,1841316033950.0,71233550.0,6.9360952006,0.9417405989,10.778768067,799.0750572447955,21738.8372856189,-3.5155752297,0.12656060874028413,0.1800954168,-0.3241636122,0.0708386977,-0.32289701772707974,-490793597726.0,-145223748266,0.0773724322,1.5923442546,0.0494630309,1.590571989,2.5130739285260684,0.521740224,0.0,17.814630525744764,0.0,0.0,17.814630525744764,0.0,1.5130739285,0.08781468718184515,2.139103630906837
ABI,2023,2,1.295784627,1932809971950.0,50399217.0,7.0949102727,0.9765798587,10.8777170258,1678.7301821177102,29595.9677247168,-3.8512407446,0.17640723124105515,0.1955410912,-0.3226203602,0.0761182357,-0.2614439495968024,-469659604524.0,-125391154241,0.0521512386,1.5714612125,0.0530127195,1.5701489177,2.568619178585025,0.5418754985,0.0,16.50554925974728,0.0,0.0,16.50554925974728,0.0,1.5686191786,0.08833520468035573,2.060474570214147
ABI,2023,1,1.2731468611,1863057455622.0,50399217.0,8.0385960851,0.954422296,9.3680462737,1403.5400566242924,29035.142080243,-3.8092644622,0.15181598566024435,0.1730770038,-0.3215422238,0.0663180733,-0.2660850231480395,-459284477430.0,-123979970333,0.054103771,1.5845188095,0.0509584386,1.583659866,2.5223480263596976,0.5473223566,0.0,16.31306341038589,0.0,0.0,16.31306341038589,0.0,1.5223480264,0.08955740164073896,2.0214298263655732
ABI,2022,4,1.1250885842,1566810858096.0,50399217.0,7.2091893527,0.8133530813,11.3136315529,1055.64576263159,27631.6020236187,-3.3278179505,0.10718830113650304,0.0,0.0,0.0,-0.21634341382866756,0.0,-107383681448,0.0643335049,0.0,0.0,0.0,2.5677034928153644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0937758059837797,1.923812982319118
ABI,2022,3,1.2416582851,1663174161000.0,50399217.0,11.0985181899,0.8840269587,13.8525682133,1378.3703749207057,26577.3606118127,-3.2518962909,0.1449520556336493,0.1190832581,-0.3723525129,0.0446942692,-0.25971661570503135,-487761669319.0,-124470110769,0.0606060606,1.5367536034,0.0354656533,1.5355300988,2.6213669836580618,0.5498231046,0.0,18.37294959774714,0.0,0.0,18.37294959774714,0.0,1.6213669837,0.09857022264895203,1.8503188067176164
ABI,2022,2,1.280633487,1627443081635.0,41999615.0,8.1182005947,0.8788176988,11.3449550604,1026.5265633982597,30257.6813683173,-3.3160780046,0.09373670242396907,0.1627295933,-0.3725994731,0.0609029431,-0.2493658235776039,-463557177874.0,-114694544714,0.0516142352,1.4819597311,0.0407112306,1.4802264117,2.7444494072952903,0.5490686541,0.0,19.489862532484622,0.0,0.0,19.489862532484622,0.0,1.7444494073,0.1054089814083056,1.755463803903069
ABI,2022,1,1.5227680155,1965833979690.0,41999615.0,8.0792876442,1.0832843707,14.8267167184,1335.3214854707596,30737.4462316381,-4.3489333715,0.12504757954593043,0.2031951528,-0.3485366538,0.0755877141,-0.2498033524515497,-440376971399.0,-112035103290,0.0427295646,1.5147319855,0.0242906686,1.5134617642,2.6156445671844786,0.5501855658,0.0,18.132988294187378,0.0,0.0,18.132988294187378,0.0,1.6156445672,0.10593416391963716,1.7832983838793786
ABI,2021,4,2.110833844,2606622105745.0,41999615.0,9.8005138482,1.44920807,19.4963191849,-374.58779910244414,29402.1247461673,-5.4819644886,-0.034335671027647,0.2390799241,-0.3801473271,0.0864732682,-0.3220403211668557,-460281287167.0,-147558301914,0.0225577236,1.4914972059,0.0274949571,1.4898317218,2.679644006768727,0.570725613,0.0,12.799225690255103,0.0,0.0,12.799225690255103,0.0,1.6846634269,0.1129136049421308,1.7070444157462694
ABI,2021,3,1.8321749219,2293052980155.0,41999615.0,6.8093510461,1.2915496305,15.3564223847,2903.4657629123503,29799.0106446214,-5.2509661315,0.26766097202418854,0.3032678009,-0.3426112254,0.1097253381,-0.21777236330598515,-420813330362.0,-99215547214,0.0256424346,1.5188217686,0.0404039968,1.5176073489,2.648814649800583,0.5645844856,0.0,12.842686186089258,0.0,0.0,12.842686186089258,0.0,1.6488146498,0.1067682854031018,1.7288530453470181
ABI,2021,2,2.1519268051,2430821964000.0,36841800.0,8.5248572769,1.3918121193,15.0694381234,2361.962396652715,30660.894154113,-5.215334228,0.20424281107845943,0.2743236016,-0.4049832171,0.0969173898,-0.2139112418126528,-449808198356.0,-91138242516,0.0212185511,1.4557018008,0.0412133288,1.4544327385,2.824131753909439,0.5755266728,0.0,10.01170600069443,0.0,0.0,10.01170600069443,0.0,1.8241317539,0.11934208112257194,1.5604022975642944
ABI,2021,1,1.7008653024,1913563092000.0,36841800.0,6.7738881368,1.0970585831,8.9928796823,2176.134993974236,30537.3975985158,-3.8162356445,0.18586346503907003,0.283826624,-0.4366725254,0.0987164506,-0.3047095752227023,-484040072081.0,-131437335277,0.0269541779,1.4866549028,0.0338497183,1.4857198129,2.742315702969859,0.5909557689,0.0,10.144583661052112,0.0,0.0,10.144583661052112,0.0,1.742315703,0.11720892370838451,1.5541172783431814
ABI,2020,4,1.5108988834,1578707971800.0,36841800.0,5.5570896975,0.9277510323,5.4617200647,1517.6522802088932,28361.2626045416,-3.1454352312,0.12859960535187234,0.3027136034,-0.4623718118,0.1054545049,-0.24610596272891294,-477636072454.0,-107002917606,0.0326713496,1.4390092623,0.0300981359,1.4380912582,2.8597911788388886,0.6124044556,0.0,7.134799421191537,0.0,0.0,7.134799421191537,0.0,1.8594738677,0.12643135178905787,1.443368706539074
ABI,2020,3,1.5345552862,1517624267400.0,36841800.0,5.7600346902,0.9369949059,5.357016879,1927.2838052701009,26843.6076369504,-2.9913000556,0.16621985776923795,0.289391526,-0.4928271815,0.0989796548,-0.29939070791852174,-481827165046.0,-127891571387,0.0339863569,1.4193629201,0.0404731528,1.4179125328,2.907097570744236,0.5899171852,0.0,9.270578655929086,0.0,0.0,9.270578655929086,0.0,1.9070975707,0.12682484753848405,1.3661319471334785
ABI,2020,2,1.3639196748,1292226135000.0,36841800.0,5.2291771782,0.9171735549,4.4273075755,2287.6576753850245,25716.3238045101,-2.939809202,0.19900311752866381,0.2813461835,-0.4445019903,0.0962705445,-0.29502344951894977,-415074199443.0,-124947777193,0.039914469,1.3942730382,0.0376784466,1.3928481136,3.0165661353853657,0.5321480871,0.0,10.196046099903716,0.0,0.0,10.196046099903716,0.0,2.0165661354,0.13458178577558627,1.3087619215463089
ABI,2020,1,1.2975959642,1205058436200.0,36841800.0,4.7546879944,0.7990353246,10.0404244493,2220.8673577838217,25207.3841960219,-2.3636368771,0.21113217682955948,0.3022914972,-0.5173734829,0.1034640539,-0.3181168859200642,-475746465336.0,-123280889297,0.0428016754,1.4283641595,0.0460068031,1.4269576098,2.8856629624130044,0.5969016492,0.0,7.750865345129993,0.0,0.0,7.750865345129993,0.0,1.8856629624,0.13955448002943857,1.2828608329996167
ABI,2019,4,1.1245521702,1002060118200.0,36841800.0,4.2621900801,0.6910718683,3.7138763608,940.5337482424854,24186.5168382381,-1.9646372308,0.09788971675160073,0.2957705109,-0.5357286803,0.1029797489,-0.31433877968722074,-471150427377.0,-111269494517,0.0,1.4152609063,0.0284166718,1.413561456,2.8832340555167266,0.6157702066,0.0,8.224730623783387,0.0,0.0,8.224730623783387,0.0,1.8835621349,0.13735216728544095,1.2310464244047146
ABI,2019,3,1.2826506591,1098622476000.0,36841800.0,4.4218693857,0.7557985261,-45.4784534855,2003.522583207118,23248.7308897231,-2.1502934021,0.21279802820098934,0.3203517309,-0.5633980666,0.11054821,-0.2947095166425854,-475377931080.0,-102226064904,0.0402414487,1.4170046017,0.0469822279,1.4153390315,2.8990477155804237,0.6270596103,0.0,8.111581719900546,0.0,0.0,8.111581719900546,0.0,1.8990477156,0.1449187225453199,1.1831805332693297
ABI,2019,2,1.3650136813,1068412200000.0,36841800.0,5.2485038798,0.0,16.0798186152,1930.6579177998904,21245.208306516,-2.1524842465,0.18101623790962848,0.2759269899,-0.5972168043,0.0949184397,-0.36570459164281094,-460133896302.0,-143700754903,0.0413793103,1.3763259424,0.0490045688,1.3745826061,3.033067104243103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0330671042,0.1611892953290213,1.0812167344856285
ABI,2019,1,1.3191969799,1070770075200.0,36841800.0,5.7344552177,0.0,8.2919593932,1710.1093459874382,22031.5847011547,-1.5412012146,0.1882892974169043,0.2625644698,-0.5386925681,0.0914424262,-0.35926372960223124,-428827275141.0,-120213283680,0.0412881916,1.4359617747,0.2799835946,1.4336924782,2.8035051577525043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8035051578,0.15673466421595383,1.1212372089955003
ABI,2018,4,1.1465702954,858413940000.0,36841800.0,5.153716554,0.0,3.1714689111,1311.4684906274938,20321.4753551672,-1.1180069367,0.13485509820440617,0.2443004288,-0.5461575247,0.0873886485,-0.3249473269652201,-401207691439.0,-116424478279,0.0,1.3939685007,0.1515565362,1.3914810007,2.857394000632666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8585083177,0.17274447818147232,1.0344357208383552
ABI,2018,3,1.2766031383,894297853200.0,36841800.0,8.5928654885,0.0,2.2927331745,746.8505178085761,19014.5232073894,-1.3827689467,0.10732144800848695,0.1571961163,-0.5300870957,0.0558071739,-0.3397663553616303,-363962570660.0,-87110072455,0.0494356101,1.3696592784,0.2879376941,1.3676629234,2.9390454433554596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9390454434,0.1862982450593132,0.9676921211353504
ABI,2018,2,1.4780207889,994728600000.0,36841800.0,7.7781622148,0.0,2.7836346877,1459.2152923309936,18267.6726895809,-1.9797728963,0.16878080421341085,0.0,0.0,0.0,-0.3563348439789872,0.0,-113499893153,0.0444444444,0.0,0.0,0.0,2.8982991930877158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18564257613601687,0.9296832079553264
ABI,2018,1,1.2917339118,876834840000.0,36841800.0,7.2544438435,0.0,3.2253618567,1150.1187490839209,18424.8472403421,-1.4850101051,0.15083133938832138,0.1878822304,-0.4951954579,0.0707151147,-0.3262680771263395,-339555711628.0,-91657186010,0.0,1.4496775922,0.3123688715,1.4471302339,2.7036380273743696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7036380274,0.17956899949176516,0.9671602014497508
ABI,2017,4,1.6058685381,1024202040000.0,36841800.0,8.230095,0.0,3.5750354794,-442.4761313779457,17311.5042360526,-1.9378303251,-0.09442420815849212,0.2038097399,-0.5309292821,0.076927885,-0.45802417605205464,-341586002577.0,-79074369837,0.0,1.4368978224,0.1231091214,1.4339979948,2.723567440922826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7235674409,0.19400591487536864,0.908718411932299
ABI,2017,3,1.3329391947,871198044600.0,36841800.0,5.3653977958,0.0,2.7843249685,1413.5253998990277,17740.4941607105,-1.4455970929,0.19370135818469267,0.263106513,-0.5334431972,0.1023752924,-0.2697785310243038,-352056407376.0,-72530250447,0.0507463949,1.4696697862,0.3521085803,1.4674288358,2.5261684470385117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.526168447,0.19118067005120964,0.9312370237036679
ABI,2017,2,1.8019491234,1086759416400.0,36841800.0,7.4029601387,0.0,3.2608737172,1262.7169402146476,16370.0515270789,-2.3327079199,0.16355211972404818,0.2470726799,-0.5937340318,0.095156969,-0.3636844990264414,-361982135836.0,-103446418978,0.0406807241,1.4078766649,0.2325735352,1.4061289212,2.67542401667072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6754240167,0.2083933149291804,0.8592995169048959
ABI,2017,1,2.1160812219,1329178460400.0,36841800.0,10.1029656606,0.0,3.79762181,1252.0458008023495,17049.4400816053,-2.7570620015,0.17575713134645055,0.2266530378,-0.5342856954,0.088652006,-0.35807879048657854,-338939101086.0,-93978108333,0.0332612673,1.5083538495,0.4013044589,1.5068207147,2.518113388889097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5181133889,0.20148556031010445,0.8949620959584483
ABI,2016,4,1.9860151515,1159300920600.0,36841800.0,10.7580913805,0.0,0.0,617.5804877611843,15844.2899976842,-3.3974874451,0.09166393161716122,0.191780356,-0.5226004,0.0783177058,-0.36121239987846115,-307576276450.0,-89659967360,0.0381351892,1.4502595334,0.1212370317,1.448403072,2.5660712084004866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5660712084,0.21996209648024398,0.8317011536701351
ABI,2016,3,1.5853293405,918429232200.0,36841800.0,8.631400061,0.0,2.2042886388,977.5441035182863,15724.8083182146,-2.705817936,0.15261245738297438,0.1924722323,0.0,0.0782532274,-0.34855743443343656,-297179953813.0,-82254859687,0.0481367083,1.4446080955,0.3094423649,1.4433955999,2.6309336868611717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6309336869,0.22464137974751847,0.8002710848929608
ABI,2016,2,1.3807293072,757062148200.0,36841800.0,8.2154341699,0.0,2.2563294517,836.1231654533709,14882.7144416316,-1.9839711715,0.13366290758592422,0.169914766,0.0,0.0712579611,-0.34825367611244923,-283157345752.0,-80259398755,0.0583970023,1.4750703689,0.2280363501,1.4735545345,2.5147148619038577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5147148619,0.23188964395279402,0.7812259667462107
ABI,2016,1,1.3123953326,736651791000.0,36841800.0,8.9024764953,0.0,2.2068258681,594.6747188519562,15235.5006932895,3.2360595705,0.11367457618982758,0.1561214902,0.0,0.066940472,-0.32414918167175777,-263750566815.0,-62474372449,0.0600150038,1.5517566243,0.4543433745,1.5503682371,2.3667965873777206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3667965874,0.22945243268418403,0.7997444824099431
ABI,2015,4,0.9755131842,543400000000.0,38000000.0,6.6407957029,0.0,4.5611518659,553.2374509210526,14658.9510338947,4.0737682608,0.10972584827047537,0.0,0.0,0.0,-0.41467973487985854,0.0,-79450938839,0.0,0.0,0.0,0.0,2.321938721592344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2414705984974926,0.7694801400546333
ABI,2015,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11684160597188335,0.0,0.0,0.0,-0.3755691332340963,0.0,-68504036313,0.0,0.0,0.0,0.0,2.33125794420027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25377398772686316,0.7404395060942718
ABI,2015,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12169518788663355,0.0,0.0,0.0,-0.35220340551267515,0.0,-61078802797,0.0,0.0,0.0,0.0,2.30555692685925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2637752363494439,0.7109997158322598
ABI,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13378737278866015,0.0,0.0,0.0,-0.34863917476447487,0.0,-47918356723,0.0,0.0,0.0,0.0,2.3089760735003493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2723018401536921,0.6987107833710333
ABI,2014,2,0.9412720851,429400000000.0,38000000.0,7.3752613828,0.8439943642,9.3372780228,503.1461005526316,12005.0304032895,2.2225390966,0.11897434784263163,0.1251129331,0.0,0.0581819052,-0.3993972628434771,82912416295.0,-64184396070,0.0,6.2746432113,4.6428210096,6.2605969068,2.2573132076670213,0.5084237256,4.8335985298,174.86624993403697,1.823678591,110.6320658591,287.321994384137,200.1449168637,1.2573132076,0.2367171805228598,0.6301700888913446
ABI,2014,1,0.7158091091,346674000000.0,38000000.0,6.0785612671,0.7251254708,22.8218060397,539.4524977631579,12745.0180276842,-2.8770772328,0.20261732541304908,0.1232288254,0.0,0.0516476113,-0.32058695139471116,79896143412.0,-32434414927,0.0,7.6599844585,5.3823171514,7.6466286223,2.2172432574055296,0.4329501338,4.698277634,294.91533610364905,1.7399399676,301.5635138791,598.218789950349,209.7773525417,1.2172432574,0.22644130285340505,0.6690136445824283
