ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),Net Profit Margin (%),ROE (%),ROA (%),Dividend yield (%),Financial Leverage,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
KLB,2017,3,0.856859529,2963777200000.0,296200000.0,11.5522548859,2.4803579215,1.7495320063,146.51586765698852,11677.5266666667,0.16093002558682834,0.074667494,0.0078000076,0.0799520288,9.8214396427554,8.8214396428,0.4001141223398334,0.9590560635477241
KLB,2017,2,0.8114893277,2768877600000.0,296200000.0,13.5556525996,2.5135670537,1.0277808566,160.49628629304524,11519.56,0.17112424587118977,0.0605460093,0.0066263431,0.0855798032,9.980658694139938,8.9806586941,0.39811705771169503,0.9460825209620719
KLB,2017,1,0.9105764733,3075444600000.0,296200000.0,8.3016465926,1.5569632519,3.1099715036,196.41796083727212,11402.6666666667,0.26415822523303806,0.11140885,0.0128395275,0.0770490224,9.417721293264734,8.4177212933,0.39070772918615526,0.9364822637054007
KLB,2016,4,0.0,0.0,300000000.0,0.0,0.0,0.0,358.12666666666667,11212.9533333333,0.45116615015075545,0.0359168222,0.0043386394,0.0,9.05233054865712,8.0523305487,0.3910593284076809,0.9209014195880804
KLB,2016,3,0.0,0.0,300000000.0,0.0,0.0,0.0,-29.653333333333332,10846.5866666667,-0.05169868777386473,0.0101447427,0.0013020643,0.0,8.034109337589049,7.0341118066,0.38121259000908736,0.8908126014398119
KLB,2016,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.233810418294352,0.0,0.0,0.0,8.154610449960886,0.0,0.3489207706889068,0.8930987811007696
KLB,2016,1,0.0,0.0,300000000.0,0.0,0.0,0.0,215.48,11467.3633333333,0.33106966167839474,0.0465686156,0.0063580877,0.0,7.496221014479062,6.4962210145,0.32093282704626375,0.941795694556739
KLB,2015,4,0.0,0.0,300000000.0,0.0,0.0,0.0,67.51666666666667,0.0,0.09358900311886335,0.0,0.0,0.0,7.50656188052993,0.0,0.3110951823218898,0.9234914741650556
KLB,2015,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11035838825137871,0.0,0.0,0.0,7.170195788041404,0.0,0.32529015917636905,0.9146391324674475
KLB,2015,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24033750291648612,0.0,0.0,0.0,7.1163701981790775,0.0,0.30866231830175533,0.9101103011740429
KLB,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3632606519909775,0.0,0.0,0.0,6.1652332774067835,0.0,0.27987266697259794,0.9455533405903044
KLB,2014,4,0.0,0.0,300000000.0,0.0,0.0,0.0,-99.26685489,11213.69037841,-0.16807346161853917,0.0,0.0,0.0,6.867773465216699,0.0,0.2847989389251799,0.9209619518882894
KLB,2014,3,0.0,0.0,300000000.0,0.0,0.0,0.0,131.59220348333332,11337.4185433533,0.22345169357830358,0.0905782485,0.0156897257,0.0,5.682041644170398,5.1490001939,0.26835741414113023,0.9311235426264426
KLB,2014,2,0.0,0.0,300000000.0,0.0,0.0,0.0,197.22724718666666,11145.1984991933,0.27232161666110155,0.0905782485,0.0156897257,0.0,6.546889784021447,5.1490001939,0.25232946882793333,0.9153368264707619
KLB,2014,1,0.0,0.0,300000000.0,0.0,0.0,0.0,338.1777154966667,12000.1976602733,0.47876449799724435,0.0905782485,0.0156897257,0.0,6.0682633585888235,5.1490001939,0.19346640836973675,0.9855565016784107
KLB,2013,4,0.0,0.0,300000000.0,0.0,0.0,0.0,102.29439397333333,11585.68590787,0.19714049784469176,0.0905782485,0.0156897257,0.0,6.149000193924991,5.1490001939,0.19038460692761744,0.9515133330433108
KLB,2013,3,0.0,0.0,300000000.0,0.0,0.0,0.0,411.53768116333333,11562.0629554833,0.4304775196346474,0.1017318852,0.0192711482,0.0,5.48386788003146,4.3938210814,0.1919654189059796,0.9495732188074767
KLB,2013,2,0.0,0.0,300000000.0,0.0,0.0,0.0,284.4245129533333,11198.52109218,0.27792011835290864,0.1017318852,0.0192711482,0.0,5.620203839798096,4.3938210814,0.1791638106027287,0.9197161233533737
KLB,2013,1,0.0,0.0,300000000.0,0.0,0.0,0.0,246.49910189,11482.89196193,0.25959132030153664,0.1017318852,0.0192711482,0.0,5.457845278166499,4.3938210814,0.16712033492963288,0.9698692788939833
