ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),Net Profit Margin (%),ROE (%),ROA (%),Dividend yield (%),Financial Leverage,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
KLB,2024,2,0.7542212175,4630221375302.0,361481878.0,6.6854297199,1.3971805386,-2.345255571,744.928076311477,16983.080960977,0.29299762253208494,0.1177313181,0.0078753231,0.0,14.931916952974682,13.931916953,0.22432838427150925,1.6806407242573365
KLB,2024,1,0.7178219523,4262955787254.0,361481878.0,7.310899143,1.5175699929,-1.5327554058,472.1509165115049,16428.8650730093,0.2784732057197679,0.1018133055,0.0067309916,0.0,14.747401341396328,13.7474013414,0.22721548369628086,1.6257956820951298
KLB,2023,4,0.740975449,4266209124156.0,361481878.0,7.4326277105,1.533281696,-6.7059046849,175.38085270210973,15927.6532252607,0.11684166099939365,0.1049222329,0.0066459185,0.0847314015,15.105814305300962,14.1058143053,0.2348222979256136,1.5761959042490468
KLB,2023,3,0.807547857,4599495415672.0,361481878.0,7.1285806766,1.6727220084,-1.4538881059,523.4978888761887,15756.3417328489,0.41579692121094936,0.1185758635,0.007514333,0.0785916378,15.02073027189959,14.0207302719,0.23746969607587007,1.5592429690694922
KLB,2023,2,0.8129964817,4484905660346.0,361481878.0,7.6301939714,1.6315487635,59.4428810627,442.04152330977985,15260.828649341,0.36921249763162395,0.1114081032,0.0069450571,0.0805996615,15.663532923787182,14.6635329238,0.2483416607556259,1.5102071392657481
KLB,2023,1,0.9129453893,4902417229436.0,361481878.0,8.1044420658,1.7483681251,-0.5338036541,446.9435671129273,14855.2149549251,0.26589446970706876,0.1180661879,0.0074253232,0.0737354373,15.966731540733322,14.9667315407,0.2537639963269273,1.470067726710494
KLB,2022,4,0.8009183179,4151619368830.0,361481878.0,7.6243517174,1.588663498,-0.4279673001,372.4446734228818,14339.7893932597,0.24301892786616558,0.1104170124,0.0064218944,0.0870700914,16.544604359849014,15.5446043598,0.2659570404512408,1.4190613638927907
KLB,2022,3,0.8791747989,4425622632354.0,361481878.0,8.5803799291,1.8314949776,-1.0124155424,364.6102557871518,13925.5583927225,0.22391622339295938,0.1063231787,0.0064669548,0.081679327,16.016777658871355,15.0167776589,0.26989411854217765,1.3780691852443883
KLB,2022,2,1.6945187116,8314083194000.0,361481878.0,18.832341484,4.0410336242,1.1380473288,489.4048934868043,13573.1755825392,0.35000623205810255,0.0932173449,0.0056213885,0.0434782609,15.028140672587163,14.0281406726,0.2801357476484559,1.3431974854224769
KLB,2022,1,1.8259663424,8736655509382.0,361481878.0,25.190894377,4.6618917394,0.5932154718,279.8978487104131,13236.2790258603,0.2281563797329629,0.0747708765,0.0046129316,0.0413753155,16.896481997209843,15.8964819972,0.29049099468615946,1.3098583007175626
KLB,2021,4,2.5444387832,11906490097564.0,361481878.0,15.4574939396,5.1346242092,0.6113997077,292.94691226540544,12945.0943042849,0.256123428781506,0.1791834897,0.0109177686,0.0,17.913019506489803,16.9130195065,0.29988094670767745,1.2810427458435263
KLB,2021,3,2.0317499633,9292253155868.0,361481878.0,13.7636095737,4.5536086345,0.5711102813,159.0536165135227,12652.1473920195,0.1978179641213022,0.1547533868,0.0105781588,0.0661324204,16.560700702871877,15.5607007029,0.3149373721171561,1.252052805094262
KLB,2021,2,1.6054904491,7250438216340.0,319895796.0,11.1366675376,3.6532689068,15.5228049554,257.11497627808774,14117.1814586773,0.2640296868880771,0.1551538683,0.0110747683,0.0750055151,13.358654631604285,12.3586546316,0.3224478064457985,1.2363129057281073
KLB,2021,1,1.5991891675,7104885629160.0,319895796.0,11.7360861431,3.8305338244,1.7653249612,1640.012174464462,13888.2881724398,0.5731545442528101,0.1500118198,0.0105178494,0.0765420982,13.942106169413242,12.9421061694,0.32950827236396824,1.2162675641959988
KLB,2020,4,2.054819797,8051137393728.0,319895796.0,64.4941805158,6.4861677994,3.1750948694,33.6171970199946,12248.2759979753,0.06651945047535984,0.0327672047,0.0023309321,0.0,14.619569278735083,13.6195692787,0.37716184996472846,1.0726434121103594
KLB,2020,3,1.5022114247,5869767960804.0,319895796.0,-1310.8012581956,5.039630024,1.1073410623,104.42462957531333,12214.6588009553,0.13880751442924993,-0.0011623092,-8.32388e-05,0.1089977655,14.227336568547312,13.2273365685,0.37997342490616565,1.0696993843204015
KLB,2020,2,0.995851924,3857943299760.0,319895796.0,124.3054307256,3.0766079458,0.9867092426,114.39975284951853,12110.23417138,0.1440022035532296,0.0080528375,0.0006012677,0.1658374793,14.304655147001313,13.304655147,0.386883575248715,1.0605543919153855
KLB,2020,1,0.8493781795,3259418265444.0,319895796.0,60.5018897444,2.5137980978,0.4969695163,142.43075579524026,11995.8344185305,0.15394517669080207,0.0140055866,0.0010843761,0.1962901168,13.83382754597689,12.833827546,0.3949304962165957,1.0505358275671153
KLB,2019,4,0.8900397135,3374900647800.0,319895796.0,50.4623738807,2.8058491812,0.5807898168,-375.25344659421535,11853.4036627352,-1.0376626183169815,0.0179459006,0.0014489371,0.1895734597,13.474500864221039,12.4768166179,0.4031779704598331,1.0380624466675568
KLB,2019,3,0.8992962902,3518853756000.0,319895796.0,14.2711005305,2.5465152801,1.0294226422,215.4420310043712,12231.7862532961,0.2245906180242126,0.0643525521,0.0054607851,0.1181818182,11.979486043205329,10.9794860432,0.3892512376379956,1.0711993218563118
KLB,2019,2,0.8187182239,3147134841048.0,319895796.0,13.2428416862,2.366080002,0.713780393,185.78862474328983,12016.3442222917,0.18914515035691667,0.0629062745,0.0054886975,0.132140679,12.401324097068194,11.4013240971,0.3995959394148458,1.0523319747058462
KLB,2019,1,0.8328667809,3174325983708.0,319895796.0,13.3966633483,2.5142937126,4.542083626,185.57292950483162,11914.2703582138,0.2189737404140892,0.0635846348,0.005752137,0.1310087675,11.475816940302913,10.4758169403,0.4020079631099421,1.0433928507124024
KLB,2018,4,0.9127335588,3422885017200.0,319895796.0,14.9362197431,2.7248754677,3.6303753278,183.98491238690738,11723.0268321501,0.23677075203758982,0.0635160586,0.0058236785,0.1214953271,11.263569074242648,10.2821718722,0.3958598481209902,1.0288282081160347
KLB,2018,3,0.9299756605,3438879807000.0,319895796.0,14.8236523195,2.8932796054,1.229820637,187.54544683044224,11559.4423128962,0.23243335386665737,0.0639760627,0.0059699559,0.0744186047,10.669119645455684,9.6691196455,0.3999365030773562,1.0123187660571544
KLB,2018,2,0.8967096249,3262937119200.0,319895796.0,15.1490425193,2.8225025338,1.4853346525,183.60353819716968,11374.9197254221,0.2368077282843596,0.0,0.0,0.0784313725,10.787229212795795,0.0,0.4054903980417661,0.9961591907934727
KLB,2018,1,0.905692485,3228580000000.0,296200000.0,15.8113362782,2.7518519245,0.8457948651,199.46320054017556,12034.99,0.27695300597679595,0.0578163766,0.0056085841,0.0733944954,10.911337968152306,9.9113379682,0.40618369160810824,0.9884139393304368
KLB,2017,4,1.0202171023,3577503600000.0,296200000.0,17.7373711532,3.1739261893,1.3567755082,182.90344361917624,11838.6566666667,0.1945977011494253,0.0583308498,0.0059515936,0.0662361318,10.494997395604207,9.5098649988,0.3938571677947697,0.9738909084342804
