ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
NCT,2024,2,5.6270075137,3019525472800.0,26165732.0,12.9272040944,3.7715718509,10.1815352138,2445.827573942896,20508.2363440855,9.122996055,0.4627024512971829,0.292559367005454,0.4894388919,0.5236289757,0.4011948654,0.3538930938549111,311826203741.0,77413518271,0.0693240901,4.3973766937,1.5295374117,4.3605658654,1.2366879565583018,1.3751104612,8.2868851053,28.613205662783365,2.5175799698,16.5326015038,47.66338713638336,144.9804988807,0.0,0.2366879566,0.17490264774885236,2.0507289578834973
NCT,2024,1,5.1816218019,2504060552400.0,26165732.0,11.3572510814,3.39486504,9.639580803,1905.379456267457,18469.1209930989,8.2819537941,0.4533475773194714,0.2683284101008858,0.4655490289,0.543175431,0.3909995123,0.3213589861591335,294493405863.0,59708774622,0.0835945664,5.3766943376,0.8640714481,5.3384417787,1.1809410871736703,1.3080577817,7.3993505784,30.12566251568063,2.3560609648,16.6149886786,49.09671215908063,154.9195905579,0.0,0.1809410872,0.20214876278095278,1.8468268363859128
NCT,2023,4,5.4275176777,2352299306800.0,26165732.0,10.8502841726,3.3518617553,8.6691736687,2074.6158569154495,16563.7415368315,8.2388693833,0.4630931434850944,0.2637720113343563,0.5008344677,0.5800784019,0.4108917688,0.3242386420964638,282057106476.0,66727774853,0.0834260289,3.5261069014,0.4253095573,3.5015675315,1.2745209151607058,1.3300943718,6.6441933277,32.98178712309482,2.9378850688,17.2010415324,53.120713724294816,124.2390329952,0.0,0.2797531966,0.2185259717324118,1.6526009390551588
NCT,2023,3,5.0480867525,2305200989200.0,26165732.0,10.0844701003,3.3592066618,10.8130720654,2501.0880796684764,17452.1564941122,7.6799331185,0.5201206782426983,0.34397626566359074,0.4841555023,0.5772011122,0.4224397711,0.40543760937284745,296452235474.0,77136056158,0.0851305335,4.8702551736,0.3690457599,4.8394532825,1.189898376385673,1.268180755,6.3188511848,32.321576749225954,2.8490511325,8.9014493224,44.072077204125954,128.1128288062,0.0,0.1898983764,0.21986110667322087,1.745135081316348
NCT,2023,2,4.4107913507,2302584416000.0,26165732.0,10.4871083881,3.4362909807,11.846935057,1945.2514054642156,19951.0684144437,8.0806050031,0.5082742367925712,0.32680022593274843,0.46498402,0.4760702477,0.4050765954,0.3783084815518725,279995390143.0,58921304939,0.0852272727,7.0882976572,0.6811937329,7.0474273842,1.130870140845103,1.2362385865,6.2008771595,31.01998873291799,3.0665584073,8.4366563956,42.523203535817984,119.0259409816,0.0,0.1308701408,0.20334186750353586,1.9950147370919182
NCT,2023,1,5.1943495877,2480511393600.0,26165732.0,11.1537991683,3.5693337598,10.5653117281,1727.5727521783072,18250.6006574935,8.6952288957,0.43300707361915636,0.30138012073173587,0.4604269023,0.5314052242,0.400477978,0.31526306774248836,283539532671.0,47285472076,0.0791139241,8.0376927131,0.3470850261,7.9688300002,1.1101676460205998,1.2514503376,6.5085708862,27.864023961561294,3.2081305338,8.6227466517,39.694901147061294,113.7734254113,0.0,0.110167646,0.2378820476051773,1.8249758116271906
NCT,2022,4,5.3561611411,2315667282000.0,26165732.0,9.7631055776,3.1466508906,10.4432774817,2562.29294983989,16523.0279053152,7.4650165585,0.49301785195481757,0.3524134685859747,0.5331892023,0.6455042264,0.4498110539,0.4217504452678079,306746131122.0,80235159867,0.0960451977,5.3538471024,0.700921205,5.3008009948,1.15788950209771,1.3956254064,7.0508011808,32.83347856243868,3.192322056,7.6721725129,43.69797313133868,114.3368349418,0.0,0.1578895021,0.26427336933794693,1.6522265117701955
NCT,2022,3,4.8680654174,2224087220000.0,26165732.0,9.8633354515,2.9238462355,9.2964354446,2156.1509745647477,17460.7349554754,7.537004854,0.4716504377904423,0.3240537505701788,0.4516882097,0.5818447022,0.3879550436,0.3565973842292279,291665579190.0,62083066021,0.1,4.6955173374,0.31771673,4.6557219387,1.197310212503253,1.3087298136,7.7237384678,28.60298465292832,3.1666439078,8.9870633819,40.75669194262832,115.2639863,0.0,0.1973102125,0.21503269369338462,1.7459928878500888
NCT,2022,2,4.0917242414,2313050708800.0,26165732.0,10.0016522547,2.9897440105,8.9435859565,2053.342789645633,21604.5839809106,7.0276144833,0.4801703368951506,0.2974570587651694,0.4762562455,0.4959793391,0.4065504311,0.3552380745417805,305933004278.0,64163725836,0.0961538462,6.8860304185,2.3603020505,6.8345806285,1.1383311071323308,1.3600394048,7.8986918081,29.45463433522727,3.1675566181,9.7535187935,42.37570974682727,115.2307737512,0.0,0.1383311071,0.1786712179582388,2.160358660263676
NCT,2022,1,4.8452479145,2506677125600.0,26165732.0,10.7681674809,3.268084751,11.6076291403,2292.966091336562,19771.9501024852,8.0166849979,0.5029491516244693,0.31420101425442953,0.5147741451,0.5477700647,0.4350475041,0.3801672631969763,308912875993.0,72593486481,0.0887265136,7.642813938,0.5593474036,7.5715289126,1.1218676192973,1.4334564134,7.7982398453,31.435072535410992,3.3056559653,9.8569411614,44.597669662110995,110.4168140387,0.0,0.1218676193,0.1936860180035814,1.9771037327979504
NCT,2021,4,5.1147137581,2339216440800.0,26165732.0,10.4610547933,3.1519188749,10.6364915499,2115.328072992569,17478.9840111486,7.2741922931,0.4165818098100007,0.25743764110144063,0.5160621856,0.5955318973,0.4233636426,0.3115757536963438,298618867254.0,66988804731,0.0838926174,4.415240326,0.6822642487,4.3758500359,1.2113331547402124,1.4051197061,7.5814340875,29.667800093226038,2.790955075,9.1346137875,41.59336895572604,130.7796041846,0.0,0.2113331547,0.20660586010193752,1.7478177091704266
NCT,2021,3,5.3517739656,2153439743600.0,26165732.0,9.7381547854,2.9890709382,15.074781387,2376.916543592207,15378.0784706501,6.9273747985,0.49505533020039183,0.33242956828401116,0.5191371168,0.6446702966,0.435516229,0.40959741919962056,286751391882.0,76630981523,0.0911300122,3.8795947783,1.932561701,3.8411512111,1.2364284750739243,1.4188749254,7.0682311687,27.370989593845994,3.4796342512,12.3395326263,43.19015647134599,104.8960820741,0.0,0.2364284751,0.23881809778988966,1.537736853976812
NCT,2021,2,5.2723559944,2276418684000.0,26165732.0,10.6463090724,3.216767228,10.1114394106,2111.39591363238,16501.1619270579,7.4092870997,0.4910664708811286,0.31754872961670816,0.4924671568,0.5788985381,0.4150215789,0.38610950287192736,277820827204.0,67174226833,0.0862068966,5.0089412534,3.2136941083,4.9502688823,1.1775332354946844,1.3735656838,6.7411272792,26.63872376722921,3.5983866156,13.3842268982,43.621337281029206,101.4343479434,0.0,0.1775332355,0.23772504473671943,1.6500400148890164
NCT,2021,1,4.0573203638,1868233264800.0,26165732.0,9.1629761374,2.7596146831,7.8329797314,1956.7787349881899,17597.8216156154,6.7035954533,0.4791687951330727,0.3082688533769381,0.4523071481,0.5111069887,0.384804819,0.37071789811603295,264534472714.0,61572745074,0.1050420168,6.3690965678,1.7520431793,6.2854121198,1.135223512904178,1.2776971621,6.2800959523,26.053817253774664,3.6766286246,14.4338910835,44.16433696187467,99.2757325432,0.0,0.1352235129,0.2338461710344682,1.7597009210018444
