ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
TTD,2024,3,3.33240289,978734016000.0,15552000.0,13.1838686911,1.3081252871,12.4650498532,1562.8541668595678,18885.1714747299,9.5699711447,0.23215636164061831,0.12179284477776112,0.0,0.0,0.0,0.13272031664057984,0.0,26486241652,0.0524367184,0.0,0.0,0.0,1.2832605466890983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49787263864832626,1.9372245934799384
TTD,2024,2,3.2300474519,948672000000.0,15552000.0,12.7789234608,1.2679459506,12.0821832909,1287.273069380144,18885.1714747299,9.2551009758,0.21339095962035054,0.10579984667644281,0.2513057785,0.2586426859,0.2016228519,0.10695420596356693,95474322312.0,20238101081,0.0540983607,2.76773989,0.907819039,2.1993100364,1.243963123944636,2.032044813,4.7865904267,2.3937792394461495,26.3205186928,31.8359118328,60.55020976504615,13.8675078657,0.2439631239,0.525916398100676,1.8885171474729938
TTD,2024,1,3.8918257756,1163289600000.0,15552000.0,15.1340025541,1.5645293433,15.0746084939,890.1195741383744,19219.7709538966,11.2460753344,0.19488292696131718,0.07802600735088736,0.2630538813,0.261563348,0.2110671219,0.0821302692076153,97620426171.0,14571305415,0.0441176471,3.1423270175,1.0969378531,2.4841292053,1.199593446362233,2.0416941206,4.7649755479,2.5517333470694252,27.0755127991,31.1335590209,60.76080516706943,13.4808157729,0.1995934464,0.5279209427590785,1.9219770953896604
TTD,2023,4,4.1057992341,1242604800000.0,15552000.0,14.95734259,1.6765712599,13.3728049031,1194.7113721064816,19460.2793375772,11.4034897845,0.21060271339702363,0.09860569692392106,0.2881014658,0.2841673277,0.2294418781,0.09427876974113636,105014796063.0,17764833645,0.0375469337,2.5539120222,0.6239347335,2.0208343073,1.2675473000945807,2.0469400006,4.6726108859,2.339224282375762,25.8969419097,29.7516173131,57.98778350517576,14.0943282521,0.2683620011,0.5338667844069594,1.9486214375643005
TTD,2023,3,4.5138729265,1290816000000.0,15552000.0,14.9030892056,1.7322454477,12.0677258218,1401.3810269418725,18387.7573318544,11.5100411861,0.22048669199713716,0.11284885212339187,0.309902014,0.3132683976,0.2480994368,0.12110971658085347,108231268159.0,23389682300,0.0361445783,2.5775848041,0.5721108541,1.9788069588,1.2754792850214376,2.1344827564,4.8644126598,2.4051466670582706,28.1877706136,30.3385165912,60.931433871858275,12.9488779018,0.275479285,0.5287115469207541,1.8387757331854424
TTD,2023,2,4.4236136565,1242604800000.0,15552000.0,12.9474174119,1.628770273,12.63736968,1456.3007383616255,18062.1560117027,10.0251666392,0.22447501400431574,0.12271170942228088,0.3538860179,0.3586252981,0.281063962,0.12167474450805243,119101651761.0,22457000788,0.0375469337,2.7298428782,0.710714881,2.0873690649,1.2433905122519961,2.2342330874,4.9434117552,2.6672588620527695,27.579598941,29.6209336162,59.86779141925277,13.2344201517,0.2433905123,0.5460620233609678,1.8062156011702675
TTD,2023,1,4.1034924766,1136851200000.0,15552000.0,11.2002407394,1.4819062422,9.3484135957,1315.3998890817902,17814.0938278678,8.5204771447,0.2367741638574192,0.11687386659497309,0.389520552,0.3966163478,0.3033793226,0.12845981360256334,127885859395.0,22485053422,0.0410396717,2.7646275162,0.7231843061,2.0193749788,1.2355957640570558,2.292939561,4.9265239966,2.536077397371946,26.6743084801,32.3708203999,61.58120627737195,13.6835787241,0.2355957641,0.5512485993634183,1.7814093827867798
TTD,2022,4,3.8132220609,1045094400000.0,15552000.0,11.3349620909,1.445443793,9.4941929916,1396.2334624485597,17622.8918554527,8.54528568,0.22259198151766638,0.11283653218233863,0.374907011,0.3627282622,0.303355939,0.11043721997725257,117424365533.0,21252500006,0.0386904762,2.6540693252,1.0335384416,2.0736042283,1.241093994890218,2.3788735921,4.5107921668,2.1537732007061456,23.9794360047,24.3511756304,50.48438483580614,15.2213755123,0.2416380459,0.5672436359151978,1.762084500623714
TTD,2022,3,4.1216880432,1041984000000.0,15552000.0,13.7391587386,1.6110418863,10.2415741457,2003.180770961934,16255.4757413194,10.0355347538,0.2569528537003772,0.14773875997304683,0.3233875079,0.3229845109,0.2512308535,0.16381879720288386,99677234329.0,34544242492,0.0388059701,2.1013774945,0.5121985104,1.5460156005,1.3218070967420792,2.1425268985,4.0253040996,3.3900064583418446,27.6083604688,33.8877857416,64.88615266874184,13.220632946,0.3218070967,0.6161127053620237,1.6255475741319445
TTD,2022,2,3.4568375058,824256000000.0,15552000.0,25.9933113547,1.6829926163,10.2202679871,1811.8313042052469,15331.932701839,14.2324791225,0.2620520663227921,0.14923735217088474,0.141315451,0.1423301557,0.1135409586,0.1673565389403087,53489754513.0,31598695750,0.0490566038,1.8919460559,0.7561968249,1.4472233165,1.3492010888392838,1.753605726,2.9909671478,3.8244925453049627,32.5102613375,33.2718611759,69.60661505870496,11.2272244203,0.3492010888,0.666630569230729,1.5331932701838993
TTD,2022,1,3.3221906658,760492800000.0,15552000.0,159.7526907968,1.8262641426,33.6789712993,715.2673614326131,14719.2033568673,33.6814821095,0.21156161150030015,0.08497462952891059,0.0215274198,0.0145075985,0.0179828205,0.09214237881308193,21277630633.0,12062151974,0.0531697342,2.1123050736,0.7957652331,1.4873798706,1.2406149130431288,1.5730495377,2.4934544598,4.375104603445505,35.625247787,27.9046489861,67.9050013765455,10.245542773,0.240614913,0.7115019076668186,1.4719203356867283
TTD,2021,4,3.5490022245,772934400000.0,15552000.0,71.3988836654,1.7974621008,24.3356701202,346.2927957175926,14003.9359954347,27.3595399218,0.16034384633780063,0.04635140875530255,0.0466454097,0.0467216602,0.0378550002,0.029667579817205553,27919071921.0,3447060338,0.0523138833,1.9097569765,0.5874125722,1.2333539244,1.2282006949233988,1.5036783007,2.5641275334,3.5724159692774804,36.4558054308,34.1564668043,74.18468820437748,10.0121227795,0.2286002343,0.7577698843714417,1.4012010441100824
TTD,2021,3,3.6260258838,769824000000.0,15552000.0,43.232457857,1.5795555927,26.8848148077,-834.4053823302469,13651.3090601209,19.6379670485,-0.037161760574292754,-0.24098577633211096,0.0762960729,0.0938210863,0.0641092496,-0.2445832467623814,38738356212.0,-13170390145,0.0525252525,2.226833046,0.2886586066,1.0843660415,1.1483392221793565,1.7546710261,2.8785675455,3.2543710602386047,33.1898532894,25.3805544573,61.8247788069386,10.9973369517,0.1483392222,0.7914368232113668,1.3651309060120884
TTD,2021,2,3.5464343676,799372800000.0,15552000.0,17.2465934019,1.3770077822,16.3489464682,78.94335570987654,14493.4304918338,11.4647688805,0.13231476813093837,0.01063202616867182,0.1939175361,0.2217026268,0.1601893786,0.008505402770605144,68353570227.0,982156462,0.0505836576,2.2030578513,0.4133982156,1.2753331248,1.168807628148685,2.0063220523,3.398368508,3.3442773406664807,28.9764503785,27.2063869715,59.52711469066648,12.5964359068,0.1688076281,0.7630526662764001,1.4493430491833847
TTD,2021,1,3.0546548164,762048000000.0,15552000.0,12.7730146218,1.3163759501,8.9465291195,1113.4443206018518,16041.0923476723,8.6048564048,0.23520290382409417,0.11983413672400263,0.2485010027885437,0.2597404718399048,0.20285512506961823,0.13090913639568563,82157502464.0,18916646938,0.0530612245,2.4961256980895996,1.1001591682434082,1.7430751323699951,1.2012660489013427,1.9683369398117065,3.352752447128296,3.6514893235720685,30.299808502197266,30.57762336730957,64.5289211930789,12.046280860900879,0.20126605033874512,0.6691673180762951,1.6041092347672326
TTD,2020,4,3.2824017675,808704000000.0,15552000.0,15.17594646,1.4170162608,15.599911577,786.990776105967,15842.0582498071,10.2573308249,0.19161390585233423,0.07052607324149772,0.226045013,0.2331944686,0.176050204,0.07600603378167634,74951131348.0,13190287339,0.05,2.1557893976,0.8309428334,1.4823257686,1.234238836791039,1.8854606999,3.2429477781,3.72766147472902,32.6208446924,35.7539580543,72.10246422142902,11.1891645799,0.235405902,0.6911340250875493,1.5842058249807098
TTD,2020,3,3.6227544814,850694400000.0,15552000.0,16.4972721046,1.4913850187,18.4025994149,1000.9202536651235,15099.0083043981,11.3256195623,0.21763545529543754,0.10589673768899793,0.2229417273,0.234844051,0.1769066676,0.11485468685119264,71588926811.0,16883087284,0.0402193784,1.9111476046,0.7246160204,1.2585104573,1.2356340238482335,1.9568906727,3.1873508032,4.621313242652794,33.3109505018,35.291334624,73.2235983684528,10.9573577007,0.2356340238,0.7413173592904077,1.5099008304398147
TTD,2020,2,3.467074751,796262400000.0,15552000.0,12.3556151874,1.3178148142,10.0752932333,934.8572784207819,14767.4923897248,8.960304904,0.24255575547191296,0.12769270178876116,0.2787438032,0.3030905498,0.2179440216,0.13883645485781168,85034287332.0,15807711482,0.04296875,1.7122060128,0.6511118058,1.0030173701,1.230068845312208,2.0434073391,3.329597396,4.865057777295886,32.2629776028,37.2588373669,74.38687274699589,11.3132769236,0.2300688453,0.7809759336041228,1.4767492389724794
TTD,2020,1,3.3013320213,777600000000.0,15552000.0,10.9456598488,1.1827575229,9.6727900822,703.706616255144,15145.4018188657,7.8244287701,0.19339586204791412,0.08028631656375651,0.30885249,0.3279726315,0.2376119714,0.08489569363658117,95253312376.0,11572361971,0.044,1.7510220592,0.5661614772,0.8639416854,1.2425275573655372,2.1989459079,3.5853706763,5.439477238026776,29.8247825886,37.3009296465,72.56518947312678,12.2381445335,0.2425275574,0.7672025822370929,1.514540181886574
TTD,2019,4,3.4197622553,769824000000.0,15552000.0,10.0002090898,1.1652532961,7.6036282633,676.2155414737655,14474.6904331919,7.0661580819,0.18212438482841964,0.06070510313727473,0.3547001013,0.3747053508,0.2605757758,0.06281988349981452,102133592927.0,10882866980,0.0,1.408620242,0.5642745305,0.8598226159,1.3351316553557442,2.236262494,3.7800902056,4.6558504412233335,30.1206593052,36.1500831562,70.92659290262333,12.1179286383,0.3371435606,0.8069294112509453,1.4478076865933642
TTD,2019,3,3.4828451401,816480000000.0,15552000.0,10.4181178068,1.2691303805,7.3118521801,1829.0854563400205,15073.8829574331,7.4859610399,0.25850023034978054,0.15731724864239433,0.3511341588,0.3656460453,0.2670289121,0.173356073528891,102638540196.0,31346060217,0.0,1.5377158622,0.6652114645,1.0196646305,1.3095495907833956,2.192003837,3.5833852835,6.493305972131765,28.7358901694,37.7411282261,72.97032436763178,12.7018859638,0.3095495908,0.7854322973740963,1.5073882957433127
TTD,2019,2,3.6643120211,824256000000.0,15552000.0,11.6779662222,1.3370151259,11.4374204277,1359.0130160751028,14463.8337822145,8.5834678357,0.2346445165853826,0.12650166894075277,0.3230125211,0.343553209,0.2472631246,0.14035428256238386,93217355479.0,23449807245,0.0,1.3787925874,0.3414800559,0.8354949662,1.314320591287898,2.1596841811,3.5438872827,6.755976216162844,29.8772284016,36.9593557204,73.59256033816284,12.2166619706,0.3143205913,0.8311058499175984,1.4463833782214506
TTD,2019,1,3.9978908414,897350400000.0,15552000.0,13.0577854412,1.5077904632,14.9327603012,1089.0278852237655,14432.6101659594,9.7470208572,0.24187028269162753,0.12139553139973353,0.3184506667,0.3340901873,0.245325114,0.13418620866290412,90023988296.0,18721059764,0.0,1.4516651268,0.3319639945,0.8364714274,1.2672704202260636,2.124567558,3.5449841666,6.692964780455754,31.3365304987,36.8551264018,74.88462168095575,11.6477476668,0.2672704202,0.8244292686050826,1.4432610165959363
TTD,2018,4,4.3913092225,917568000000.0,15552000.0,13.7749306565,1.5775890425,15.2615400795,762.1716204989712,13435.6286496914,10.1637399052,0.19851431997941027,0.07601779458605736,0.3102091903,0.3467938915,0.2324416566,0.07824848378652571,87595706022.0,12201119665,0.0,1.3564826709,0.423058395,0.8316514343,1.3729759439008975,2.0295955504,3.4976612996,6.089850788303057,32.1680373745,37.5006264813,75.75851464410306,11.3466667472,0.3871515954,0.7753404803477906,1.3435628649691358
TTD,2018,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2454626533564735,0.13416165194948007,0.0,0.0,0.0,0.1487779272466795,0.0,22907402252,0.0,0.0,0.0,0.0,1.2741681546028356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7502453535016228,1.3869606221386317
TTD,2018,2,4.1405962254,886464000000.0,15552000.0,13.8700312161,1.579003311,14.804404606,1239.3712591949588,13766.1334014918,9.8252378113,0.2485633800405314,0.13226418616257515,0.0,0.0,0.0,0.14519401138239021,0.0,21158949804,0.0578947368,0.0,0.0,0.0,1.2813592451857945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7597142744241018,1.376613340149177
TTD,2018,1,3.8408126574,839808000000.0,15552000.0,13.3235152827,1.5227945089,13.40203633,964.7985113168725,14059.5245894419,9.1647724569,0.23873405228580116,0.11908403860087398,0.2925322654,0.3158557207,0.2312007516,0.12853546574720473,86736097577.0,16195422902,0.0611111111,1.8311150646,0.8610287729,1.1497050437,1.2393960161952633,2.0228643648,3.2981213446,5.989060298913075,29.2100543891,37.5192880712,72.71840275921308,12.4956973766,0.2393960162,0.7535439700866532,1.4059524589441872
TTD,2017,4,4.3286094009,954504000000.0,15552000.0,15.1430653247,1.7578358783,13.4452949271,584.2362604166667,14178.9185199331,10.5444601139,0.18625584017151178,0.06311683739209044,0.3036281137,0.3140453389,0.2338134473,0.06525458222014417,86958809072.0,9393783343,0.0537678208,1.7302293679,0.8517347382,1.1519137203,1.2863110979441268,2.0142109683,3.1795685091,5.250482674100623,29.4779400341,39.2932647149,74.02168742310062,12.3821406644,0.2847408972,0.7470364468743128,1.4178918519933128
TTD,2017,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2472520636750644,0.14099972282997691,0.0,0.0,0.0,0.15646582085156,0.0,22800659626,0.0,0.0,0.0,0.0,1.2905503442894433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7889168524534408,1.3709487065972221
TTD,2017,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24786428642259342,0.1354402860354807,0.0,0.0,0.0,0.15221803404485867,0.0,20673164474,0.0,0.0,0.0,0.0,1.244416077990019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8169446942641613,1.347138467830504
TTD,2017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24514204567704714,0.12769322627238905,0.0,0.0,0.0,0.13941798944996747,0.0,16382700073,0.0,0.0,0.0,0.0,1.2496117479985858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8308027840368485,1.3452486430748456
TTD,2016,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27525127665560706,0.16240654089243603,0.0,0.0,0.0,0.18014916144352344,0.0,23156089548,0.0,0.0,0.0,0.0,1.2645846710678563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888839415608993,1.3090506974151235
TTD,2016,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2456082722791492,0.13550508559572447,0.0,0.0,0.0,0.14973954498917957,0.0,17392186027,0.0,0.0,0.0,0.0,1.2438870023340833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8350304615648121,1.2818300577674897
TTD,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2233676617034597,0.10962096349850951,0.0,0.0,0.0,0.11704562217848596,0.0,12145932827,0.0,0.0,0.0,0.0,1.1909665025420406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8330529386699822,1.2981205731738683
