ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
RGC,2023,3,0.388476156,280382845600.0,89123600.0,-34.8177788901,2.0257911169,20.6350866719,-49.43304496227711,8098.3091266735,5.9640480521,-0.023246046861024345,-0.1337500919443838,-0.0110583116,-0.0083234914,-0.0055897232,-0.1332548943285496,39252061409.0,-4389339402,3.951832698,1.091906471,3.372498437,2.006008860669488,0.0960719718,0.1895564045,24.10489165564864,64.6706557616,76.1814375044,164.95698492164865,5.6439817364,0.0,1.0060088607,1.3335619354676265,0.8098309126673519
RGC,2023,2,0.605689269,439824966000.0,89123600.0,-75.3050945886,3.3888649087,11.8066008244,-95.65426567149441,8147.7421716358,11.2788194891,-0.10550816679439558,-0.25153731892999387,-0.0079985313,-0.0051769649,-0.0040923657,-0.25505680570591055,35878934257.0,-8644334254,4.369076806,0.9477663948,3.7342258601,1.9869379656283068,0.09093782,0.2105177988,25.49179716684439,79.1549041132,82.8006116533,187.4473129333444,4.6112114478,0.0,0.9869379656,1.32573103650856,0.8147742171635796
RGC,2023,1,0.8693018775,638659717600.0,89123600.0,295.6274677586,5.256327513,20.0603785126,48.17207589235623,8243.3964373073,17.8111829551,0.29925686133234175,0.12792730887049716,0.0029527532,0.0058523452,0.0015361232,0.19065111000244256,33537057831.0,6398293483,4.9313437336,1.1872963855,4.321584093,1.9681291067164053,0.0863949623,0.2413950184,27.231219754291025,97.3081165302,92.1722751207,216.711611405191,3.7509717896,0.0,0.9681291067,0.6712078905310203,0.824339643730729
RGC,2022,4,1.0888048462,795249882800.0,89123600.0,-417.9633133366,7.1668126156,62.8353996784,6.55909772495725,8195.2243614149,29.6625415538,0.1256745134370428,0.015377301985686636,-0.0026016363,-0.0024525997,-0.0013871871,0.01651700486555414,26005532685.0,627896375,4.1025296214,0.8354593101,3.5851571749,1.9526736812638494,0.0808997427,0.2159417462,32.24902732887649,92.595129836,119.4832556208,244.32741278567647,3.9418919834,0.0,0.9524538209,0.6878564880542561,0.8194072188477575
RGC,2022,3,1.2605781372,919844675600.0,89123600.0,-120.5603293728,9.9400050844,17.9762793042,-24.610322742797642,8187.5130907526,41.7347481272,0.036491979664868154,-0.09019432612621357,-0.0104279779,-0.0103032193,-0.0056306074,-0.0880469494353405,21468561017.0,-2141140298,4.7845685556,0.6111107335,3.8638098926,1.910327757580142,0.0682925091,0.179579129,30.62438058443501,133.6686477261,112.9150387633,277.208067073835,2.7306328463,0.0,0.9103277576,0.6960089886508319,0.8187513090752617
RGC,2022,2,1.9483389611,1425977600000.0,89123600.0,-108.6824696114,17.5125870627,61.4872412901,-5.880884086818755,8212.1234134954,87.9687360588,0.12320502738970635,-0.020466063823517577,-0.0178838913,-0.017866773,-0.009900482,-0.02286033843863651,15881667171.0,-585441725,5.7814679935,0.9158674015,4.8004441082,1.8575705853459359,0.0614420264,0.1562284757,32.13103840381393,139.2275756549,127.8011394793,299.15975353801394,2.6216070939,0.0,0.8575705853,0.6968417979770591,0.8212123413495416
RGC,2022,1,1.6741290831,1226162488800.0,89123600.0,-91.3091886255,15.8645959441,133.1227418691,1.431172495276223,8218.0042975822,79.1803757329,0.11909115955525519,0.005540880428043808,-0.0182202661,-0.0184140874,-0.0103381498,0.009094534994952873,14997849912.0,209356487,5.5640354253,1.1665916105,4.6658397842,1.846656986213734,0.0595015516,0.1467925745,31.885443127736735,156.597345535,148.2722241772,336.75501283993674,2.3308185637,0.0,0.8466569862,0.7073469260282316,0.8218004297582234
RGC,2021,4,2.8730955887,2103940825200.0,89123600.0,-136.6115639635,28.5797663244,-152.7918024566,-56.548557262049556,8216.573125087,170.5605959937,-0.09467416695099092,-0.2572386595256963,-0.0208122773,-0.0214322784,-0.012634521,-0.25525974706923377,12261129112.0,-5001040213,3.2846480949,0.5737328203,2.6712852654,1.7937479722879182,0.0603931348,0.1393988706,18.961422806429166,178.1779967092,147.0787169982,344.21813651382917,2.0485133223,0.0,0.79869852,0.7169908122994706,0.822040034811206
RGC,2021,3,3.0855572859,2276127620400.0,89123600.0,-161.0371899052,32.3114534476,-413.7593133583,-86.21958566530077,8276.9489053741,197.5665052789,-0.3977248670550841,-0.5819434740199751,-0.0190102653,-0.0194711985,-0.011632386,-0.5830990518485054,11456660029.0,-7699458548,3.9102801323,0.3282326108,3.0377024608,1.728089085735872,0.0579746979,0.1371205889,17.90418015092656,216.087411469,168.0908487119,402.08244033182655,1.6891312526,0.0,0.7280890857,0.7203900370450669,0.827694890537411
RGC,2021,2,2.9106193455,2169446671200.0,89123600.0,-127.6707402149,30.1440072726,-114.0385983064,-9.337898188583047,8363.1684910394,165.4576900507,0.09770974816079679,-0.03875715694058221,-0.0227686669,-0.0132364507,-0.0146171061,-0.04636872082868817,12940032415.0,-995669168,3.9810088034,0.6668234437,3.0098820304,1.6828687863858671,0.061908715,0.1458212459,10.849293393554362,244.6018221771,161.4258823915,416.87699796215435,1.4922210994,0.0,0.6828687864,0.7128209789489117,0.836316849103941
RGC,2021,1,1.2905335031,962980498000.0,89123600.0,-45.4614122174,15.5095985618,-288.5804198603,-16.870555060612453,8372.506389228,113.6413073731,0.06075976646846624,-0.07771467067698777,-0.028249379247426987,-0.018577968701720238,-0.019117264077067375,-0.08592872814365218,8346224128.0,-1662483965,4.097372055053711,0.40325838327407837,2.7249979972839355,1.6100595356041942,0.05603612959384918,0.13025225698947906,5.406490168621701,279.10260009765625,160.6094512939453,445.11854156022326,1.3077627420425415,0.0,0.6100595593452454,0.7213329080902765,0.8372506389227994
RGC,2020,4,2.0897795745,1556454550400.0,89123600.0,-92.5511170014,23.4508128489,-164.730973639,-46.162656905690525,8356.862232338,158.2945351032,-0.03743748973413662,-0.2505761739267736,-0.0223276574,-0.0096782537,-0.0164522234,-0.2439712197357023,11060985375.0,-4005736165,0.4584225481,0.0328073526,0.3000172001,1.5169017580993616,0.0649304426,0.1437484471,11.266704418554992,164.7732291744,137.4586536035,313.498587196455,2.2151656663,0.3409279987,0.5169017581,0.6095187060294941,0.8356862232338012
RGC,2020,3,0.3808152471,285195520000.0,89123600.0,-16.8143425674,4.1250714267,-164.4358210147,-118.29121356183997,8403.0248892437,83.62317561,-0.019460511907107174,-0.715698212495213,-0.0223586085,-0.0104323936,-0.0170430919,-0.21737149473896206,5735664830.0,-3201974488,0.5433517435,0.0261947029,0.342927656,1.4214207651446424,0.0694699207,0.1496214487,8.51852293136839,171.799577782,101.5336792265,281.8517799398684,2.1245686672,0.267884778,0.4214207651,0.6017579504921514,0.8403024889243702
RGC,2020,2,0.82146935,623865200000.0,89123600.0,-50.7799042895,9.2235948987,-22.7146324516,-56.349669335619296,8521.3161028055,220.3783934691,-0.1966061177962371,-0.4332084546285528,-0.0161050023,-0.0137934215,-0.012986935,-0.4306530849058747,3513752709.0,-4992461580,3.3856660551,0.125548028,2.1409453579,1.3646626190845947,0.0714987297,0.1445961615,8.398129910552719,116.7481906387,78.2011392111,203.3474597603527,3.1263867817,0.4098253528,0.3646626191,0.6107890850886283,0.8521316102805542
RGC,2020,1,0.4080364161,311932600000.0,89123600.0,-25.0690996632,4.5299037859,-8.2648259781,32.107816122777805,8577.6657721412,116.5371949885,0.24541992918889577,0.12110418118561374,-0.0162457441,-0.0153252762,-0.0137472699,0.10725651575812216,3353358301.0,2534358422,0.906220412,0.1156430584,0.763374915,1.2657449498447704,0.0760792493,0.1463940872,7.471704580130119,57.4020416225,47.8696819991,112.74342820173013,6.3586588505,0.1215753728,0.2657449498,0.6073839544934516,0.8577665772141161
RGC,2019,4,0.3978702501,303020240000.0,89123600.0,-16.3396107711,5.1220378476,6.8923903881,-47.780648268247695,8545.4994411245,86.6704195355,-0.01035723331660368,-0.22196454499180854,-0.0240571482,-0.0250974282,-0.0206789282,-0.22130765096131383,3429955585.0,-4245780891,2.7965916019,0.364962866,2.4845677188,1.197868390532475,0.0659670328,0.125262435,9.938400182381352,50.3826657183,39.6323646219,99.95343052258136,7.2445551421,0.0,0.1978683905,0.6164178219771873,0.8545499441124461
RGC,2019,3,0.4189319983,320844960000.0,89123600.0,-16.3840396897,6.1155867941,-13.4496846289,-65.8273054050779,8593.2800893927,288.7476772199,-0.22294074368832142,-0.4434012622602409,-0.0252995705,-0.027184012,-0.0223765621,-0.44727955176829637,1091265608.0,-5918081172,2.9569719249,0.2944459709,2.5002793498,1.132949574180296,0.05994821,0.1103025989,2.509934820685873,51.1277500871,26.2886649962,79.92634990398587,7.1389802872,0.0,0.1329495742,0.6181599282131999,0.8593280089392709
RGC,2019,2,0.3233589644,249546080000.0,89123600.0,-12.9623822565,4.9581062987,-43.9017766447,-58.1139709347468,8659.1073947978,169.9622197926,-0.1889875454199866,-0.40414362429742234,-0.0247049407,-0.0265308842,-0.021875157,-0.42999254843249674,1306846292.0,-5510594702,4.2684568523,1.5247379151,3.8248207491,1.131040986764793,0.0571900097,0.1054990767,2.5926254175778167,52.4501580188,24.4629544465,79.50573788287781,6.9589876139,0.0,0.1310409868,0.6145864832478907,0.8659107394797786
RGC,2019,1,1.0553821698,819937120000.0,89123600.0,-51.0394493895,16.8252787636,-309.6892741654,-36.36137040020825,8717.2213657325,203.4242729914,-0.04466845960878926,-0.2326673037765083,-0.0204803221,-0.022978854,-0.0181393981,-0.24697134498430742,3870054157.0,-3439886976,4.430804181,1.8319919707,3.978776998,1.1310528879580903,0.0550258279,0.1015964076,2.972319996392855,52.8368359596,25.4066982338,81.21585418979285,6.9080593751,0.0,0.131052888,0.6174412058697701,0.8717221365732534
RGC,2018,4,0.8893678547,695164080000.0,89123600.0,-39.5723040755,15.1845464204,-55.9136088086,-59.42338348091864,8770.2742559547,276.1028727353,-0.1935012387629002,-0.4240770940686624,-0.0222247575,-0.0245916731,-0.019554246,-0.4764994452542577,2473913260.0,-5950694861,4.9700793104,0.4303326225,4.3946937557,1.1275237106380738,0.0509601371,0.0943192082,7.157009268345553,58.6617526158,29.5286102854,95.34737216954554,6.2221120871,0.0,0.1275237106,0.6078399665128081,0.8770274255954652
RGC,2018,3,0.9062357172,712988800000.0,89123600.0,-40.0226266967,14.197793667,-51.4657093407,-62.11095184664892,8827.7253343559,-242.7635760353,-0.2627853462379663,-0.49875554183587206,-0.0224638243,-0.0249580247,-0.0198142173,-0.5021769241978438,-2887085820.0,-5573524617,5.4384390532,0.7529475779,4.9069867156,1.1278661784812936,0.0558549476,0.1030323651,5.537738694897156,51.2520442332,30.4232047728,87.21298770089716,7.1216671542,0.0,0.1278661785,0.6090756018599114,0.8827725334355884
RGC,2018,2,0.9111528873,721901160000.0,89123600.0,-46.497799489,13.7154387219,-212.9144076095,-22.357022505823373,8889.8362862025,-910.8787829099,-0.24465598571651223,-0.17763421056288006,0.0,0.0,0.0,-0.2574998820471356,0.0,-2888398488,0.0,0.0,0.0,1.1297748837656136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6117241071076981,0.8889836286202533
RGC,2018,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19027619670377166,-0.4480881227880364,0.0,0.0,0.0,-0.4547314159379995,0.0,-4991520226,0.0,0.0,0.0,1.1311393767482254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6170243079272137,0.8912193308708356
RGC,2017,4,0.8332746778,677339360000.0,89123600.0,-50.4672662641,14.5394624277,-148.6175360111,-60.23045645597799,9120.6419709931,141.434160023,-0.12941773285355126,-0.3171497977929624,0.0,0.0,0.0,-0.3652747099056789,0.0,-6182498803,0.0,0.0,0.0,1.1459744686586004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.620495259337087,0.8962925669037157
RGC,2017,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015125727591703992,-0.24021343107259446,0.0,0.0,0.0,-0.23033084716690544,0.0,-3112840001,0.0,0.0,0.0,1.131286254607903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6233341114745174,0.9022928097204332
RGC,2017,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03590143738081852,-0.4295650278569461,0.0,0.0,0.0,-0.3185325807443794,0.0,-3926737394,0.0,0.0,0.0,1.1324563185396184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6267687310949487,0.9059353910681346
RGC,2017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19710373798296169,-0.011293451536216388,0.0,0.0,0.0,-0.017528357686368953,0.0,-258752594,0.0,0.0,0.0,1.1392167685342445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6263279823511213,0.9118771385951645
RGC,2016,4,0.7674898348,623865200000.0,89123600.0,-46.4830084011,13.3916101308,-136.8845726418,-47.69489989183561,9120.6419709931,129.5153421621,-0.13974829173759035,-0.3394269028422549,-0.0163759975,-0.0194026581,-0.0142471957,-0.42257493963779175,4486532190.0,-5292028070,3.4852527219,1.7090975518,3.1973934314,1.1423745373898924,0.0494527925,0.1264657576,4.597001352213293,52.4086336958,133.7212079141,190.7268429621133,6.9645013476,0.0,0.1423745374,0.6331206713191999,0.9120641970993093
