ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Payable Outstanding,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
AAS,2022,1,1.0949169361,1424160000000.0,80000000.0,2.533881171,1.2453538541,-5.661204336,1080.2684173,16258.767594475,1.4077745442,0.34365633482123836,0.2630476858089778,0.4801939415,0.4446764383,0.3331799683,0.32833998013261717,590818790249.0,107872550814,0.168520391,2.7157564987,1.5992664353,2.7157564987,-360.5085404114669,1.5991828075009193,0.825357103,144.3632060033,161.3018369759,0.0008713248,0.5991828075,0.004329498080249359,0.5655235288763928
AAS,2021,4,2.0413962104,2479040000000.0,80000000.0,4.3847551278,2.5863763216,-8.4828261432,2954.2798887125,15179.8067627125,4.3815297199,0.7827137133992698,0.6064102373439775,0.4840746528,0.3904335086,0.3289485172,0.7598842703561399,498019111184.0,296157377223,0.096811669,3.8015469352,2.371353564,3.8015469352,-240.20570292190675,1.3551352716470084,0.8345572501,66.3888015587,195.2386451265,0.0005078018,0.3551352716,0.002775231399254794,0.527994378308727
AAS,2021,3,1.8889983424,1847520000000.0,80000000.0,9.0956695839,2.4270960013,-2.4238692267,1701.277371275,12225.526874,10.2908826556,0.6821103649154524,0.539219119618767,0.2051626769,0.1358957562,0.1405281924,0.6767841585574751,144794448524.0,170824443318,0.0,4.4698547603,2.2410772896,4.4698547603,-444.76566495357537,1.298288709630626,1.0291876946,44.8985979907,97.7129195011,0.0013632678,0.2982887096,0.00913778371078488,0.4252366029579688
AAS,2021,2,1.6412874326,1382480000000.0,80000000.0,-59.7209373341,2.1476012294,4.3703058976,29.99820155,10528.929702725,-437.3564010638,0.029436185662658338,0.013889333924763178,-0.034497918,-0.0391322642,-0.0219646157,0.01921971423825977,-2450730757.0,3320861113,0.0,2.8767237639,1.8777248358,2.8767237639,-7.599672182520188,1.5535755145828047,1.1442006563,28.5836514431,83.3183391296,0.0318844024,0.5518207265,0.039061777709614665,0.15301803253451124
AAS,2021,1,1.0082912025,352439000000.0,31000000.0,-294.3164119511,0.5833091521,1.7391819356,95.41264622580645,11275.5124434839,15.4422492513,0.040642400276264416,0.020601879449609655,-0.0033145141787827015,-0.0018408598843961954,-0.0022329390048980713,0.028380093904631244,16955873280.0,4074502807,0.0,3.586972236633301,1.1337902545928955,3.586972236633301,-9.340057177294312,1.40353722962953,1.1266591548919678,21.30988121032715,79.11953735351562,0.032423484371975064,0.40353724360466003,0.05614755401217694,0.15197461465495835
AAS,2020,4,0.7423088336,257238000000.0,31000000.0,77.4090849747,0.5110336998,5.2427273013,-1222.4599634193548,11178.6356625161,10.0834864809,-0.22761496359466368,-0.19702984734089843,0.0096356279,0.0131821193,0.0056679397,-0.2375273445104454,28185384920.0,-45685452518,0.0,2.112118907,1.0303462783,2.112118907,32.29511616812881,1.8796495814524672,0.8585539911,13.6709376907,166.1150006845,0.0306363968,0.8796495815,0.07359988083087024,0.15066888140954
AAS,2020,3,0.7908172226,304017000000.0,31000000.0,95.9279843965,0.8824773642,-1.4413189307,638.9545112903226,12401.0956259355,13.7299937975,0.18827053192934376,0.14679652937891863,0.0087973793,0.0133289084,0.0065589921,0.1750779652663163,24106780577.0,23623668369,0.050983991,2.9869453529,0.8485492985,2.9869453529,-101.59031222576327,1.461174776827693,0.712982469,7.8277432916,92.5028183542,0.2696605302,0.4611747768,0.08117268015425982,0.16714555001355852
AAS,2020,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14309842696177644,0.10447390114165098,0.0,0.0,0.0,0.12989979051643927,0.0,17324373797,0.0,0.0,0.0,0.0,-530.1510248151474,1.2106552224203535,0.0,0.0,0.0,0.0,0.0,0.10168437032661509,0.15853353649114774
AAS,2020,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24507020568744328,0.17501120798568992,0.0,0.0,0.0,0.2210456127696748,0.0,9445461887,0.0,0.0,0.0,0.0,-626.2180663132834,1.1698917877062398,0.0,0.0,0.0,0.0,0.0,0.12223573548761439,0.1524755266385968
AAS,2019,4,0.512580165,175925000000.0,31000000.0,9.2156044136,1.3054877181,1.2186834427,-1227.423742,11071.4389426129,3.3916596965,-1.2673785458397182,-1.1367174240630975,0.0572119859,0.0757530858,0.0443480069,-1.311108655666855,49419097108.0,-43887655459,0.0881057269,2.6542246526,1.1622140406,2.6542246526,27893.28387333777,1.521884518394046,0.3130582408,2.2175449722,306.0009009779,0.0,0.5186572695,0.19017334466294136,0.14836156993474783
AAS,2019,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7472944776406716,0.403180368859605,0.0,0.0,0.0,0.5040256513376364,0.0,3775618384,0.0,0.0,0.0,0.0,0.0,1.0649589651837685,0.0,0.0,0.0,0.0,0.0,0.17713934395643438,0.16452617996974003
AAS,2019,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9568212717915707,0.7474382883710524,0.0,0.0,0.0,0.9298140749960041,0.0,62632227336,0.0,0.0,0.0,0.0,0.0,1.058724475010242,0.0,0.0,0.0,0.0,0.0,0.18150161165922876,0.16321304943935078
AAS,2019,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5898979377977098,0.20557140902699,0.0,0.0,0.0,0.2055368440926896,0.0,916970196,0.0,0.0,0.0,0.0,0.0,1.0271310104672307,0.0,0.0,0.0,0.0,0.0,0.22243308334457834,0.1413228282371075
AAS,2018,4,0.0,0.0,31000000.0,0.0,0.0,0.0,-987.2346815483871,0.0,0.0,-4.6481206941026905,-5.885641343243247,0.0613090622,0.0742297985,0.0595964499,-4.994926156601471,28469924053.0,-25972716553,0.0,16.8913302008,2.6786074852,16.8913302008,0.0,1.0471913400258308,0.2286138325,0.9782270945,5.9113996649,0.0,0.0480174731,0.2268345338638497,0.14069394029955393
AAS,2018,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6893962005324554,0.6645642055778863,0.0,0.0,0.0,0.6629855473598805,0.0,46044061425,0.0,0.0,0.0,0.0,0.0,1.0439739683104547,0.0,0.0,0.0,0.0,0.0,0.21031644615941383,0.15402322020183684
AAS,2018,2,0.0,0.0,31000000.0,0.0,0.0,0.0,9.851874161290322,9928.8245817419,0.0,0.49710284946543426,0.08906525334181525,0.0,0.0,0.0,0.08935035987182363,0.0,306385740,0.0,0.0,0.0,0.0,0.0,1.0719855572622379,0.0,0.0,0.0,0.0,0.0,0.2453235045233459,0.13399852695041048
AAS,2018,1,0.0,0.0,2200000.0,0.0,0.0,0.0,1340.7263677272726,0.0,0.0,0.7227239072014693,0.4971172643186214,0.0260214278,0.0277778627,0.0258150485,0.49711747364193953,9652400442.0,2949599251,0.0,85.1126060884,12.5474475878,85.1126060884,0.0,1.0087817467075593,0.0658537784,0.2563393129,46.8254152906,0.0,0.0087817467,0.24922635846270982,0.13382356654299293
AAS,2017,4,0.0,0.0,2200000.0,0.0,0.0,0.0,2071.4273431818183,0.0,0.0,0.8022033912384618,0.5510468980546201,0.0080722055,0.0019729925,0.0079905271,0.633324802965674,5011667471.0,5237575787,0.0,89.8935693878,20.5959502847,89.8935693878,0.0,1.0082364438994613,0.0379435886,0.1454441146,49.225806635,0.0,0.008236702,0.25525486490676114,0.1325409884427542
AAS,2017,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7381285949047804,0.4894036030176718,0.0,0.0,0.0,0.4889510409709174,0.0,2739218702,0.0,0.0,0.0,0.0,0.0,1.0085241502788398,0.0,0.0,0.0,0.0,0.0,0.2628002768975057,0.1305596190315544
AAS,2017,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.688104813332237,-8.412604347690502,0.0,0.0,0.0,-8.421759604835303,0.0,-2376546449,0.0,0.0,0.0,0.0,0.0,1.0063978790325474,0.0,0.0,0.0,0.0,0.0,0.2689273784919724,0.12936754956589672
AAS,2015,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021114874286483627,-1.016990187912586,0.0,0.0,0.0,-1.016990187912586,0.0,-198836083,0.0,0.0,0.0,0.0,0.0,1.0353734775365777,0.0,0.0,0.0,0.0,0.0,0.06653267621548212,0.007550074759261588
