ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Payable Outstanding,Cash Cycle,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
ABW,2024,3,0.6226631623,869283100000.0,101150000.0,8.3986088213,2.5034448635,-1.9870506162,266.35410783984184,13802.0048734256,11.2668584291,0.7677284135881577,0.304446540603228,0.0,0.0,0.0,0.5692983726399501,0.0,50379538515.0,0.0,0.0,0.0,-3.2279226962846352,2.315212452791264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0531515098125734,1.4177874428146546
ABW,2024,2,0.6375160769,890018850000.0,101150000.0,8.5989479891,2.5631616656,-2.0344494266,393.5018331982205,13802.0048734256,11.3871583785,0.7177427072559803,0.3771469085603589,0.0764529764,0.0616918391,0.0420073248,0.5584424226056312,172367071665.0,58935978350.0,1.8955067866,0.7647715446,1.8955067866,-6.385488870362872,1.9979948490428705,0.1409270456,4.4301618954,0.0,4.8203775024,0.0,0.9426345092,0.997994849,0.05485345741273767,1.3954589584603525
ABW,2024,1,0.7340631717,990966550000.0,101150000.0,13.1841078263,3.2319637525,-2.1514051777,164.8859914977756,13346.2627974988,14.1776026395,0.6142954571126976,0.21880105724567,0.0565174478,0.0548447686,0.0327799545,0.38606853479607883,139072200475.0,29428263660.0,2.0821215127,0.4350043885,2.0821215127,-3.4115829840132657,1.8278985431669224,0.1337188432,3.8488846378,0.0,3.8650279579,0.0,0.8098142162,0.8278985432,0.05750144523094589,1.3493809162895425
ABW,2023,4,0.8093867135,1082305000000.0,101150000.0,14.6546245438,3.696610818,-5.2464602936,189.87610734552644,13219.8858974493,13.4211611541,0.7491397890958849,0.271366225285677,0.0568183298,0.0591738917,0.0345101781,0.44981077326811386,139438766351.0,31835396702.0,2.2710018008,0.6630449408,2.2710018008,-3.065560147124639,1.7139985315571298,0.1368101018,3.6659821919,0.0,5.522082934,0.0,0.7089638484999999,0.7190747964,0.05882873594536735,1.3405517406403271
ABW,2023,3,0.7713023232,1024346050000.0,101150000.0,14.5733022514,3.3173968208,-2.9291947824,275.0007755907069,13129.741341394,12.9636574323,0.6993889104060287,0.29373774408056635,0.0543385795,0.0603292347,0.0335167165,0.4975011323357592,139888855733.0,47112280191.0,1.4643060247,0.5143046192,1.4643060247,-3.3428392456063705,1.7318728182446266,0.1472387135,3.790690019,0.0,69.3093709393,0.0,0.6787127024,0.7318728182,0.060551061588894194,1.3274894006444444
ABW,2023,2,0.8713490805,1133183450000.0,101150000.0,16.3263774051,3.7921419807,-6.2536860274,113.32874231339595,12857.0744501335,13.0461948034,0.6717555351131486,0.17658526165889474,0.0542764945,0.0642829035,0.0338497292,0.3946789351916501,136680476211.0,25620963093.0,1.7966217974,0.9541803382,1.7966217974,-1.771601313245574,1.6190223673111717,0.1457338508,3.7654073266,0.0,144.9280101184,0.0,0.5772957208,0.6190223673,0.06283256594902654,1.2999212712621973
ABW,2023,1,0.9226648499,1181735450000.0,101150000.0,13.5188612474,3.521765374,-45.1717112387,191.1649176272862,12662.2359151953,10.1792358464,0.8283160238763424,0.3099060725015105,0.0690074321,0.0882245612,0.0426176236,0.529371757448366,164562836933.0,33029710140.0,2.7483942177,1.7080537757,2.7483942177,-2.4842718829077244,1.5064708072505613,0.16392319,4.3638508054,0.0,191.9463600023,0.0,0.4191569481,0.5064708073,0.06470122232241757,1.2802220187603877
ABW,2022,4,0.0,0.0,101150000.0,0.0,0.0,0.0,115.40640610973801,12481.1491347899,0.0,0.6057008072901048,0.13452891265062242,0.0710667319,0.0863604722,0.0426527908,0.3311925223543445,164354186652.0,28738274895.0,2.5534713574,1.8355058501,2.5534713574,-2.313727477138483,1.6235649459954624,0.1771659693,4.8070143149,0.0,2.0316880182,0.0,0.4737782571,0.5694698184,0.0639081508921273,1.2642592215436275
ABW,2022,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6808755191083955,0.2881990276408351,0.0,0.0,0.0,0.5332205430824006,0.0,54198596081.0,0.0,0.0,0.0,-2.3090234303191157,1.6839499915193183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0578421508828247,1.241559721662635
ABW,2020,4,0.0,0.0,39700000.0,0.0,0.0,0.0,539.9623458942066,12345.6399635768,0.0,0.5583395596439706,0.33999708267077045,0.0802670954,0.0635528902,0.0491584133,0.4254908438573533,48778846106.0,26826808590.0,2.0936794862,0.4889515742,2.0936794862,0.0,1.7144904783386121,0.2067908555,1.5681033579,0.0,5.4471037708,0.0,0.505575463,0.7144904783,0.14243864276102972,0.4899064065238983
ABW,2020,3,0.0,0.0,39700000.0,0.0,0.0,0.0,216.33155498740555,11679.2682265239,0.0,0.4840909020927749,0.18970664751685304,0.0597365435,0.0443929771,0.0350195169,0.2388755725610864,35369823320.0,10814328818.0,1.7830099352,0.6468828397,1.7830099352,0.0,1.8231254961953565,0.1524777463,0.8903697904,0.0,3.030644584,0.0,0.6348338025,0.8231254962,0.2844485523719539,0.46346308045317025
ABW,2020,2,0.0,0.0,39700000.0,0.0,0.0,0.0,132.59732750629723,0.0,0.0,0.4795036263804023,0.17523081967024004,0.0522634173,0.0405743856,0.0320997126,0.21940847905882632,30548394526.0,6591256190.0,1.634533904,0.6921506389,1.634533904,0.0,2.008073499470281,0.1271712114,0.698159408,0.0,4.7806259909,0.0,0.571888162,1.0080734995,0.2922308931018085,0.4527594260436719
