ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Dividend yield (%),Financial Leverage,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
CTG,2024,2,1.433469585,193588202515400.0,5369991748.0,9.5332393341,2.5958541002,1.74860632,999.1253714678893,25148.7721653013,0.3497838532873995,0.1573759619,0.0,0.0099541455,0.0,15.896086890990755,14.896086891,0.071805053088023,2.532086833292467
CTG,2024,1,1.3250765449,171839735936000.0,5369991748.0,8.5302846743,2.3634418221,2.2165039852,923.429724421245,24149.5482834399,0.3267914114423949,0.1617335633,0.0,0.0102533718,0.0,15.910365071310327,14.9103650713,0.0759766577582746,2.4317074239198626
CTG,2023,4,1.5421308573,192782703753200.0,5369991748.0,9.6858451598,2.7326395202,6.7012086836,1139.5687902647408,23279.4771140121,0.41994675277137167,0.1699791545,0.0,0.0103625882,0.0,15.933846072756806,15.1482816885,0.07937201383936619,2.3756197027213757
CTG,2023,3,1.3960398892,169154740062000.0,5369991748.0,9.3284709241,2.4363886341,2.8101921139,719.3819248304737,22563.8251762915,0.29517429577693477,0.1572301237,0.0,0.0098261541,0.0,15.477532816388374,14.4775328164,0.0800500156046726,2.2719797110570905
CTG,2023,2,1.213171552,142250218026400.0,4805750609.0,8.0785329747,2.0509119036,2.3122064967,1082.724931721483,24398.8576478376,0.4078634713622685,0.1581290875,0.0,0.0097229779,0.0,15.755536550778135,14.7555365508,0.08358257516262463,2.198520566516148
CTG,2023,1,1.285115942,144172518270000.0,4805750609.0,8.4556038115,2.1349961618,2.5443241605,1000.1303419696451,23344.1972186202,0.37946566488009675,0.1585577156,0.0,0.009639872,0.0,16.14909371115842,15.1490937112,0.08904504489094013,2.1032652990959493
CTG,2022,4,1.3017748571,139847342721900.0,4805750609.0,8.3366155321,2.1811379022,1.6557088364,886.5235312088996,22354.0959031068,0.33161101639401425,0.1662403072,0.0,0.0100449029,0.0,16.7046137563605,15.718766165,0.09419894914646473,2.016850808762174
CTG,2022,3,1.3270975177,139847342721900.0,4805750609.0,8.9827321732,2.2842602628,1.7610851773,694.6527757283378,21927.5521294534,0.25831182493843063,0.1553582796,0.0,0.0093827613,0.0,16.499969644323834,15.4999696443,0.09431491621192525,1.975955662120321
CTG,2022,2,1.055038073,107648813641600.0,4805750609.0,7.328079565,1.9170476358,20.8464658078,966.6363026205049,21231.4612849274,0.3867012405388363,0.1505372438,0.0,0.0092767585,0.0,16.45288632558432,15.4528863256,0.09848739100738775,1.9140081740028774
CTG,2022,1,1.3076787033,127592678668950.0,4805750609.0,10.3778688065,2.3499389251,3.9444898016,970.4846088487485,20303.1523977278,0.45968549749084975,0.1291465057,0.0,0.0080409727,0.0,16.925643031791708,15.9256430318,0.10451693649116815,1.8304762393091112
