ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Payable Outstanding,Cash Cycle,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
BMS,2024,3,0.7912868265,674918534675.0,71111425.0,28.3725643466,2.6481322857,-4.5128811829,474.90098548861874,11994.3864622035,21.4596887372,0.7946359500391762,0.4162801623373372,0.0291258379,0.0380725749,0.0161009947,0.7126373399226852,51134709897.0,57812974072.0,1.93462888,0.7679046115,1.93462888,-3.9196643704223852,2.0910154870183932,0.1725089457,62.6855722776,0.0,1.8026402862,0.0,0.5657387161,1.091015487,0.004167917777425522,1.1994386462203506
BMS,2024,2,0.8020323493,656998455575.0,71111425.0,35.1173204678,2.5023356435,-2.1736061416,231.6408560790337,11519.4854767149,15.633177201,0.6721869084737864,0.33334127345926146,0.0230630238,0.0236556199,0.0142210441,0.5455458575987303,31327010355.0,26958561526.0,2.0404512957,1.5366299794,2.0404512957,-2.9745293780583,1.9604146681192358,0.1995755301,61.6161861812,0.0,9.9480779926,0.0,0.601269318,0.9604146681,0.004829284080190509,1.1519485476714888
BMS,2024,1,0.8846611558,712394255650.0,71111425.0,8.1335628165,2.0175254567,-1.7130157134,221.6729835606585,11324.109727811,9.9749041856,0.3315007054600789,0.18262143889962207,0.1085214074,0.0834301895,0.0738831635,0.263386797251683,109914022818.0,22734970195.0,2.4852235258,1.5277615485,2.4852235258,-6.02488924229652,1.6754800118905138,0.2978566391,79.3764093755,0.0,15.414906901,0.0,0.6116430645,0.6754800119,0.005416263752451793,1.1324109727810967
BMS,2023,4,0.941083614,742995016209.0,64647613.0,8.8418679705,2.303258884,-5.6062126383,-653.0629645985537,12212.5173880125,6.6051484761,-1.2433838615090098,-1.1108227966853417,0.1119769208,0.09387228,0.0764714814,-1.4908182845084819,103898510382.0,-56661422859.0,3.1139402694,1.9736621968,3.1139402694,16.116752194472028,1.4831899998998865,0.2935626327,65.0733025629,0.0,16.4803563389,0.0,0.3799824737,0.4831899999,0.005561155383475293,1.1102436744250308
BMS,2023,3,0.8738832175,726057341603.0,64647613.0,15.4535240339,1.8346264269,-55.7329872905,443.8190380671905,12851.8316586105,10.9926867771,0.4978156524022891,0.3230568472380912,0.0612312805,0.0712982113,0.0437193662,0.4278301321803709,60888427596.0,37997133972.0,3.8360087915,2.3098565704,3.8360087915,-125.95377894147222,1.367446758481385,0.3682593181,80.4417218033,0.0,22.2287486363,0.0,0.0,0.3674467585,0.00521921694367499,1.1683639294346866
BMS,2023,2,0.9386055962,753467929515.0,64647613.0,22.4261931519,1.897008702,5.3942151066,1320.2440285304888,12417.3561792452,12.4805505722,0.789200482964405,0.6098012956288303,0.0443545281,0.0521948888,0.0310965846,0.744517643647784,43588859580.0,104206151546.0,3.926898662,3.1366631051,3.926898662,-78.06497270521973,1.352316683856929,0.3676198277,75.0124370422,0.0,19.9242873924,0.0,0.0,0.3523166839,0.005861523416854637,1.128865631308893
BMS,2023,1,0.8129325919,588791426250.0,60989375.0,-3.1999571102,1.511044387,4.5021899577,211.83857768668722,11875.5233786377,-2.5128672088,0.38746239560362794,0.2315433607829627,-0.2450562647,-0.3082082976,-0.1642848503,0.2998784138621856,-221532180906.0,16732934350.0,3.2109447343,1.0461343436,3.2109447343,0.0,1.4499802364518504,0.3479080292,69.0276498507,0.0,10.6871824106,0.0,0.0,0.4499802365,0.0070599171294463215,1.018515307014309
BMS,2022,4,0.5844636679,415764569375.0,60989375.0,-4.3087807684,0.7840935479,2.0202643583,-1311.3609173401105,11663.684800951,-3.1925424066,-0.843083150854875,-0.7193991793663086,-0.127029356,-0.1546694484,-0.0861655805,-0.8967748847975525,-108349050726.0,-99698796961.0,3.2136552947,1.7664308633,3.2136552947,0.0,1.4433273342742161,0.4735003845,130.3650475026,0.0,6.9127316042,0.0,0.0,0.4433273343,0.007765256878353116,1.00034677438541
BMS,2022,3,0.4016765088,317937611875.0,60989375.0,6.4532029689,0.5352249278,5.7125584336,250.96550674605209,12978.1052322146,2.4657836148,0.2830995168049368,0.1696002847615112,0.0600087443,0.1250357487,0.0390608459,0.22891468322089392,100609794048.0,20659285213.0,3.1104410655,2.6337604362,3.1104410655,-11.894833407560775,1.4645422442364993,0.470956328,116.2697884934,0.0,8.5071277534,0.0,0.0,0.4645422442,0.007374612153077021,1.1130792651068375
BMS,2022,2,0.5151196688,399846342500.0,60989375.0,-49.8434254659,0.7162316141,7.1842572589,-2168.358602953383,12727.1397254686,11.7148481377,-1.1763688806678725,-0.9985727593806625,-0.009947921,0.0350086222,-0.0062942528,-1.2150996464372852,34384813660.0,-160922759128.0,2.6524290418,2.1330084122,2.6524290418,36.2451229864848,1.6024767901162267,0.4380246772,128.7278894093,0.0,5.2163695132,0.0,0.2093580281,0.6024767901,0.007865541082212872,1.0915549750184306
BMS,2022,1,0.623163833,566123860952.0,56999986.0,2.2431776359,0.8886048432,58.6037687639,1765.1564627577277,15938.0237981813,1.5003898712,0.6848121556383179,0.5123189968653388,0.3132618346,0.3895548088,0.2139592951,0.6616275872786116,355300341378.0,129936481215.0,3.0229259941,2.4041984991,3.0229259941,-28.65737881678549,1.5732066998392475,0.5401148885,198.8139656458,0.0,5.444136178,0.0,0.0,0.5732066998,0.006475312169210844,1.2775262672123362
BMS,2021,4,1.2299557731,993623755952.0,56999986.0,5.3192475501,1.7996759327,-3.1140879718,1150.7880036321412,14172.8673354236,3.4709334414,0.666482477710497,0.37493015915520683,0.2587491491,0.3009155872,0.1809853701,0.6247193886929425,244398737077.0,109296104591.0,3.2670479112,2.9554566334,3.2670479112,-24.090023054931855,1.5014736901481556,0.5349329671,254.8223626913,0.0,3.7787800812,0.0,0.0,0.5014736901,0.003231935097484801,1.1360386037813193
