ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Payable Outstanding,Cash Cycle,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
TVS,2024,2,1.7122758025,3732344373900,166995274,17.3206374152,2.6895308288,-5.3290078447,156.9113211012187,13052.8037406196,8.2536492067,0.5916075903012109,0.0828764241175112,0.1021421981,0.1450389176,0.0188065699,0.5383437229693631,902799421917.0,170210798455.0,0.0447427293,1.4736836383,0.3343541608,1.4736836383,-4.027305380656596,2.957413466729201,0.1213885535,78.5432732357,0.0,59.604056488,0.0,1.8339921248,1.9574134667,0.008414809846516552,1.3057311565427894
TVS,2024,1,1.8517608089,4007886576000,166995274,12.8385766714,2.8318251678,-3.4744005372,607.6812310029803,12960.637186038,7.4679147584,0.8572225990445352,0.27279975373440846,0.1518412348,0.1625444534,0.0245818821,0.8066390011831367,1033322332267.0,300064933910.0,0.0416666667,1.0158541797,0.2159470232,1.0158541797,-6.7108228559761205,6.820547048705782,0.1116872322,79.4786255509,0.0,30.8007408087,0.0,1.9641044818,5.8205470487,0.007758986029068058,1.2933337691292988
TVS,2023,4,1.7616846241,3628370660800,151814672,14.3920682423,2.7230159401,-2.7492066798,166.45424558833153,13566.5599125096,6.5009535041,0.6032323147496124,0.07280462855528891,0.1315394792,0.1427330374,0.0218613197,0.5181725733213125,927341619904.0,179855637075.0,0.0418410042,1.0265995515,0.1738423818,1.0265995515,-4.28848952372171,6.5821741830117775,0.1159250761,70.4037928405,0.0,38.812345926,0.0,2.1807679864,5.582174183,0.00881706820022432,1.2308228811175819
TVS,2023,3,1.5928389155,3230568247200,151314672,13.5290566522,2.4041051183,11.6567658719,410.0445509210105,13403.7408255361,6.1659386997,0.7414252729670522,0.17603350697324177,0.1251377757,0.1973838178,0.0227252093,0.6983470878377102,913210885486.0,246143329578.0,0.0468384075,0.8302927522,0.2198211962,0.8302927522,-4.559811118344225,5.428254858776405,0.1283542239,72.2034145165,0.0,29.5196543709,0.0,1.2649495689,4.4282548588,0.008592926857783867,1.2156428588230586
TVS,2023,2,1.7546970099,3449974521600,151314672,14.8670155172,2.7737313658,-16.1273188173,810.9324190452595,12993.6962746151,8.3146870512,0.9095432296158855,0.3569671360765051,0.1252193814,0.1488082962,0.0227856728,0.8755318998656416,804910778786.0,300960460529.0,0.0438596491,0.8148898598,0.1673156097,0.8148898598,-5.625633712917532,5.797847382565576,0.1229974426,66.0816462805,0.0,43.2063596957,0.0,1.7307157607,4.7978473826,0.009607605322046063,1.1782686032875398
TVS,2023,1,1.928954733,3555894792000,151314672,44.0810464982,3.2134910328,2.6452375955,272.6737172916054,12182.7638555698,11.1962737695,0.6893636746758103,0.1388976699496628,0.0446487069,0.1183111817,0.0083436692,0.6557212835001934,553264879272.0,194781918683.0,0.0425531915,1.2489768289,0.2350866165,1.2489768289,-3.5772446932949737,5.414974935338152,0.1156761595,58.8121563266,0.0,33.8652994187,0.0,1.6032076164,4.4149749353,0.0099551258798069,1.1047003233277128
TVS,2022,4,1.375161486,2478276676800,109175184,55.9854599727,2.4246191035,14.5165482198,109.04022786899998,16507.1522367574,10.3495910341,0.5092650455338089,0.03396330109825825,0.0247780733,0.1013440565,0.0052444609,0.4726952940243957,497441698024.0,165684570487.0,0.0440528634,1.2562291501,0.2573243282,1.2562291501,-2.8502217598963204,5.348979116545328,0.1228028093,52.1788894855,0.0,23.0448701682,0.0,1.8540667950999998,4.3489791165,0.011156361730444752,1.059001460782058
TVS,2022,3,1.4561867422,2614745656800,109175184,13.2670633789,2.5959660298,-517.8101887704,165.4418544877378,16447.0663723452,8.897156502,0.5820861072049067,0.07153998853191355,0.1092004149,0.1259621888,0.0218698433,0.5471209283053502,593986080460.0,138135016379.0,0.0417536534,1.2709711181,0.2127745134,1.2709711181,-3.352163592781025,5.431216208897265,0.1139052995,53.7262238985,0.0,37.5942319202,0.0,1.8262742443,4.4312162089,0.010380417561910662,1.055067574903946
TVS,2022,2,1.740727138,3056994704550,107075121,12.4966723433,3.2511469455,-7.9203980198,-260.5403709606828,16401.191994497,10.5339473955,0.2772191166435951,-0.1350995170235284,0.1412365554,0.1110817651,0.0309347881,0.240390910809431,577051116300.0,49639551338.0,0.0350262697,1.2301347335,0.2091550257,1.2301347335,-1.286048049873657,5.2477312843991974,0.1189062981,53.1883627804,0.0,19.3224408898,0.0,1.9357404826,4.2477312844,0.010740837619018681,1.052349755600868
TVS,2022,1,1.8694637063,3383573823600,107075121,8.0441446352,3.2742650625,-2.1560416334,518.3499738655444,16903.2433701943,10.0242859698,0.6630385973162176,0.23396423499492322,0.2508383358,0.1153434361,0.0616462668,0.6320127465446964,734126354153.0,149929819509.0,0.0316455696,1.2360451608,0.2541530477,1.2360451608,-3.866033247667944,5.188039478936473,0.1514511876,68.5485710386,0.0,15.2498673425,0.0,2.4979185438,4.1880394789,0.010149628831949704,1.0842254432517653
TVS,2021,4,2.1483203551,3769044259200,107075121,7.2912270831,3.6169660706,-7.1999654386,1379.611296866991,16384.8933963287,8.1202267653,0.8789382603289767,0.4749341787717922,0.3375212327,0.1557248979,0.0931554683,0.8094039480224499,791852642531.0,251754480995.0,0.0284090909,1.3220686013,0.3683713342,1.3220686013,-11.228027121232753,4.097009454748638,0.1877864899,97.4658190854,0.0,26.8417585273,0.0,1.8863414211,3.0954284582,0.01108827461495607,1.050289274376112
