ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Interest Coverage,Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
BHG,2017,4,4.8950207177,107227716000,8935643,4.4260038412,1.3988138615,15.1176944493,410.7526390658177,2451.4707275123,17.930710319,0.2841213569806797,0.19041671260486615,0.11552414037660225,2226762271,-154.1622306658574,1.6399974412123068,0.4191886864534585,0.24514707275122785
