ticker,yearReport,lengthReport,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Interest Coverage,Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
VBG,2015,3,0.23468387742828473,0.22627864873114764,0.12460621509966349,6396905134,-41.30483858137051,1.4342463758319535,0.3768565273503338,1.0348727043023256
