ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),Net Profit Margin (%),ROE (%),ROA (%),Dividend yield (%),Financial Leverage,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
NAB,2024,2,1.2396677331,21623701541550.0,1322550553.0,6.8190622294,2.5689846824,3.766195831,734.7454490837902,13189.0179626276,0.4399214084902372,0.2036291652,0.0147379985,0.0,13.510874694264222,12.5108746943,0.09097467925520077,1.2810960580347661
NAB,2024,1,1.1595476177,18515728252000.0,1322552018.0,6.5880550785,2.3410601825,20.6264774928,603.5165264856902,12073.674065499,0.46486741486654126,0.1898364142,0.0134954152,0.0,13.537746534300782,12.5377465343,0.0980063829912484,1.2073687439605947
NAB,2023,4,1.1106742462,16928665840000.0,1058041615.0,6.4573328405,2.214573334,1.3516748526,935.3261591700247,14405.663996496,0.44087478727290547,0.1879864642,0.0135318107,0.0,13.771099242375072,12.7710998156,0.10412134954776264,1.152454446315747
NAB,2023,3,1.1626425286,16528726109530.0,1058041615.0,8.6306477124,2.4361688726,1.6850931014,392.7340797460032,13436.632168764,0.31707257517453036,0.1421984885,0.0098349296,0.0,14.54299323406663,13.5429932341,0.10943103078138132,1.0749317648200325
NAB,2023,2,1.0527458981,14520563124260.0,1058041615.0,7.0980415979,2.1008737855,1.4810994829,573.8668417120814,13036.3842068726,0.3947873184306688,0.157327731,0.0109671327,0.0,14.514942285734461,13.5149422857,0.11320857038228782,1.0429118923819316
NAB,2023,1,0.9818551027,12972669232347.0,1058043327.0,6.9808473464,2.0091723359,1.3408084666,575.8752826574937,12487.5859644262,0.39204723862273444,0.1486779335,0.0103665666,0.0,14.71123747550314,13.7112374755,0.11819806943579622,0.9990096008072971
NAB,2022,4,0.7017834875,8877406724568.0,846434661.0,4.8113177098,1.4861812942,35.4883510373,334.47945015096684,14944.7802445321,0.2014217588004408,0.1748884212,0.0109297899,0.2383676583,14.038088725653727,13.0380887257,0.08241479298454202,0.9564685426432996
NAB,2022,3,0.6160406602,7611986906373.0,846434661.0,4.0063502121,1.3523621797,2.1807864991,645.2039657199246,14598.0624014167,0.3984766443856998,0.1635140006,0.010768626,0.0,14.079503210749232,13.0795032107,0.08158085434271375,0.934278540201858
NAB,2022,2,0.6381342066,7515587330296.0,656440504.0,4.2875034511,1.4809894109,0.7304550275,639.4852198212315,17941.3670062017,0.3380488570887875,0.1554587519,0.0095622212,0.0,14.529854959991306,13.52985496,0.08504725984594275,0.8905096272716919
NAB,2022,1,0.792309179,9012928119920.0,656440504.0,4.6005241664,1.8073432744,0.494593266,785.4116204870868,17329.0936965096,0.46966913020625045,0.1830038914,0.0104246494,0.0,14.30282864456558,13.3028286446,0.0844773763728934,0.8601197870430288
NAB,2021,4,1.3904542528,11158175686992.0,656440504.0,6.4140665852,2.3156112422,1.374508139,454.1554005022213,12224.7819126042,0.23022877230267386,0.1961708229,0.0099763486,0.0,19.095392283112865,18.0953922831,0.12236901362045509,0.6067701519459423
NAB,2021,3,1.2600867265,9739966360880.0,513440504.0,5.9805499701,2.1486690804,0.8988327448,542.6879995427863,15054.5193450496,0.3132309082794772,0.2266176494,0.0115709551,0.0,18.820740659283793,17.8207406593,0.12274645518526185,0.5844464684141265
NAB,2021,2,1.216334136,9063208514608.0,456446843.0,5.9075033826,2.0998718314,1.4102168936,1073.0362308585404,16324.4616854541,0.40926106662031897,0.2208149859,0.0111558805,0.0,19.547593832926534,18.5475938329,0.13058629499564436,0.5633999383311286
NAB,2021,1,1.2778664778,8902539225872.0,456446843.0,7.9263534729,2.4104761433,-3.5280178835,805.8222017322618,15262.9404865881,0.4077934374320926,0.1701221913099289,0.008485757745802402,0.0,19.74419759310011,18.744197845458984,0.14084445178728988,0.5267640608668666
NAB,2020,4,1.1606286594,7658721578697.0,456446843.0,9.5774235894,2.3974981652,8.3100365954,1078.7017317589377,14456.8203312121,0.572615140569068,0.1383602867,0.0069838849,0.0,20.35458047484607,19.3545804748,0.15180829154524253,0.498942742493413
NAB,2020,3,1.0360163308,6333199946625.0,456446843.0,9.3237869898,2.2676940062,1.9845775682,323.5776569934563,13392.6460304163,0.2137334323161546,0.1104433945,0.0056160174,0.0,19.54418536401991,18.544185364,0.14347334407432255,0.4622152995311628
NAB,2020,2,1.1251635359,5754944822432.0,389005328.0,10.6170410879,2.2601027453,1.530993774,119.76956778340065,13148.3109146515,0.07917082280492177,0.1093630103,0.0056110015,0.0,20.66825950684323,19.6682595068,0.17110470221200866,0.3867347821524067
NAB,2020,1,0.0,0.0,302116600.0,0.0,0.0,0.0,374.04763591275685,0.0,0.24325121350080184,0.1257088871,0.0066634368,0.0,19.365699438437684,18.3656994384,0.1717733832280712,0.38340122337841553
NAB,2019,4,0.0,0.0,302116600.0,0.0,0.0,0.0,925.7419155385702,0.0,0.40801434342226,0.1592495789,0.0086221426,0.0,19.088726983893388,18.0887269839,0.1779251005718306,0.3750620336400857
NAB,2019,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21369917135400962,0.0,0.0,0.0,18.76571107435756,0.0,0.17955925655260246,0.3538480997482143
