ticker,yearReport,lengthReport,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
TPS,2015,2,0.3476991657476491,0.15808424492836803,0.1712879706761755,1283752961,1.2406601486376163,0.4341998858654168,0.54887462028
