ticker,yearReport,lengthReport,Outstanding Share,EPS (VND),Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Interest Coverage,Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
BCB,2018,2,5000000,28.1812622,0.2083022191045667,0.0017072524705088533,0.05457688330565818,4504446428,-0.8321629895807238,8.633022224163195,1.233465695245682,0.8847557642105263
