ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Payable Outstanding,Cash Cycle,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
DSC,2024,3,0.0,0.0,204838925.0,0.0,0.0,0.0,351.7062465544574,11598.22895147,0.0,0.8062300914235948,0.4914748646206283,0.0764199109,0.059123137,0.0398725241,0.7312475370458124,278071932234.0,107190346386.0,2.0184631937,1.1898254873,2.0184631937,-5.952516908735194,1.9731825957217688,0.1167648482,35.8083536753,0.0,1.4280982625,0.0,0.952698599,0.9731825957,0.005553962781607457,1.159822895147004
DSC,2024,2,2.0645492486,4756154999575.0,204838925.0,33.2141567739,9.6883440365,-3.0990415334,97.79789062552442,11246.5227049156,26.4913679215,0.4239369958677637,0.1780197408397592,0.063239271,0.0567909026,0.0337023184,0.3225286643903552,245572053598.0,36294609606.0,2.1306908703,1.2673650445,2.1306908703,-2.866302075638907,1.8688510289242612,0.1158880017,32.6185003338,0.0,2.2455906676,0.0,0.8483358358,0.8688510289,0.006024011403233549,1.1246522704915582
DSC,2024,1,2.2137060885,5055424669000.0,204838925.0,26.2112976449,10.0111540289,-3.7751329414,287.5367972420281,11148.7248142901,22.9877370542,0.7338537746828568,0.4395721995425972,0.0854637448,0.0666845225,0.039427296,0.6574447431004617,300796829768.0,88091693314.0,2.0057167897,0.9753327222,2.0057167897,-6.205986397040547,1.9753943239382297,0.1187361879,31.9812652711,0.0,4.6182982028,0.0,0.9506829614,0.9753943239,0.006444106153340692,1.1148724814290056
DSC,2023,4,2.1712726857,4850176066150.0,204838925.0,30.0027719498,11.0621747733,-2.358565322,120.74584578590226,10905.1249787363,23.3438323272,0.4333438915745447,0.20365950106217806,0.072692655,0.0609098661,0.036716814,0.3516408637004983,252313651242.0,42705061197.0,2.1629997376,0.9228387308,2.1629997376,-3.3702090975167107,1.8455811429497564,0.1342461964,26.2079104576,0.0,5.685315475,0.0,0.8278523875,0.8455811429,0.007023744277991441,1.090512497873634
DSC,2023,3,1.7653311114,3899723454150.0,204838925.0,21.7685011558,10.1699064689,-1.9304995174,190.89135515137076,10784.3791329504,20.116937888,0.7030106311125606,0.31803772821611653,0.0802449638,0.0610734695,0.0321830898,0.6078005566117987,245540100782.0,74727628481.0,2.2068761755,1.3011348302,2.2068761755,-2.8090424178377895,1.8131267868643273,0.1124158019,22.6186434685,0.0,13.8023904949,0.0,0.7944062818,0.8131267869,0.0072054152391596155,1.078437913295044
DSC,2023,2,1.7140719262,3719465200150.0,204838925.0,29.6331619745,12.2790855936,-9.4864850196,219.43196388088836,10593.4877777991,25.9287813206,0.7842290886182404,0.3550538360306082,0.0746235031,0.0566525125,0.0273432029,0.7230843457874772,192545744390.0,91539203306.0,1.3316199756,0.8936487321,1.3316199756,-2.57601810101243,3.898693862644092,0.1044797331,20.2010524165,0.0,22.3550433413,0.0,1.9855484412,2.8986938626,0.015011306865132941,0.5475372409833726
DSC,2023,1,2.3686197631,5034402276400.0,204883700.0,90.9716192707,25.0375155115,-2.579938737,54.338883425084575,10373.9740682787,66.2458027572,0.722793213542708,0.16503656684473303,0.0289572002,0.0355071763,0.0129797989,0.5888919451801653,102338760360.0,39725882344.0,1.5793506522,0.8795894737,1.5793506522,-1.5257031095425355,2.6536229658089905,0.0864669357,15.6274641894,0.0,26.5296168073,0.0,1.624664935,1.6536229658,0.016059162202579257,0.5255940445952838
DSC,2022,4,2.4428242307,2602800000000.0,100000000.0,77.8180944515,15.5987232288,-4.8409376603,145.95144232,10654.88039323,40.393503059,0.7235618031182226,0.21962321721680939,0.031892037,0.0353727991,0.015856957,0.5432156741725007,85273492591.0,36099603740.0,1.7644546647,0.8371453858,1.7644546647,-2.089079360020925,2.2624625738200073,0.0791063575,18.2402310253,0.0,14.4964378395,0.0,1.2305103794,1.2612492253,0.01668630406422249,0.5198801474387742
DSC,2022,3,2.1358235252,2243300000000.0,100000000.0,53.1854396693,15.5694698877,-3.6557010433,85.97684997,10503.20859156,37.1202259299,0.7288046868514226,0.20277054189966193,0.0404597824,0.0426307309,0.0220902343,0.5267848965931735,83108197931.0,22336235627.0,2.1372604739,0.8618663123,2.1372604739,-1.9364628902086412,1.8643214904819536,0.0754604255,32.5502458311,0.0,27.4632602297,0.0,0.845009878,0.8643214905,0.0076964941489363935,0.5127545261019115
DSC,2022,2,4.1729860141,4347100000000.0,100000000.0,105.8485630911,39.5122484082,-1.9692529993,-41.42134446,10417.24076073,84.4003406196,0.35409327040824284,-0.1672966150933441,0.0352254488,0.0306899237,0.0210173829,0.08778093787716207,63517693106.0,2173387945.0,1.9911277834,0.4750681159,1.9911277834,-0.30568950415828583,1.9943227983322662,0.06361127,43.9251554728,0.0,19.5163296374,0.0,0.9799312759,0.9943227983,0.007990568994410654,0.5085576757801282
DSC,2022,1,2.1467372953,2245200000000.0,100000000.0,37.3711884182,25.6617093683,-0.8791129831,138.25405009,10458.66210519,48.7757043463,0.8549768457222683,0.4158748109627728,0.0493754585,0.0334611219,0.03169407,0.7056018686821155,59685119142.0,23457135062.0,2.4011814625,0.2008875382,2.4011814625,-3.765748587258061,1.713984348453558,0.0712835904,178.601512698,0.0,7.8931564502,0.0,0.7004653835,0.7139843485,0.0007380689329440543,0.5105798180297031
DSC,2021,4,1.259640116,1300000000000.0,100000000.0,21.5774573848,23.3174505418,-0.3061406603,238.97881617,10320.4080551,42.3245381068,0.9078755914736634,0.5471273235781731,0.0452177286,0.0199618625,0.0264655934,0.7931829560238991,35958969947.0,34645303875.0,2.3258407059,0.370508695,2.3258407059,-6.995137605896268,1.753114281576213,0.0593713449,7.2004346932,0.0,16.6901134281,0.0,0.7381832152,0.7531142816,0.0005099341219748899,0.5038304148051939
DSC,2021,3,1.8835622956,1898900000000.0,100000000.0,153.3015462154,129.9094486968,-0.2771753665,27.69520883,10081.42923893,898.2180057988,0.7857072646257585,0.33220258674841674,0.007068532,0.0017944164,0.0059032479,0.36265910323788003,2361171542.0,3023432086.0,5.3444717592,0.9358070559,5.3444717592,-45.9341288429069,1.2287873475174838,0.0404359412,3.6832794146,0.0,6.8306714121,0.0,0.2242683995,0.2287873475,0.0003934080214226596,0.4921637447047723
DSC,2021,2,1.9155072078,1925800000000.0,100000000.0,-310.1643178656,281.9275399669,-11.8733475978,-15.92064409,10053.7340301,-1465.4421653885,0.3909177407908188,-0.7131632215261738,-0.019301419,-0.0223429482,-0.0187158009,-0.724166455266225,-1311248499.0,-1616628010.0,18.1436803807,1.5145415459,18.1436803807,0.0,1.053218395950228,0.0998452221,0.8989190206,0.0,8.2202410338,0.0,0.0,0.053218396,0.004048894088617523,0.03191454114983273
DSC,2021,1,1.2090410643,80964000000.0,6000000.0,511.8369436843,14.1744612938,4.257398803,-37.168721833333336,11160.9112365,249.3359748698,0.5031717804385254,-0.14826333795982446,0.002373846946284175,-0.0004200171970296651,0.0023237294517457485,-0.1615527831179545,131173152.0,-243001832.0,24.49724769592285,18.235626220703125,24.49724769592285,0.0,1.0395180984766659,0.08390940725803375,0.5067081451416016,0.0,7.6762824058532715,0.0,0.0,0.039518099278211594,0.0037808327300372755,0.03269176862698337
