ticker,yearReport,lengthReport,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Interest Coverage,Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
BMN,2016,3,0.10631111503841796,0.0355291236154583,0.024887989682270815,594847385,-8.973453591163706,2.459395661602252,0.26340215059807337,1.0675266768727272
