ticker,yearReport,lengthReport,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Interest Coverage,Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
VXT,2020,2,0.2962139801217475,-0.012947860988714055,0.0024965807502869077,75219301,-0.19647872119071327,2.164817822680747,0.6336721735671914,0.4375918561454122
