ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
PGI,2024,2,1.3919704626,2550626308000,110896796,10.8416842816,0.745970976,-22.0684995,807.4152075683052,16523.3391211591,-4.2835414136,0.11839179641121823,0.1281004078,-0.3180478563,0.0317200458,-0.21990563127465323,-617297261741.0,-166314710540,0.0434782609,1.1031586357,0.6898631727,1.0965887166,4.130153170032024,0.4610081803,0.0,47.09855288346408,0.0,0.0,47.09855288346408,0.0,0.1475268143,3.13015317,0.32892538837747365,1.65233391211591
PGI,2024,1,1.4490499779,2639343744800,110896796,10.9104940234,0.7987563102,-10.6826644241,610.5228563321162,16424.5542682225,-4.853665525,0.08616739778508364,0.1325460721,-0.2901962044,0.0332504544,-0.24781090445463086,-575265957013.0,-194714530294,0.0420168067,1.1046453031,0.6858617609,1.1022176551,4.143594801110272,0.4541796784,0.0,46.87039577134309,0.0,0.0,46.87039577134309,0.0,0.1782581919,3.1435948011,0.3378673238883218,1.6424554268222502
PGI,2023,4,1.4244055702,2655978264200,110896796,11.5937792586,0.823263594,28.7834241648,332.86982182965863,16814.0314118904,-5.2817052439,0.04681059235715814,0.1292412976,-0.25508932,0.0322414235,-0.2477249076671325,-519164483311.0,-195352494277,0.0501043841,1.1225042361,0.6849703833,1.1220274028,3.9947610575894887,0.454046493,0.0,50.01570886121358,0.0,0.0,50.01570886121358,0.0,0.1919982241,2.9947610576,0.33659598879998354,1.6814031411890384
PGI,2023,3,1.3955327041,2550626308000,110896796,10.9188432096,0.8010353681,-26.479704483,370.63370975118164,16481.1615900607,-5.6335470038,0.07072311206966966,0.1316713376,-0.2433460735,0.0336803442,-0.19337072576163702,-468039374825.0,-112381100255,0.052173913,1.1429980763,0.7012691025,1.142464095,3.8863744162141005,0.4590938332,0.0,51.7002652339231,0.0,0.0,51.7002652339231,0.0,0.1510559226,2.8863744162,0.3505800145903372,1.6481161590060727
PGI,2023,2,1.6138515257,2883316696000,110896796,13.7075379647,0.9355491577,13.1139875528,867.3597114564068,16110.5278803095,-6.4170875276,0.14212100853144627,0.1195002878,-0.2507759945,0.0308227726,-0.1778169454792985,-466132781282.0,-120346401608,0.0461538462,1.1187988484,0.0325718697,1.1182790665,3.9193067875075833,0.4516110368,0.0,55.30477425361538,0.0,0.0,55.30477425361538,0.0,0.126265631,2.9193067875,0.3557203203300935,1.6110527880309544
PGI,2023,1,1.6391446583,2844502817400,110896796,15.1288697435,0.9187126533,9.0986565096,494.8997377706025,15648.4053257679,-6.1336431219,0.07722344889475317,0.107308644,-0.2833651723,0.0276213301,-0.19542426305434227,-454630455474.0,-138888251840,0.0467836257,1.1097502877,0.0236189194,1.1092545364,3.9620806273559386,0.4548533248,0.0,60.29203162513779,0.0,0.0,60.29203162513779,0.0,0.0047468258,2.9620806274,0.3692225841316448,1.5648405325767933
PGI,2022,4,1.7289728669,2905496055200,110896796,14.2617669958,0.9461497755,10.0995739435,373.557090233698,15153.5055879973,-6.3093531016,0.05573269471764256,0.1178149832,-0.2882741027,0.0310357122,-0.1887982030182335,-445830192745.0,-140334288477,0.0458015267,1.1066012435,0.6368177523,1.1056172125,3.871191576609027,0.4678160973,0.0,59.70336176058273,0.0,0.0,59.70336176058273,0.0,0.0,3.0238459602,0.31183404936756337,1.5751060373980508
PGI,2022,3,1.6395547209,2905496055200,110896796,11.4464382291,0.9473499453,-86.706395806,160.95004742968408,15979.9484977636,-6.532768445,0.033328246031750906,0.1419482805,-0.2662911697,0.0380205173,-0.19613723279969858,-430583164409.0,-105040720729,0.0458015267,1.1308611145,0.0310033478,1.1297275846,3.7568086799148936,0.459386212,0.0,58.424157836806685,0.0,0.0,58.424157836806685,0.0,0.0,2.7568086799,0.3006997238788864,1.5979948497763632
PGI,2022,2,1.7131299485,3005303171600,110896796,9.0139356023,0.9808793066,26.611239285,666.0271150033947,15818.9984503339,-6.9119441566,0.10578772787640173,0.1887080305,-0.257374126,0.0496726788,-0.1572787650595647,-419121434514.0,-109810965542,0.0442804428,1.1246611969,0.6065096663,1.1235721788,3.9519630242165045,0.456474436,0.0,58.51050367869268,0.0,0.0,58.51050367869268,0.0,0.0,2.9519630242,0.3060424114762572,1.5818998450333948
PGI,2022,1,1.6317834844,3016392851200,110896796,8.2524147526,0.9911646554,30.479200576,636.5452626331963,16668.8781075424,-6.932683513,0.1011236046656444,0.2118371047,-0.2413051672,0.0553142468,-0.18515689156054924,-415770482943.0,-129251510799,0.0441176471,1.157630556,0.6446525584,1.1565196304,3.6505087648332024,0.4605451818,0.0,58.788158740585295,0.0,0.0,58.788158740585295,0.0,0.0,2.6505087648,0.2544973358734839,1.666887810754244
PGI,2021,4,1.7464707271,3105110288000,110896796,8.820364712,1.0224203566,92.904104756,825.3992006405667,16032.3328449092,-7.3774949078,0.12241453407824439,0.2161298183,-0.2456448967,0.0564311349,-0.17091265545210615,-403843501560.0,-127798065719,0.0428571429,1.1317196972,0.6343750552,1.1304631871,3.5808579670148624,0.4868283264,0.0,59.387369395069236,0.0,0.0,59.387369395069236,0.0,0.0,2.580857967,0.2692972285966577,1.6032332844909243
PGI,2021,3,1.5098433087,2546200085100,88717773,8.4980592968,0.8457394082,8.5775774702,1098.1012583239662,19008.5950211352,-6.1404062793,0.19094606153858726,0.1904793427,-0.2542392217,0.0459246143,-0.16590437110615025,-394182903101.0,-84644772946,0.0174216028,1.1169236024,0.6123444821,1.1157372015,4.03275789786432,0.4614543107,0.0,62.01766382771798,0.0,0.0,62.01766382771798,0.0,0.0,3.0327578979,0.28711904452121345,1.5206933644268676
PGI,2021,2,1.5409960421,2448610534800,88717773,10.6714976447,0.8019192369,15.8665978146,1194.4656813466227,17910.4937628112,-5.8601449891,0.15174307084374605,0.1496059553,-0.2774544358,0.0360371184,-0.14944336477795847,-396080911141.0,-104364326931,0.018115942,1.1309945794,0.6282374385,1.12979348,4.101096961268023,0.4795620381,0.0,64.51908840965703,0.0,0.0,64.51908840965703,0.0,0.0,3.1010969613,0.31182502265309203,1.4328449308553513
PGI,2021,1,1.1660940658,1792099014600,88717773,9.4045155238,0.5901433144,9.8456637568,643.7628176149102,17322.7877506912,-4.3264004648,0.08167226153806746,0.12603066861629486,-0.2846384644508362,0.03026873618364334,-0.17150546495712665,-387163357184.0,-119933332814,0.0247524752,1.1145693063735962,0.5858699083328247,1.1133886575698853,4.339538010369545,0.48236215114593506,0.0,68.57623459497125,0.0,0.0,68.57623459497125,0.0,0.0,3.339538097381592,0.3229885440113085,1.3858282717139998
PGI,2020,4,1.2290886357,1818714346500,88717773,10.3653240479,0.6226503792,13.3555468,440.91191609374596,16679.0249330763,-4.5040754679,0.05396386860750992,0.1162993735,-0.2829834701,0.0293583964,-0.16528046256965362,-368737295511.0,-119806646291,0.0243902439,1.1187554353,0.6348744172,1.1175201998,4.129295770829648,0.4887322042,0.0,66.99862223038362,0.0,0.0,66.99862223038362,0.0,0.0,3.1292957708,0.3394351699276742,1.33432705113861
PGI,2020,3,1.1602197979,1774355460000,88717773,9.3694951485,0.6221584852,11.1831714714,307.188225858645,17238.1130169825,-4.3748895857,0.046792216913585656,0.125482452,-0.268730894,0.0312753786,-0.1661409622231684,-369486289579.0,-96764999140,0.06,1.1173831622,0.0497976443,1.1161457339,4.036153054648329,0.4709965634,0.0,79.53206809105247,0.0,0.0,79.53206809105247,0.0,0.0,3.0361530546,0.3274086238890585,1.3790542673469124
PGI,2020,2,1.1222068631,1685637687000,88717773,8.580199921,0.6003705594,11.8476841028,756.0414113641018,16930.9247911239,-4.2430868225,0.10453210113164257,0.13100568,-0.2619134082,0.0330493904,-0.15730791050961687,-356617555473.0,-100938558489,0.0631578947,1.140487879,0.0528401255,1.1393060795,4.147641898798652,0.4723255871,0.0,81.78756654117794,0.0,0.0,81.78756654117794,0.0,0.0,3.1476418988,0.329297851276179,1.3544791161495775
PGI,2020,1,1.1511028301,1685637687000,88717773,9.8306708917,0.6275367822,10.0915836132,473.60655231956736,16505.9102485474,-4.4282310334,0.07338695939979793,0.1152709221,-0.2627362732,0.0295721037,-0.17680326100486307,-351895691399.0,-101227779539,0.0631578947,1.1408848605,0.0454208653,1.1397129577,4.080210994723714,0.4632614805,0.0,85.093245922807,0.0,0.0,85.093245922807,0.0,0.0,3.0802109947,0.3327740173222517,1.3204778238940285
PGI,2019,4,0.9000534651,1383997258800,88717773,8.5112980613,0.5310030383,17.9650309317,597.7505392972387,17332.3036962278,-3.6864113224,0.08085594314331251,0.1073119521,-0.2413875986,0.029013616,-0.17083544508055679,-346358578788.0,-112046074143,0.0,1.1713348955,0.6727218161,1.1699408074,3.7916948333354434,0.4650510749,0.0,78.02008715530954,0.0,0.0,78.02008715530954,0.0,0.0,2.7997670843,0.30083151903553906,1.3895415016255295
PGI,2019,3,1.0174745952,1517073918300,88717773,9.9949433327,0.5972946886,24.790426256,387.0021141310659,16806.3164243201,-4.3090727691,0.06289130406208913,0.1036517356,-0.2514849945,0.0271809161,-0.14507638046537044,-327192628556.0,-79200893459,0.0701754386,1.1581355103,0.6518746074,1.1568377221,3.8426827883946473,0.4548369864,0.0,84.15334639651616,0.0,0.0,84.15334639651616,0.0,0.0,2.8426827884,0.30193230135361543,1.3445104090284088
PGI,2019,2,1.0374807334,1508202141000,88717773,10.1179089088,0.0,11.5489995999,474.3674829394106,16385.8464572369,-4.1522568251,0.07734859272107766,0.1024396971,-0.26071321,0.0271695186,-0.16958082712265068,-330728381471.0,-92267738364,0.0705882353,1.1575259696,0.6503774275,1.155927276,3.8837178705740856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8837178706,0.30584126815143703,1.3108726841900824
