ticker,yearReport,lengthReport,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
EPH,2021,1,0.34432520020699453,-0.14649376542382161,-0.18136667842376494,-1024971041,2.1464018727518925,0.8341912295868991,1.12026267668
