ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
PTI,2024,2,1.1313211657,2564623117100,80395709,6.8760597095,0.5957426481,-5.889157601,1718.9773239265792,28197.1211784947,-11.1695387773,0.17492113900381742,0.1778849222,-0.0764660657,0.0446061162,-0.060978594299017454,-171343019917.0,-48176819896,0.0,1.1954288205,0.1316480332,1.1952373236,3.503732671339075,0.5148436478,0.0,37.765715408000545,0.0,0.0,37.765715408000545,0.0,0.0396313102,2.5037326713,0.1578945952160027,2.8246927120563114
PTI,2024,1,1.1972138294,2548543975300,80395709,9.1214012112,0.5621113998,-5.9804025492,851.6484386747557,26478.1438545682,-16.9936802195,0.0712106016920749,0.1394706616,-0.0723379553,0.0325312845,-0.02227438481993817,-170472730649.0,-21416785508,0.0,1.1651955721,0.0071577373,1.165074566,3.999578261281353,0.5278862836,0.0,37.75510922455706,0.0,0.0,37.75510922455706,0.0,0.1828649279,2.9995782613,0.17147569216713562,2.6527805109934413
PTI,2023,4,1.299436363,2677177109700,80395709,10.5905883717,0.5487883854,-9.7818480818,1588.4759036082387,25626.4954158934,-16.5601673102,0.12665445046380056,0.1307119081,-0.0982884123,0.0304680307,-0.07552738543325577,-178238635713.0,-76154837649,0.0,1.1586059505,0.1145172105,1.158513372,4.0267950347887265,0.587975948,0.0,38.78035856297513,0.0,0.0,38.78035856297513,0.0,0.0283862122,2.9814437884,0.18055518120848013,2.5667128382996163
PTI,2023,3,1.6355476869,3159551363700,80395709,26.3331813418,0.6251824857,117.6443110728,480.18323643367586,24028.6482110134,-18.6442808491,0.04222519490845393,0.064193068,-0.0888014795,0.0138316451,-0.03804480074184323,-184187092565.0,-34782717933,0.0,1.0805117869,0.0085167556,1.0804150461,4.4687921971232445,0.5825998453,0.0,36.98946207483503,0.0,0.0,36.98946207483503,0.0,0.1691886098,3.4687921971,0.19447983197925228,2.407727388297552
PTI,2023,2,1.3546530542,2564623117100,80395709,-29.8675419138,0.5174267415,-7.6123243988,555.0356570398552,23548.4649745797,-13.7649610902,0.0459308570669995,-0.046724895,-0.0988086364,-0.0098750853,-0.051604168669867036,-211755393416.0,-50134188607,0.0,1.0239630771,0.0091103972,1.0237767061,4.673183180703196,0.5699681829,0.0,36.34573238633976,0.0,0.0,36.34573238633976,0.0,0.2159980547,3.6731831807,0.20212695205920003,2.3596459874854765
PTI,2023,1,1.3307158662,2460108695400,80395709,-7.0411584269,0.4660139079,-6.0091336737,511.2351275240324,22995.1417716212,-11.8680810619,0.03204714783284431,-0.1880523423,-0.1128491718,-0.0399327857,-0.03611226853218542,-229370723496.0,-46314709460,0.0,0.9300806773,0.0060628209,0.9298189733,4.748511845995595,0.6033009273,0.0,33.56999874678844,0.0,0.0,33.56999874678844,0.0,0.1619247847,3.748511846,0.20689971786042835,2.3044912154876327
PTI,2022,4,1.4632688403,2645018826100,80395709,-7.6145925182,0.5133001295,-4.7821255286,6.804187447367371,22483.9066440971,-13.0148830187,0.0004997047011910897,-0.174055564,-0.1396114167,-0.0410155617,-0.06375473792696759,-224005949174.0,-69792405716,0.0,1.1385055421,0.036553077,1.1382730837,4.641246810978893,0.6083914536,0.0,38.00916015011383,0.0,0.0,38.00916015011383,0.0,0.0,3.6230676972,0.2155394588047041,2.247198399592446
PTI,2022,3,2.0022328034,3617806905000,80395709,-13.0191462809,0.6894962702,-21.1215313211,-2080.379972331608,22474.9089734503,-10.6469296107,-0.2027115100080582,-0.1355817443,-0.1729881608,-0.0312796814,-0.07482834620102553,-365194421778.0,-61739523299,0.0,1.0909397818,0.0233629201,1.0899809411,4.824331690156078,0.5905709137,0.0,32.724191833533375,0.0,0.0,32.724191833533375,0.0,0.2006193697,3.8243316902,0.17859189779000179,2.252473377106482
PTI,2022,2,1.4986588055,2958562091200,80395709,-567.8945506511,0.5500336347,7.3178138772,-2723.0994358293424,24555.2889457695,-7.3244993204,-0.16962369974761876,-0.0024490346,-0.191559802,-0.0005911797,-0.05046495956081161,-404337011533.0,-65132802883,0.0,1.0694743414,0.0433044202,1.0690377355,4.591255515820319,0.610319325,0.0,32.881959185399225,0.0,0.0,32.881959185399225,0.0,0.1254229297,3.5912555158,0.16556614282627855,2.4604636513299485
PTI,2022,1,2.3594881414,5225721085000,80395709,21.865670199,1.0237735199,9.7914331299,475.6173444903633,27548.3478215112,-11.29180507,0.03276913988206124,0.1118597839,-0.2038898278,0.0276645727,-0.04820324550701138,-459413297200.0,-56247314383,0.0,1.098467506,0.0539728212,1.0974836322,4.1096551508125305,0.590802079,0.0,35.85209115338376,0.0,0.0,35.85209115338376,0.0,0.0676193315,3.1096551508,0.143940084749143,2.7592275436453955
PTI,2021,4,2.5350854551,5547303921000,80395709,20.6419788113,1.1175738162,10.550838877,871.0890712463273,27218.017388938,-9.8558454748,0.05855508105986974,0.1275915789,-0.2662498344,0.032833877,-0.16136285288736366,-563199023352.0,-192989824724,0.0,1.1532315247,0.0261319429,1.1499702543,3.925618649516322,0.6063961343,0.0,39.805858713638074,0.0,0.0,39.805858713638074,0.0,0.0,2.9256186495,0.050250948086426814,2.726178898557882
