ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Interest Coverage,Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
BGE,2024,2,1.0969526633,8212500000000,730000000,-228.6872747109,7.2958020368,-243.9590786696,271.27681115479453,10255.6841111836,17.2679980805,0.5801794486882457,0.5361735270753123,0.5338890626106678,197188320617,-1.622011373576587,1.9923500030704318,0.9085776243206524,1.3727050826219178
BGE,2024,1,0.0,0,730000000,0.0,0.0,0.0,78.94490781780821,0.0,0.0,0.4743717028898179,0.17983768995924435,0.42789311766666144,137120241027,-0.8092382180367658,2.0027098520781648,0.9916268671259069,1.342320028389315
