ticker,yearReport,lengthReport,Outstanding Share,EPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
SD8,2014,1,2800000,-591.3111339285714,-5.3202278637,-0.1855012241611164,-0.1522625770475894,-0.0825500422,-0.26430237714575683,-4318148807,-2873968350,0.7843705549,0.0077526674,0.3877755711,1.6346931331518633,-6.84492304947865,0.2902080618,2.0494177209,351.9073724940467,602.4127333964,476.8959449679,1431.2160508583468,0.6058968872,-0.8370607702,-7.8449230494,-0.637180965816613,-1.0569947787142857
