ticker,yearReport,lengthReport,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
BEL,2017,2,0.4366878047253488,-0.02055411983105818,-0.05108956375017489,-386029131,1.161181014996611,0.0592144901324569,0.8267685582333333
BEL,2017,1,0.37591377495712336,0.026073056359008567,0.049208927580978605,324580626,1.1248856902723487,0.06138749837181341,0.8293569828333334
