ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Interest Coverage,Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
CCC,2024,2,1.5379977272,744625000000.0,40250000.0,25.7161858122,0.4106435774,-4.9720885825,268.6059174906832,12028.6263583602,27.7004421196,0.03967257801806695,0.02002726266688644,0.023109777745783995,12475433218,-3.2617304438953916,3.5107115690788646,0.1378170218203093,1.6157295974371428
CCC,2023,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04091689122172063,0.0073427635724177005,0.00861201710643728,2784515280,-0.4591642687824468,4.3727875981024384,0.17279304785304644,1.3433126363657142
