ticker,yearReport,lengthReport,Outstanding Share,EPS (VND),Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
PLE,2020,3,1215000,100.23540411522633,0.2755884748133201,0.01227363117123377,0.0036000164150951875,35721430,3.157605546274035,0.4281560320270306,1.6618352288065843
