ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
LCW,2023,1,0.567873041,122929129800.0,21566514.0,326.6110490316,3.0436179401,9.8661908891,3.924617209809615,10037.4548333588,7.3984925235,0.19345677374683973,0.008874876111396068,0.0017383022,0.0025829785,0.0016180856,-9.635852829912224e-05,16315027205.0,-918978,1.0526315789,1.8194453705,0.164552514,1.3418483877,0.16372530120653647,1.0623933331947635,0.1736369819,0.2006873461,16.921904136955355,63.5873882965,16.1121243506,96.62141678405536,5.7401319629,0.0623933332,0.9358303176229483,1.0028155087384651
LCW,2022,4,1.0153264288,219978442800.0,21566514.0,571.199230862,5.5016908678,24.006660073,8.029296436132423,10046.0302329806,13.540596271,0.21780587123707265,0.01619931037070459,0.0,0.0,0.0,0.0062057592458025996,0.0,66337002,0.5882352941,0.0,0.0,0.0,-20.709454820972503,1.0886762590713548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9539700707525428,1.003672254186109
LCW,2022,3,0.9962142924,215665140000.0,21566514.0,555.3040176483,5.4159137973,15.9669508927,0.8748161617589194,10038.0009365445,12.8600448682,0.24775885581260354,0.001869979055165328,0.0017936057,0.0063711495,0.0016668668,0.006910006750488269,16520310677.0,69716966,0.001,1.4499957287,0.2100936906,1.1554666804,-41.230978042306766,1.0706477007236415,0.1709070442,0.197321996,19.235454703665134,54.0565234891,21.9103938871,95.20237207986513,6.7521915292,0.0706477007,0.908235522699987,1.002870068460336
LCW,2022,2,0.9963011205,215665140000.0,21566514.0,379.2623214852,5.3823886562,14.797588522,4.623221119555994,10037.1261203827,13.0511182838,0.2051307447679304,0.009898207989607118,0.0026265021,0.0063959898,0.0024333408,0.042092811020224524,16278446944.0,424009875,0.001,1.3153661502,0.0770723955,1.0137826146,0.0,1.0754529671701718,0.1714618835,0.1970088143,20.48139579080177,55.3307784792,23.252818192,99.06499246200178,6.596690125,0.0754529672,0.9199151906970088,1.0027826678962615
LCW,2022,1,0.9955207447,215665140000.0,21566514.0,438.8525479553,5.4391924055,18.0919257014,4.329833184908789,10044.9940933894,13.7490898471,0.1756855723903035,0.01022583824814568,0.0022706434,0.003824589,0.0021025727,0.008751031523463034,15504167333.0,79911898,0.001,1.5473042805,0.1602302494,1.2639204214,0.0,1.0719342563048886,0.1696427209,0.1935284743,21.688649253666664,53.8719689393,17.9300992162,93.49071740916665,6.7753231817,0.0719342563,0.9319221686293666,1.003568736225775
LCW,2021,4,0.9959500428,215665140000.0,21566514.0,560.3947820886,5.4812587334,16.7374652242,8.180283053626562,10040.6642602045,14.4626239995,0.26060225821172567,0.01675972656210701,0.0017777398,0.0028208625,0.0016403544,0.07653279506502159,14517471341.0,805617569,0.001,1.3032470816,0.0694551588,1.063881115,0.0,1.086102133697457,0.1677071086,0.1868557488,22.011342684561736,54.3932307085,32.9100398739,109.31461326696174,6.7103938348,0.0861021337,0.9678705661263695,1.0031361540682298
LCW,2021,3,0.9967621202,215665140000.0,21566514.0,579.3012754674,5.6692977192,14.4294173829,9.233637248931375,10032.4839771509,14.6700821126,0.21797722300768005,0.019263952315145254,0.0017208434,-0.0008619641,0.001593387,0.007252744194029483,14312171385.0,74973835,0.0001,1.6135902568,0.3137131097,1.3256383479,0.0,1.0840407040317284,0.1628157814,0.183855184,23.44841683310031,57.5616110065,11.216023893,92.22605173260031,6.3410316983,0.084040704,0.9379407928961938,1.0023188836696837
LCW,2021,2,0.9976803593,215665140000.0,21566514.0,930.1878602586,5.8428924989,12.7838451137,1.0429434260910224,10023.2503399019,14.6978790286,0.20158314538236888,0.0023296958659718195,0.0010718433,-0.0002946214,0.0009925978,-0.013668028173937162,14314126606.0,-131961529,0.0001,1.4995338818,0.3143561384,1.2465404679,0.0,1.077668629643696,0.1580214595,0.1781777272,25.745013383501476,56.7507251458,11.4290683266,93.92480685590148,6.4316358789,0.0776686296,0.948859290516843,1.0013963754453359
LCW,2021,1,0.9965831792,215665140000.0,21566514.0,505.0117581151,6.0036600458,16.2719833835,-0.6123007176774141,10034.2853546939,14.8455679561,0.19722771297220285,-0.0014959299560074399,0.0019741770811378956,0.000573405995965004,0.0018273404566571116,-0.015609816852093159,14339208192.0,-137794305,0.0001,1.4397817850112915,0.16785220801830292,1.1500622034072876,131.20430630711266,1.076848670266086,0.1537109762430191,0.17288729548454285,28.331099915605606,58.515953063964844,11.240887641906738,98.08794062147719,6.23761510848999,0.07684867084026337,0.9612799763920638,1.0024988545255618
LCW,2020,4,0.9965223706,215665140000.0,21566514.0,580.1056288989,6.106645782,15.657878335,7.597895051560025,10034.8976554115,14.881588401,0.2186303972599766,0.01776952364884416,0.0,0.0,0.0,0.0008981832092812427,0.0,8282518,0.0,0.0,0.0,0.0,0.0,1.081403509439307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9775169891435982,1.0025600278673992
