ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Dividend yield (%),Financial Leverage,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
VCB,2024,2,2.8130575347,510842941346800,5589091262,15.3298773187,7.7673339167,123.3460139497,1452.7252498458129,32491.3368716433,0.5838066379147511,0.1951290992,0.0,0.0183856002,0.0,10.487669960589763,9.4876699606,0.04246778606062642,3.251025551065693
VCB,2024,1,2.8217066513,489604394551200,5589091262,15.0062199577,7.3639464381,-3.2576457183,1535.1325640958912,31045.0414684962,0.6094588627861688,0.1997346761,0.0,0.0185155376,0.0,10.216412828066767,9.2164128281,0.043710193259274305,3.1063032944263274
VCB,2023,4,3.2059924698,528728033385200,5589091262,16.0059572827,7.8071619166,-13.7183976902,1673.8009027700862,29507.2433547964,0.7307915243104878,0.2197388427,0.0,0.0180833998,0.0,10.912466274843375,10.1483151118,0.04573412234352278,3.0155765239676633
VCB,2023,3,3.1152190054,495752394939400,5589091262,14.7517020841,7.0392109337,6.6872416102,1300.554716188136,28473.1185339518,0.5770761277403086,0.2263474527,0.0,0.018943357,0.0,10.872063075119955,9.8720630751,0.046732162749632294,2.8491844297245614
VCB,2023,2,3.1642722225,480661848532000,5589091262,14.8341412011,6.7353154725,10.3042616193,1328.0912141241038,27178.4454536967,0.5294233527127015,0.2301971451,0.0,0.0184772354,0.0,11.212240036797622,10.2122400368,0.049989563235346514,2.719603614874736
VCB,2023,1,3.4045795148,492181723384000,4732516571,15.9196918568,7.044594474,1.9818615503,1898.870265994891,30547.0909253368,0.6327162688642202,0.2315732438,0.0,0.017891605,0.0,12.764083012749253,11.7640830127,0.05345047536071162,2.5882268014395504
VCB,2022,4,3.0861725944,418354464876400,4732516571,13.9922493977,6.1447874623,2.2808366834,2097.8853113454848,28643.8937859559,0.6704006065308621,0.244309439,0.0,0.0185219931,0.0,13.14739251132352,12.3716735724,0.0578700714658406,2.4688886892611275
VCB,2022,3,3.165159651,406049921791800,4732516571,15.3718009025,6.3159583103,8.2284518965,1281.53169862403,27107.6373585507,0.4438591736753154,0.2202979774,0.0,0.0172399119,0.0,12.84889873825401,11.8488987383,0.060912371762343584,2.2971453494222795
VCB,2022,2,2.5608871949,314712351971500,4732516571,12.6164990464,5.1738175319,4.2659812444,1254.5025275517414,25967.5631677783,0.4639257975529971,0.2165486775,0.0,0.017014105,0.0,13.022887307381527,12.0228873074,0.06588778733229987,2.2005311996997055
VCB,2022,1,2.9045938485,339794689797800,4732516571,14.794485635,5.882990202,-22.1911777229,1682.4418637624672,24719.4629421616,0.6648532396692945,0.2075165548,0.0,0.0165029312,0.0,12.493825108674848,11.4938251087,0.07127615126803666,2.0947535567366087
VCB,2021,4,3.5115069923,382860590593900,4732516571,17.467213517,6.7495857074,-6.9890350979,1381.8838036563106,23038.5416224674,0.6131011973204546,0.2157232139,0.0,0.0159938645,0.0,12.726069482994411,11.9646846218,0.07759280540354827,1.9890649443469401
VCB,2021,3,3.788502147,414568451619600,4732516571,19.6251624626,7.3720657931,6.3786258507,970.7583546884954,23122.5947882687,0.44056366003103614,0.2039355727,0.0,0.0159551824,0.0091324201,12.647450179614403,11.6474501796,0.07466118902057005,1.9596540272059706
